"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node08",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/sconekv-20200930-140809-workloadf-32-node08.csv 1 400",,,,"Date:","30 Sep 2020 13:08:16 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 13:08:16,5.291,2.144,90.538,0.026,0.0,2.001,7054630912.0,38342656.0,1505652736.0,28308594688.0,33714.293,559264.962,0.0,0.0
30-09 13:08:17,0.125,0.0,99.812,0.0,0.0,0.063,7053750272.0,38342656.0,1505681408.0,28309446656.0,0.0,0.0,27322.0,27654.0
30-09 13:08:18,0.189,0.063,99.686,0.0,0.0,0.063,7053750272.0,38342656.0,1505681408.0,28309446656.0,0.0,0.0,29136.0,28497.0
30-09 13:08:19,0.0,0.063,99.812,0.0,0.0,0.126,7053869056.0,38342656.0,1505681408.0,28309327872.0,0.0,0.0,31002.0,30318.0
30-09 13:08:20,0.063,0.125,99.687,0.0,0.0,0.125,7053856768.0,38354944.0,1505681408.0,28309327872.0,0.0,61440.0,40935.0,46022.0
30-09 13:08:21,0.063,0.0,99.749,0.0,0.0,0.188,7053889536.0,38354944.0,1505681408.0,28309295104.0,0.0,0.0,30814.0,30103.0
30-09 13:08:22,0.0,0.0,99.874,0.0,0.0,0.126,7053889536.0,38354944.0,1505681408.0,28309295104.0,0.0,0.0,30084.0,29550.0
30-09 13:08:23,0.063,0.0,99.874,0.0,0.0,0.063,7053889536.0,38354944.0,1505681408.0,28309295104.0,0.0,0.0,29472.0,28563.0
30-09 13:08:24,0.252,0.063,99.622,0.0,0.0,0.063,7053889536.0,38354944.0,1505681408.0,28309295104.0,0.0,0.0,30229.0,29785.0
30-09 13:08:25,0.125,0.0,99.562,0.0,0.0,0.313,7053889536.0,38354944.0,1505681408.0,28309295104.0,0.0,0.0,39943.0,38491.0
30-09 13:08:26,0.0,0.0,99.749,0.0,0.0,0.251,7053824000.0,38354944.0,1505681408.0,28309360640.0,0.0,0.0,29850.0,30251.0
30-09 13:08:27,0.0,0.063,99.812,0.0,0.0,0.126,7053824000.0,38354944.0,1505681408.0,28309360640.0,0.0,0.0,31393.0,29220.0
30-09 13:08:28,2.083,1.136,94.381,0.0,0.0,2.399,7054094336.0,38354944.0,1505681408.0,28309090304.0,0.0,0.0,257418.0,298956.0
30-09 13:08:29,4.762,3.588,87.541,0.0,0.0,4.110,7054999552.0,38354944.0,1505775616.0,28308090880.0,0.0,0.0,674728.0,814368.0
30-09 13:08:30,4.834,4.106,87.616,0.0,0.0,3.444,7054884864.0,38354944.0,1506099200.0,28307881984.0,0.0,4096.0,733860.0,940437.0
30-09 13:08:31,6.658,4.640,84.062,0.0,0.0,4.640,7053631488.0,38354944.0,1506496512.0,28308738048.0,0.0,0.0,964153.0,1246363.0
30-09 13:08:32,20.630,6.162,69.257,0.0,0.0,3.952,7055491072.0,38354944.0,1506816000.0,28306558976.0,0.0,0.0,843458.0,1117868.0
30-09 13:08:33,10.308,6.560,76.774,0.0,0.0,6.359,7056031744.0,38363136.0,1507307520.0,28305518592.0,0.0,28672.0,1349273.0,1761748.0
30-09 13:08:34,10.782,6.199,77.156,0.0,0.0,5.863,7055106048.0,38363136.0,1507930112.0,28305821696.0,0.0,0.0,1256363.0,1657936.0
30-09 13:08:35,15.107,5.348,74.866,0.0,0.0,4.679,7056367616.0,38363136.0,1498259456.0,28314230784.0,0.0,2936832.0,893580.0,1141945.0
30-09 13:08:36,15.115,6.140,73.482,0.0,0.0,5.263,7056232448.0,38363136.0,1499058176.0,28313567232.0,0.0,0.0,1129732.0,1467980.0
30-09 13:08:37,8.719,5.995,79.905,0.0,0.0,5.381,7055589376.0,38363136.0,1499553792.0,28313714688.0,0.0,0.0,1204182.0,1615394.0
30-09 13:08:38,13.087,7.047,71.879,0.067,0.0,7.919,7055925248.0,38371328.0,1500237824.0,28312686592.0,0.0,77824.0,1543206.0,2033647.0
30-09 13:08:39,9.115,5.123,80.240,0.0,0.0,5.522,7055364096.0,38371328.0,1500966912.0,28312518656.0,0.0,0.0,1133382.0,1471210.0
30-09 13:08:40,7.753,4.838,82.240,0.0,0.0,5.169,7054766080.0,38371328.0,1501609984.0,28312473600.0,0.0,0.0,998071.0,1320404.0
30-09 13:08:41,19.814,5.302,71.173,0.0,0.0,3.711,7064363008.0,38371328.0,1501941760.0,28302544896.0,0.0,0.0,714035.0,903796.0
30-09 13:08:42,7.420,5.615,81.083,0.0,0.0,5.882,7075672064.0,38371328.0,1502380032.0,28290797568.0,0.0,0.0,1102302.0,1441565.0
30-09 13:08:43,9.980,6.387,77.512,0.0,0.0,6.121,7075065856.0,38379520.0,1502957568.0,28290818048.0,0.0,20480.0,1286974.0,1697125.0
30-09 13:08:44,11.163,5.481,78.543,0.0,0.0,4.813,7075250176.0,38379520.0,1503432704.0,28290158592.0,0.0,0.0,1025467.0,1340162.0
30-09 13:08:45,20.999,7.968,65.091,0.135,0.0,5.807,7105257472.0,38379520.0,1504047104.0,28259536896.0,0.0,6180864.0,1183187.0,1573858.0
30-09 13:08:46,9.530,5.692,76.704,0.0,0.0,8.074,7110455296.0,38379520.0,1504645120.0,28253741056.0,0.0,0.0,1317592.0,1714844.0
30-09 13:08:47,6.917,5.270,81.357,0.0,0.0,6.456,7109689344.0,38379520.0,1505296384.0,28253855744.0,0.0,0.0,1057342.0,1396471.0
30-09 13:08:48,11.163,6.389,76.664,0.067,0.0,5.716,7110692864.0,38387712.0,1505742848.0,28252397568.0,0.0,61440.0,1297767.0,1714682.0
30-09 13:08:49,13.450,7.196,72.831,0.0,0.0,6.523,7110172672.0,38387712.0,1506455552.0,28252205056.0,0.0,0.0,1427511.0,1892940.0
30-09 13:08:50,22.119,8.212,63.907,0.0,0.0,5.762,7134793728.0,38387712.0,1507160064.0,28226879488.0,0.0,0.0,1223810.0,1629598.0
30-09 13:08:51,7.538,5.137,81.921,0.0,0.0,5.404,7136288768.0,38387712.0,1507762176.0,28224782336.0,0.0,0.0,992652.0,1287425.0
30-09 13:08:52,5.637,4.178,86.340,0.0,0.0,3.846,7135559680.0,38387712.0,1508212736.0,28225060864.0,0.0,0.0,815718.0,1026464.0
30-09 13:08:53,14.019,7.477,71.162,0.0,0.0,7.343,7135993856.0,38395904.0,1508679680.0,28224151552.0,0.0,16384.0,1524986.0,1976927.0
30-09 13:08:54,17.276,9.146,66.667,0.0,0.0,6.911,7137447936.0,38395904.0,1509380096.0,28221997056.0,0.0,0.0,1129651.0,1501465.0
30-09 13:08:55,20.678,7.380,64.628,0.0,0.0,7.314,7137337344.0,38395904.0,1510002688.0,28221485056.0,0.0,0.0,1201025.0,1570386.0
30-09 13:08:56,14.056,8.300,69.813,0.0,0.0,7.831,7139278848.0,38395904.0,1500721152.0,28228825088.0,0.0,0.0,1532295.0,2010050.0
