"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node08",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cassandra-20201001-103723-workloadc-128-node08.csv 1 400",,,,"Date:","01 Oct 2020 09:37:39 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
01-10 09:37:39,4.590,8.011,82.499,0.066,0.0,4.835,36384555008.0,19431424.0,242810880.0,260423680.0,86754.883,239722.271,0.0,0.0
01-10 09:37:40,0.314,0.063,99.561,0.0,0.0,0.063,36383432704.0,19431424.0,242806784.0,261550080.0,0.0,4096.0,16932.0,22201.0
01-10 09:37:41,0.063,0.0,99.937,0.0,0.0,0.0,36383649792.0,19443712.0,242798592.0,261328896.0,0.0,49152.0,7802.0,7682.0
01-10 09:37:42,0.125,0.063,99.812,0.0,0.0,0.0,36383604736.0,19443712.0,242810880.0,261361664.0,0.0,0.0,5953.0,5974.0
01-10 09:37:43,0.126,0.0,99.874,0.0,0.0,0.0,36383604736.0,19443712.0,242810880.0,261361664.0,0.0,0.0,4280.0,4670.0
01-10 09:37:44,0.125,0.0,99.875,0.0,0.0,0.0,36383604736.0,19443712.0,242810880.0,261361664.0,0.0,0.0,8076.0,7748.0
01-10 09:37:45,0.125,0.063,99.812,0.0,0.0,0.0,36383571968.0,19443712.0,242810880.0,261394432.0,0.0,49152.0,7724.0,7581.0
01-10 09:37:46,0.063,0.063,99.811,0.0,0.0,0.063,36383608832.0,19443712.0,242806784.0,261361664.0,8192.0,0.0,15075.0,22687.0
01-10 09:37:47,3.822,0.251,95.927,0.0,0.0,0.0,36398964736.0,19443712.0,242814976.0,245997568.0,0.0,0.0,10401.0,9927.0
01-10 09:37:48,6.274,0.251,93.413,0.0,0.0,0.063,36401790976.0,19443712.0,242814976.0,243171328.0,0.0,0.0,8657.0,7383.0
01-10 09:37:49,1.511,0.126,98.363,0.0,0.0,0.0,36398837760.0,19443712.0,242814976.0,246124544.0,0.0,0.0,6161.0,5848.0
01-10 09:37:50,0.439,0.125,99.435,0.0,0.0,0.0,36398727168.0,19443712.0,242814976.0,246235136.0,0.0,0.0,11369.0,10649.0
01-10 09:37:51,1.185,2.041,96.511,0.0,0.0,0.263,36383563776.0,19451904.0,242814976.0,261390336.0,0.0,12288.0,59566.0,146092.0
01-10 09:37:52,7.958,19.614,63.344,0.0,0.0,9.084,36386271232.0,19451904.0,242814976.0,258682880.0,0.0,0.0,863014.0,1612138.0
01-10 09:37:53,14.366,24.132,47.377,0.0,0.0,14.124,36393484288.0,19451904.0,242814976.0,251469824.0,0.0,0.0,1298429.0,2489605.0
01-10 09:37:54,13.188,26.780,46.926,0.0,0.0,13.107,36393181184.0,19451904.0,242814976.0,251772928.0,0.0,0.0,1410429.0,2570894.0
01-10 09:37:55,11.722,24.656,51.496,0.0,0.0,12.126,36390379520.0,19451904.0,242814976.0,254574592.0,0.0,0.0,1254653.0,2241908.0
01-10 09:37:56,15.336,28.247,41.002,0.0,0.0,15.415,36390510592.0,19451904.0,242814976.0,254443520.0,0.0,0.0,1838413.0,3327750.0
01-10 09:37:57,15.060,25.075,35.693,0.0,0.0,24.172,36388118528.0,19451904.0,242814976.0,256835584.0,0.0,0.0,1817026.0,3450445.0
01-10 09:37:58,16.718,27.709,39.009,0.0,0.0,16.563,36388093952.0,19451904.0,242814976.0,256860160.0,0.0,0.0,1981421.0,3662272.0
01-10 09:37:59,15.835,27.223,39.704,0.0,0.0,17.239,36387987456.0,19451904.0,242814976.0,256966656.0,0.0,0.0,2007177.0,3597917.0
01-10 09:38:00,14.915,26.893,37.944,0.0,0.0,20.247,36388118528.0,19451904.0,242814976.0,256835584.0,0.0,0.0,1828415.0,3367420.0
01-10 09:38:01,16.233,26.187,37.213,0.0,0.0,20.368,36388380672.0,19451904.0,242814976.0,256573440.0,0.0,0.0,1963087.0,3599201.0
01-10 09:38:02,15.189,28.527,39.322,0.0,0.0,16.962,36388900864.0,19451904.0,242814976.0,256053248.0,0.0,0.0,1870607.0,3438543.0
01-10 09:38:03,16.846,28.231,38.231,0.0,0.0,16.692,36388925440.0,19451904.0,242814976.0,256028672.0,0.0,0.0,2047877.0,3736504.0
01-10 09:38:04,14.871,25.797,37.253,0.0,0.0,22.079,36389097472.0,19451904.0,242814976.0,255856640.0,0.0,0.0,1913275.0,3488641.0
01-10 09:38:05,15.805,24.944,35.805,0.0,0.0,23.446,36388270080.0,19451904.0,242814976.0,256684032.0,0.0,0.0,1947665.0,3521934.0
01-10 09:38:06,16.216,27.722,40.0,0.0,0.0,16.062,36388630528.0,19451904.0,242814976.0,256323584.0,0.0,0.0,1877705.0,3573959.0
01-10 09:38:07,15.466,29.871,37.377,0.0,0.0,17.286,36388704256.0,19451904.0,242814976.0,256249856.0,0.0,0.0,1968741.0,3584405.0
01-10 09:38:08,16.484,28.179,39.011,0.0,0.0,16.327,36388147200.0,19451904.0,242814976.0,256806912.0,0.0,0.0,1939492.0,3558907.0
01-10 09:38:09,16.654,29.488,37.739,0.0,0.0,16.119,36388311040.0,19451904.0,242814976.0,256643072.0,0.0,0.0,1928805.0,3509944.0
01-10 09:38:10,16.844,27.845,37.557,0.0,0.0,17.754,36388597760.0,19451904.0,242814976.0,256356352.0,0.0,4096.0,1996833.0,3604902.0
01-10 09:38:11,16.867,27.786,36.672,0.075,0.0,18.599,36388225024.0,19456000.0,242814976.0,256724992.0,0.0,4096.0,1985588.0,3581179.0
01-10 09:38:12,17.108,27.631,38.304,0.0,0.0,16.957,36388585472.0,19456000.0,242814976.0,256364544.0,0.0,0.0,1958901.0,3486140.0
01-10 09:38:13,16.554,27.341,37.753,0.0,0.0,18.352,36388249600.0,19456000.0,242814976.0,256700416.0,0.0,0.0,1909592.0,3426527.0
01-10 09:38:14,15.031,27.991,38.650,0.0,0.0,18.328,36388757504.0,19456000.0,242814976.0,256192512.0,0.0,0.0,1879446.0,3429235.0
01-10 09:38:15,16.134,28.387,38.584,0.0,0.0,16.895,36388323328.0,19456000.0,242814976.0,256626688.0,0.0,0.0,1917605.0,3473275.0
01-10 09:38:16,16.743,28.418,38.633,0.0,0.0,16.206,36388986880.0,19456000.0,242814976.0,255963136.0,0.0,0.0,1930473.0,3516957.0
01-10 09:38:17,15.810,28.243,38.219,0.0,0.0,17.728,36388601856.0,19456000.0,242814976.0,256348160.0,0.0,0.0,1848918.0,3511650.0
01-10 09:38:18,17.477,29.787,36.626,0.0,0.0,16.109,36388413440.0,19456000.0,242814976.0,256536576.0,0.0,0.0,1981045.0,3571726.0
01-10 09:38:19,10.695,21.238,56.455,0.0,0.0,11.612,36388233216.0,19456000.0,242814976.0,256716800.0,0.0,0.0,1267944.0,2357847.0
01-10 09:38:20,17.220,24.402,40.0,0.0,0.0,18.378,36388986880.0,19456000.0,242819072.0,255959040.0,0.0,0.0,1695527.0,3179985.0
01-10 09:38:21,15.615,26.846,41.308,0.0,0.0,16.231,36389003264.0,19464192.0,242819072.0,255934464.0,0.0,12288.0,1855940.0,3528999.0
01-10 09:38:22,15.731,26.957,41.581,0.0,0.0,15.731,36387307520.0,19464192.0,242819072.0,257630208.0,0.0,0.0,1900968.0,3575656.0
01-10 09:38:23,14.792,25.177,44.138,0.0,0.0,15.893,36388487168.0,19464192.0,242819072.0,256450560.0,0.0,0.0,1895327.0,3482852.0
01-10 09:38:24,15.468,25.522,41.377,0.0,0.0,17.633,36388495360.0,19464192.0,242819072.0,256442368.0,0.0,0.0,1927806.0,3470873.0
01-10 09:38:25,18.654,26.988,36.544,0.0,0.0,17.813,36388958208.0,19464192.0,242823168.0,255975424.0,0.0,8192.0,1913602.0,3443443.0
01-10 09:38:26,15.444,26.718,37.452,0.0,0.0,20.386,36388687872.0,19464192.0,242823168.0,256245760.0,0.0,0.0,1842310.0,3328131.0
01-10 09:38:27,15.874,27.224,39.494,0.0,0.0,17.408,36386512896.0,19464192.0,242823168.0,258420736.0,0.0,0.0,1877133.0,3558565.0
