"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node09",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/sconekv-20200930-114620-workloada-64-client.csv 1 400",,,,"Date:","30 Sep 2020 10:46:26 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 10:46:26,0.465,0.370,98.558,0.007,0.0,0.599,351289344.0,26234880.0,581476352.0,35948220416.0,90899.121,23158.604,0.0,0.0
30-09 10:46:27,0.0,0.0,100.0,0.0,0.0,0.0,351059968.0,26234880.0,581476352.0,35948449792.0,0.0,0.0,91.0,100.0
30-09 10:46:28,0.063,0.063,99.875,0.0,0.0,0.0,351653888.0,26234880.0,581476352.0,35947855872.0,0.0,0.0,191.0,191.0
30-09 10:46:29,0.0,0.0,100.0,0.0,0.0,0.0,351645696.0,26234880.0,581476352.0,35947864064.0,0.0,0.0,291.0,282.0
30-09 10:46:30,0.0,0.0,100.0,0.0,0.0,0.0,351264768.0,26234880.0,581476352.0,35948244992.0,0.0,0.0,91.0,100.0
30-09 10:46:31,0.0,0.0,100.0,0.0,0.0,0.0,351264768.0,26247168.0,581464064.0,35948244992.0,0.0,49152.0,707.0,826.0
30-09 10:46:32,0.062,0.062,99.875,0.0,0.0,0.0,351264768.0,26247168.0,581464064.0,35948244992.0,0.0,0.0,191.0,191.0
30-09 10:46:33,1.200,0.253,98.421,0.0,0.0,0.126,363188224.0,26247168.0,581505024.0,35936280576.0,0.0,0.0,5257.0,4665.0
30-09 10:46:34,1.641,2.020,95.707,0.253,0.0,0.379,433446912.0,26394624.0,581566464.0,35865812992.0,0.0,843776.0,6080.0,5914.0
30-09 10:46:35,4.198,2.290,93.257,0.0,0.0,0.254,406495232.0,26423296.0,581668864.0,35892633600.0,0.0,507904.0,3995.0,3692.0
30-09 10:46:36,10.861,2.185,86.825,0.0,0.0,0.129,447860736.0,26427392.0,581689344.0,35851243520.0,0.0,0.0,727.0,1167.0
30-09 10:46:37,15.762,3.793,80.314,0.0,0.0,0.131,489238528.0,26427392.0,581951488.0,35809603584.0,262144.0,0.0,191.0,441.0
30-09 10:46:38,15.800,11.916,68.466,0.0,0.0,3.818,553742336.0,26427392.0,581980160.0,35745071104.0,0.0,0.0,380225.0,392366.0
30-09 10:46:39,18.182,13.834,63.109,0.0,0.0,4.875,621518848.0,26427392.0,581992448.0,35677282304.0,0.0,0.0,542534.0,537470.0
30-09 10:46:41,26.828,13.773,52.285,0.065,0.0,7.050,751149056.0,26435584.0,581988352.0,35547648000.0,0.0,122880.0,896400.0,895513.0
30-09 10:46:41,30.855,9.276,53.553,0.0,0.0,6.316,887476224.0,26435584.0,582008832.0,35411300352.0,0.0,0.0,911436.0,903524.0
30-09 10:46:43,27.374,9.234,56.189,0.0,0.0,7.204,935628800.0,26435584.0,582008832.0,35363147776.0,0.0,0.0,1586441.0,1444695.0
30-09 10:46:43,30.350,6.931,58.345,0.0,0.0,4.374,942702592.0,26435584.0,582008832.0,35356073984.0,0.0,0.0,1144427.0,1064705.0
30-09 10:46:44,17.148,4.928,72.865,0.0,0.0,5.059,950284288.0,26435584.0,582008832.0,35348492288.0,0.0,0.0,1322949.0,1259929.0
30-09 10:46:45,27.935,4.258,62.452,0.065,0.0,5.290,962682880.0,26443776.0,582017024.0,35336077312.0,0.0,192512.0,743251.0,721854.0
30-09 10:46:46,27.046,8.710,57.040,0.0,0.0,7.204,981123072.0,26443776.0,582025216.0,35317628928.0,0.0,0.0,1484640.0,1355810.0
30-09 10:46:47,11.126,5.069,77.946,0.0,0.0,5.859,1098506240.0,26443776.0,582025216.0,35200245760.0,0.0,0.0,2036667.0,1848072.0
30-09 10:46:48,5.270,4.809,81.950,0.0,0.0,7.971,1116356608.0,26443776.0,582025216.0,35182395392.0,0.0,0.0,2524080.0,2344738.0
30-09 10:46:49,2.953,4.724,86.220,0.0,0.0,6.102,1115443200.0,26443776.0,582025216.0,35183308800.0,0.0,0.0,1933788.0,1800167.0
30-09 10:46:50,2.838,3.036,89.307,0.0,0.0,4.818,1082777600.0,26443776.0,582025216.0,35215974400.0,0.0,0.0,1536624.0,1421133.0
30-09 10:46:51,4.011,4.274,84.352,0.0,0.0,7.364,1083822080.0,26451968.0,582025216.0,35214921728.0,0.0,57344.0,2175142.0,2041532.0
30-09 10:46:52,6.361,4.197,81.115,0.0,0.0,8.328,1086480384.0,26451968.0,582025216.0,35212263424.0,0.0,0.0,2348130.0,2193984.0
30-09 10:46:53,3.504,3.310,85.724,0.0,0.0,7.463,1091125248.0,26451968.0,582033408.0,35207610368.0,0.0,0.0,1861250.0,1786200.0
30-09 10:46:54,1.734,1.220,94.798,0.0,0.0,2.248,1090879488.0,26451968.0,582033408.0,35207856128.0,0.0,0.0,734998.0,665258.0
30-09 10:46:55,2.203,2.203,90.668,0.0,0.0,4.925,1091842048.0,26451968.0,582033408.0,35206893568.0,0.0,0.0,1393492.0,1270181.0
30-09 10:46:56,5.128,3.616,83.300,0.0,0.0,7.955,1093525504.0,26451968.0,582033408.0,35205210112.0,0.0,0.0,2376011.0,2260741.0
30-09 10:46:57,3.264,3.916,85.052,0.0,0.0,7.768,1093038080.0,26451968.0,582033408.0,35205697536.0,0.0,0.0,2410866.0,2244947.0
30-09 10:46:58,3.121,3.511,86.541,0.0,0.0,6.827,1094033408.0,26460160.0,582025216.0,35204702208.0,0.0,24576.0,1979895.0,1859753.0
30-09 10:46:59,1.948,2.143,91.039,0.0,0.0,4.870,1094619136.0,26460160.0,582033408.0,35204108288.0,0.0,0.0,1462477.0,1362084.0
30-09 10:47:00,5.115,4.0,81.770,0.0,0.0,9.115,1094619136.0,26460160.0,582033408.0,35204108288.0,0.0,0.0,2805783.0,2623495.0
30-09 10:47:01,4.308,3.525,83.747,0.0,0.0,8.420,1093742592.0,26460160.0,582033408.0,35204984832.0,0.0,0.0,2308392.0,2188907.0
30-09 10:47:02,2.320,2.126,90.851,0.0,0.0,4.704,1093677056.0,26460160.0,582033408.0,35205050368.0,0.0,0.0,1412564.0,1349849.0
30-09 10:47:03,1.873,1.938,91.085,0.0,0.0,5.103,1093218304.0,26460160.0,582033408.0,35205509120.0,0.0,0.0,1377647.0,1276644.0
30-09 10:47:04,1.992,0.771,94.216,0.0,0.0,3.021,1093087232.0,26460160.0,582033408.0,35205640192.0,0.0,0.0,807714.0,749212.0
30-09 10:47:05,2.781,2.135,89.521,0.0,0.0,5.563,1093914624.0,26460160.0,582033408.0,35204812800.0,0.0,0.0,1689918.0,1567830.0
30-09 10:47:06,4.700,3.133,84.334,0.0,0.0,7.833,1094434816.0,26460160.0,582037504.0,35204288512.0,0.0,0.0,2260086.0,2121070.0
30-09 10:47:07,3.451,2.344,87.826,0.0,0.0,6.380,1093287936.0,26460160.0,582037504.0,35205435392.0,0.0,0.0,1867832.0,1723920.0
30-09 10:47:08,3.417,1.934,89.684,0.0,0.0,4.965,1096695808.0,26460160.0,582037504.0,35202027520.0,0.0,0.0,1246997.0,1179420.0
30-09 10:47:09,4.678,2.274,86.875,0.0,0.0,6.173,1100050432.0,26460160.0,582049792.0,35198660608.0,0.0,0.0,1710286.0,1598653.0
30-09 10:47:10,4.675,11.039,76.429,0.0,0.0,7.857,1116237824.0,26460160.0,582049792.0,35182473216.0,0.0,0.0,2141585.0,2058154.0
30-09 10:47:11,3.866,3.866,84.862,0.0,0.0,7.405,1117163520.0,26460160.0,582049792.0,35181547520.0,0.0,0.0,2377261.0,2209019.0
30-09 10:47:12,2.924,1.689,91.163,0.0,0.0,4.224,1116360704.0,26468352.0,582049792.0,35182342144.0,0.0,24576.0,1313105.0,1256784.0
30-09 10:47:13,2.521,1.681,91.144,0.0,0.0,4.654,1116033024.0,26468352.0,582049792.0,35182669824.0,0.0,0.0,1458785.0,1335608.0
30-09 10:47:14,3.089,2.831,88.610,0.0,0.0,5.470,1117630464.0,26468352.0,582049792.0,35181072384.0,0.0,0.0,1639725.0,1546282.0
30-09 10:47:15,3.414,3.217,85.620,0.0,0.0,7.748,1120112640.0,26468352.0,582049792.0,35178590208.0,0.0,16384.0,2220797.0,2117140.0
30-09 10:47:16,3.581,3.581,85.742,0.0,0.0,7.096,1119862784.0,26468352.0,582049792.0,35178840064.0,0.0,0.0,2065047.0,1925663.0
30-09 10:47:17,3.190,2.344,88.021,0.0,0.0,6.445,1119465472.0,26468352.0,582049792.0,35179237376.0,0.0,0.0,1814068.0,1701256.0
30-09 10:47:18,3.728,3.009,86.462,0.0,0.0,6.802,1121529856.0,26468352.0,582049792.0,35177172992.0,0.0,0.0,2108641.0,1953726.0
30-09 10:47:19,4.079,4.211,82.961,0.0,0.0,8.750,1121570816.0,26468352.0,582049792.0,35177132032.0,0.0,0.0,2578878.0,2456915.0
30-09 10:47:20,3.262,3.066,87.606,0.0,0.0,6.067,1120518144.0,26476544.0,582041600.0,35178184704.0,0.0,53248.0,1827216.0,1714381.0
30-09 10:47:22,2.382,1.932,90.534,0.0,0.0,5.151,1120903168.0,26476544.0,582049792.0,35177791488.0,0.0,0.0,1441737.0,1306336.0
30-09 10:47:22,2.421,2.356,89.987,0.0,0.0,5.236,1120493568.0,26476544.0,582049792.0,35178201088.0,0.0,0.0,1562829.0,1428569.0
30-09 10:47:23,1.823,1.888,91.536,0.0,0.0,4.753,1121116160.0,26476544.0,582049792.0,35177578496.0,0.0,0.0,1418660.0,1347437.0
30-09 10:47:24,3.471,2.947,86.640,0.0,0.0,6.942,1121718272.0,26476544.0,582049792.0,35176976384.0,0.0,0.0,1992770.0,1861658.0
30-09 10:47:25,3.266,2.417,88.243,0.0,0.0,6.074,1123586048.0,26476544.0,582049792.0,35175108608.0,0.0,69632.0,1866721.0,1704181.0
30-09 10:47:26,4.052,2.549,87.451,0.0,0.0,5.948,1123725312.0,26476544.0,582049792.0,35174969344.0,0.0,0.0,1850706.0,1757228.0
30-09 10:47:27,3.808,3.874,84.110,0.0,0.0,8.207,1124769792.0,26476544.0,582049792.0,35173924864.0,0.0,0.0,2482432.0,2332823.0
30-09 10:47:28,4.608,4.213,82.488,0.0,0.0,8.690,1126158336.0,26476544.0,582049792.0,35172536320.0,0.0,0.0,2666665.0,2557773.0
30-09 10:47:29,2.198,2.198,89.722,0.0,0.0,5.882,1124618240.0,26476544.0,582049792.0,35174076416.0,0.0,0.0,1545430.0,1465451.0
30-09 10:47:30,2.338,2.143,91.104,0.0,0.0,4.416,1125535744.0,26476544.0,582049792.0,35173158912.0,0.0,0.0,1375153.0,1283194.0
30-09 10:47:31,3.455,2.738,86.245,0.0,0.0,7.562,1126170624.0,26484736.0,582041600.0,35172524032.0,0.0,28672.0,2133422.0,2016429.0
30-09 10:47:32,2.526,1.619,90.674,0.0,0.0,5.181,1126064128.0,26484736.0,582049792.0,35172622336.0,0.0,0.0,1463410.0,1343871.0
30-09 10:47:33,2.749,2.225,88.874,0.0,0.0,6.152,1126227968.0,26484736.0,582049792.0,35172458496.0,0.0,0.0,1775335.0,1722722.0
30-09 10:47:34,3.342,2.687,86.370,0.0,0.0,7.602,1125613568.0,26484736.0,582049792.0,35173072896.0,0.0,0.0,2129290.0,1982848.0
30-09 10:47:35,3.560,3.366,85.372,0.0,0.0,7.702,1126334464.0,26484736.0,582049792.0,35172352000.0,0.0,0.0,2126764.0,2071045.0
30-09 10:47:36,2.606,1.889,90.033,0.0,0.0,5.472,1126113280.0,26484736.0,582049792.0,35172573184.0,0.0,0.0,1509062.0,1418428.0
30-09 10:47:37,3.414,3.940,84.373,0.0,0.0,8.273,1126793216.0,26484736.0,582049792.0,35171893248.0,0.0,0.0,2456865.0,2326501.0
30-09 10:47:38,3.150,2.625,87.533,0.0,0.0,6.693,1126641664.0,26484736.0,582049792.0,35172044800.0,0.0,0.0,1878074.0,1810913.0
30-09 10:47:39,1.695,1.434,92.112,0.0,0.0,4.759,1125969920.0,26484736.0,582049792.0,35172716544.0,0.0,0.0,1311609.0,1264201.0
30-09 10:47:40,3.937,3.478,85.630,0.0,0.0,6.955,1129381888.0,26484736.0,582049792.0,35169304576.0,0.0,0.0,2188090.0,2056574.0
30-09 10:47:41,1.619,1.749,92.681,0.0,0.0,3.951,1128361984.0,26484736.0,582049792.0,35170324480.0,0.0,0.0,1180447.0,1133577.0
30-09 10:47:42,1.961,1.634,91.699,0.0,0.0,4.706,1128845312.0,26492928.0,582049792.0,35169832960.0,0.0,16384.0,1399047.0,1343665.0
30-09 10:47:43,3.283,3.020,87.065,0.0,0.0,6.632,1129279488.0,26492928.0,582049792.0,35169398784.0,0.0,0.0,2053728.0,1940956.0
30-09 10:47:44,2.883,2.818,87.811,0.0,0.0,6.488,1129451520.0,26492928.0,582049792.0,35169226752.0,0.0,0.0,1911420.0,1794131.0
30-09 10:47:45,2.926,2.341,89.142,0.0,0.0,5.592,1128337408.0,26492928.0,582049792.0,35170340864.0,0.0,16384.0,1671714.0,1596192.0
30-09 10:47:46,2.973,1.616,90.756,0.0,0.0,4.654,1129713664.0,26492928.0,582049792.0,35168964608.0,0.0,0.0,1368436.0,1276458.0
30-09 10:47:47,4.297,3.581,83.919,0.0,0.0,8.203,1130512384.0,26492928.0,582049792.0,35168165888.0,0.0,0.0,2418325.0,2361558.0
30-09 10:47:48,2.816,3.143,87.099,0.0,0.0,6.942,1130659840.0,26492928.0,582049792.0,35168018432.0,0.0,0.0,1969518.0,1881310.0
30-09 10:47:49,2.678,2.743,88.570,0.0,0.0,6.009,1131274240.0,26492928.0,582049792.0,35167404032.0,0.0,0.0,1639682.0,1586503.0
30-09 10:47:50,3.759,3.500,85.418,0.0,0.0,7.323,1130455040.0,26492928.0,582049792.0,35168223232.0,0.0,0.0,2088892.0,2007280.0
30-09 10:47:51,2.077,1.947,90.915,0.065,0.0,4.997,1130684416.0,26501120.0,582041600.0,35167993856.0,0.0,20480.0,1351428.0,1295119.0
30-09 10:47:52,3.639,3.509,85.575,0.0,0.0,7.277,1131634688.0,26501120.0,582049792.0,35167035392.0,0.0,0.0,2165445.0,2044319.0
30-09 10:47:53,2.300,2.234,89.947,0.0,0.0,5.519,1130942464.0,26501120.0,582049792.0,35167727616.0,0.0,0.0,1678870.0,1589389.0
30-09 10:47:54,2.202,1.943,91.580,0.0,0.0,4.275,1130590208.0,26501120.0,582049792.0,35168079872.0,0.0,0.0,1398410.0,1324383.0
