"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node07",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cockroach-20200930-190837-workloada-128-node07.csv 1 400",,,,"Date:","30 Sep 2020 18:08:46 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 18:08:46,4.173,2.865,90.787,0.231,0.0,1.945,1188356096.0,108503040.0,2161864704.0,33448509440.0,216991.680,1167081.862,0.0,0.0
30-09 18:08:47,0.695,0.569,98.104,0.126,0.0,0.506,1187409920.0,108503040.0,2161917952.0,33449402368.0,4096.0,40960.0,112160.0,104585.0
30-09 18:08:48,0.764,0.828,97.580,0.127,0.0,0.701,1187897344.0,108503040.0,2161917952.0,33448914944.0,0.0,1937408.0,362515.0,109343.0
30-09 18:08:49,1.677,1.161,96.323,0.258,0.0,0.581,1190305792.0,108503040.0,2161917952.0,33446506496.0,0.0,4153344.0,546786.0,209020.0
30-09 18:08:50,0.511,0.383,98.596,0.064,0.0,0.447,1190481920.0,108503040.0,2161922048.0,33446326272.0,0.0,90112.0,141822.0,127842.0
30-09 18:08:51,0.637,0.446,98.152,0.064,0.0,0.701,1190383616.0,108503040.0,2161922048.0,33446424576.0,0.0,143360.0,140652.0,123659.0
30-09 18:08:52,0.254,0.317,99.175,0.0,0.0,0.254,1190449152.0,108503040.0,2161922048.0,33446359040.0,0.0,0.0,84565.0,76937.0
30-09 18:08:53,0.887,0.634,97.845,0.0,0.0,0.634,1191399424.0,108503040.0,2161930240.0,33445400576.0,0.0,110592.0,119703.0,130763.0
30-09 18:08:54,0.507,0.507,98.542,0.0,0.0,0.444,1191235584.0,108503040.0,2161930240.0,33445564416.0,0.0,20480.0,100239.0,87044.0
30-09 18:08:55,0.637,0.574,98.343,0.064,0.0,0.382,1191333888.0,108503040.0,2161930240.0,33445466112.0,0.0,98304.0,133522.0,110688.0
30-09 18:08:56,0.763,0.573,97.455,0.0,0.0,1.209,1191333888.0,108503040.0,2161930240.0,33445466112.0,0.0,16384.0,109906.0,99071.0
30-09 18:08:57,0.955,0.573,96.435,0.0,0.0,2.037,1191460864.0,108503040.0,2161930240.0,33445339136.0,0.0,0.0,220070.0,259344.0
30-09 18:08:58,2.926,2.016,90.702,0.065,0.0,4.291,1193484288.0,108507136.0,2161942528.0,33443299328.0,0.0,1708032.0,673949.0,664531.0
30-09 18:08:59,5.033,2.745,87.712,0.261,0.0,4.248,1197920256.0,108511232.0,2161963008.0,33438838784.0,0.0,4435968.0,927838.0,692160.0
30-09 18:09:00,3.889,2.769,88.530,0.198,0.0,4.614,1199656960.0,108511232.0,2161991680.0,33437073408.0,0.0,950272.0,943689.0,792187.0
30-09 18:09:01,5.378,3.812,87.134,0.613,0.0,3.063,1202675712.0,108511232.0,2161999872.0,33434046464.0,0.0,4378624.0,2227146.0,918593.0
30-09 18:09:02,4.949,4.0,86.847,0.678,0.0,3.525,1205854208.0,108511232.0,2161999872.0,33430867968.0,0.0,3584000.0,1599423.0,808878.0
30-09 18:09:03,3.813,3.278,90.033,0.602,0.0,2.274,1210617856.0,108511232.0,2161999872.0,33426104320.0,0.0,2400256.0,883932.0,505661.0
30-09 18:09:04,3.333,3.933,89.467,0.733,0.0,2.533,1211641856.0,108511232.0,2161999872.0,33425080320.0,0.0,2777088.0,951492.0,500679.0
30-09 18:09:05,3.271,2.870,90.921,0.668,0.0,2.270,1212575744.0,108511232.0,2161999872.0,33424146432.0,0.0,2490368.0,917931.0,533486.0
30-09 18:09:06,3.444,3.444,89.467,0.878,0.0,2.768,1213652992.0,108519424.0,2161991680.0,33423069184.0,0.0,3657728.0,1329549.0,629006.0
30-09 18:09:07,4.833,4.629,86.453,0.885,0.0,3.199,1214627840.0,108519424.0,2161999872.0,33422086144.0,0.0,4071424.0,1673660.0,865322.0
30-09 18:09:08,5.263,4.049,86.842,0.945,0.0,2.901,1217359872.0,108519424.0,2161999872.0,33419354112.0,0.0,4743168.0,1408361.0,668222.0
30-09 18:09:09,6.216,4.392,84.932,0.946,0.0,3.514,1222799360.0,108519424.0,2161999872.0,33413914624.0,0.0,7802880.0,1928389.0,840683.0
30-09 18:09:10,3.922,3.245,89.655,0.744,0.0,2.434,1224966144.0,108519424.0,2162003968.0,33411743744.0,0.0,3067904.0,1105197.0,609369.0
30-09 18:09:11,4.019,3.349,89.417,0.737,0.0,2.478,1225793536.0,108519424.0,2162003968.0,33410916352.0,0.0,2838528.0,1015669.0,565643.0
30-09 18:09:12,7.269,4.008,84.783,0.815,0.0,3.125,1227640832.0,108523520.0,2161999872.0,33409069056.0,0.0,4096000.0,1872765.0,883249.0
30-09 18:09:13,9.618,5.116,79.877,2.251,0.0,3.138,1165139968.0,108531712.0,2196639744.0,33436921856.0,0.0,38559744.0,1772699.0,837362.0
30-09 18:09:14,7.263,4.842,81.372,3.295,0.0,3.228,1167130624.0,108572672.0,2179026944.0,33452503040.0,0.0,67125248.0,1125970.0,575714.0
30-09 18:09:15,8.027,4.348,82.074,2.207,0.0,3.344,1172496384.0,108580864.0,2216726528.0,33409429504.0,0.0,57958400.0,1243042.0,579189.0
30-09 18:09:16,7.210,4.539,80.708,3.805,0.0,3.738,1176088576.0,108605440.0,2162663424.0,33459875840.0,0.0,98656256.0,1019667.0,529007.0
30-09 18:09:17,7.925,5.171,79.785,2.619,0.0,4.500,1178046464.0,108617728.0,2161881088.0,33458688000.0,0.0,46858240.0,1875507.0,903224.0
30-09 18:09:18,5.007,4.195,86.130,0.677,0.0,3.992,1183543296.0,108617728.0,2161897472.0,33453174784.0,0.0,5496832.0,1952511.0,832860.0
30-09 18:09:19,5.686,3.545,87.425,0.803,0.0,2.542,1196507136.0,108617728.0,2161897472.0,33440210944.0,0.0,6680576.0,1298709.0,579832.0
30-09 18:09:20,4.681,4.071,87.449,0.814,0.0,2.985,1199734784.0,108617728.0,2161897472.0,33436983296.0,0.0,3956736.0,1654671.0,774338.0
30-09 18:09:21,4.545,3.596,87.720,0.746,0.0,3.392,1201639424.0,108617728.0,2161897472.0,33435078656.0,0.0,3629056.0,1502157.0,755194.0
30-09 18:09:22,4.714,4.310,86.801,0.875,0.0,3.300,1205022720.0,108621824.0,2161893376.0,33431695360.0,0.0,3579904.0,1309407.0,676950.0
30-09 18:09:23,3.846,3.779,88.731,0.877,0.0,2.767,1206902784.0,108621824.0,2161897472.0,33429811200.0,0.0,3686400.0,1393886.0,668079.0
30-09 18:09:24,5.870,4.116,86.032,0.675,0.0,3.306,1209040896.0,108621824.0,2161897472.0,33427673088.0,0.0,3801088.0,1885398.0,879803.0
30-09 18:09:25,3.753,3.284,89.209,0.804,0.0,2.949,1210523648.0,108621824.0,2161897472.0,33426190336.0,0.0,3366912.0,1318860.0,670353.0
30-09 18:09:26,3.646,2.903,90.479,0.743,0.0,2.228,1211715584.0,108621824.0,2161897472.0,33424998400.0,0.0,3268608.0,1084471.0,549676.0
30-09 18:09:27,3.662,3.595,89.281,0.799,0.0,2.663,1213272064.0,108625920.0,2161893376.0,33423441920.0,0.0,3039232.0,1047027.0,519756.0
30-09 18:09:28,5.281,4.752,84.092,0.792,0.0,5.083,1217204224.0,108625920.0,2161897472.0,33419505664.0,0.0,5324800.0,1913712.0,839518.0
30-09 18:09:29,7.028,4.418,82.731,0.870,0.0,4.953,1227104256.0,108634112.0,2161897472.0,33409597440.0,0.0,7573504.0,1896541.0,862443.0
