"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node20",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/sconekv-20200930-121231-workloadb-16-node20.csv 1 400",,,,"Date:","30 Sep 2020 11:12:38 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 11:12:38,3.595,1.456,93.372,0.031,0.0,1.546,6080032768.0,27451392.0,1309245440.0,29490491392.0,63998.155,505348.915,0.0,0.0
30-09 11:12:39,3.766,0.063,96.108,0.0,0.0,0.063,6081961984.0,27451392.0,1309241344.0,29488566272.0,0.0,0.0,29705.0,30248.0
30-09 11:12:40,1.379,0.125,98.307,0.0,0.0,0.188,6081961984.0,27451392.0,1309241344.0,29488566272.0,0.0,0.0,28725.0,28623.0
30-09 11:12:41,0.0,0.0,99.874,0.0,0.0,0.126,6081945600.0,27451392.0,1309241344.0,29488582656.0,0.0,0.0,29132.0,28442.0
30-09 11:12:42,0.251,0.0,99.623,0.0,0.0,0.126,6081961984.0,27463680.0,1309229056.0,29488566272.0,0.0,57344.0,37805.0,43510.0
30-09 11:12:43,7.384,1.815,90.426,0.0,0.0,0.375,6100303872.0,27463680.0,1342959616.0,29436493824.0,0.0,0.0,28274.0,28649.0
30-09 11:12:44,8.770,2.524,88.517,0.0,0.0,0.189,6104530944.0,27463680.0,1404805120.0,29370421248.0,0.0,0.0,27749.0,26999.0
30-09 11:12:45,3.444,1.064,94.678,0.0,0.0,0.814,6109782016.0,27463680.0,1432219648.0,29337755648.0,0.0,0.0,28156.0,27241.0
30-09 11:12:46,2.602,0.317,95.939,0.888,0.0,0.254,6110007296.0,27463680.0,1436344320.0,29333405696.0,0.0,63827968.0,27826.0,27799.0
30-09 11:12:47,0.188,0.063,99.561,0.0,0.0,0.188,6109974528.0,27463680.0,1436344320.0,29333438464.0,0.0,0.0,28145.0,27626.0
30-09 11:12:48,0.063,0.063,99.812,0.0,0.0,0.063,6109966336.0,27471872.0,1436344320.0,29333438464.0,0.0,28672.0,27833.0,26633.0
30-09 11:12:49,0.063,0.063,99.749,0.0,0.0,0.125,6109933568.0,27471872.0,1436344320.0,29333471232.0,0.0,0.0,28867.0,28510.0
30-09 11:12:50,0.877,0.063,98.873,0.0,0.0,0.188,6109933568.0,27471872.0,1436344320.0,29333471232.0,0.0,0.0,28690.0,28555.0
30-09 11:12:51,0.254,0.254,98.414,0.888,0.0,0.190,6109687808.0,27471872.0,1436344320.0,29333716992.0,0.0,50475008.0,30280.0,29878.0
30-09 11:12:52,0.063,0.063,99.624,0.0,0.0,0.251,6109147136.0,27471872.0,1436344320.0,29334257664.0,0.0,12935168.0,27937.0,26950.0
30-09 11:12:53,0.063,0.0,99.874,0.0,0.0,0.063,6109147136.0,27471872.0,1436344320.0,29334257664.0,0.0,0.0,27864.0,28392.0
30-09 11:12:54,0.0,0.0,99.874,0.0,0.0,0.126,6109147136.0,27471872.0,1436344320.0,29334257664.0,0.0,0.0,29758.0,30079.0
30-09 11:12:55,0.251,0.063,99.561,0.0,0.0,0.125,6109138944.0,27480064.0,1436344320.0,29334257664.0,0.0,20480.0,29641.0,28958.0
30-09 11:12:56,0.126,0.0,99.749,0.0,0.0,0.126,6109122560.0,27480064.0,1436344320.0,29334274048.0,0.0,0.0,33749.0,33575.0
30-09 11:12:57,0.126,0.0,99.686,0.0,0.0,0.188,6109122560.0,27480064.0,1436344320.0,29334274048.0,0.0,0.0,29377.0,29419.0
30-09 11:12:58,0.063,0.063,99.749,0.0,0.0,0.125,6109122560.0,27480064.0,1436344320.0,29334274048.0,0.0,0.0,27516.0,26877.0
30-09 11:12:59,1.645,0.380,96.711,0.0,0.0,1.265,6109442048.0,27480064.0,1436352512.0,29333946368.0,0.0,0.0,126464.0,173327.0
30-09 11:13:00,11.925,2.398,83.085,0.0,0.0,2.592,6112010240.0,27480064.0,1436450816.0,29331279872.0,0.0,0.0,305229.0,441754.0
30-09 11:13:01,15.290,3.188,79.115,0.0,0.0,2.407,6117650432.0,27480064.0,1436676096.0,29325414400.0,0.0,0.0,396258.0,628134.0
30-09 11:13:02,6.230,3.803,87.016,0.0,0.0,2.951,6118117376.0,27488256.0,1436872704.0,29324742656.0,0.0,28672.0,505170.0,778803.0
30-09 11:13:03,5.925,4.411,86.570,0.0,0.0,3.094,6118113280.0,27488256.0,1437155328.0,29324464128.0,0.0,0.0,543759.0,816992.0
30-09 11:13:04,9.993,3.971,82.793,0.0,0.0,3.243,6118060032.0,27488256.0,1437462528.0,29324210176.0,0.0,0.0,593603.0,907901.0
30-09 11:13:05,14.041,3.560,80.422,0.0,0.0,1.978,6117756928.0,27488256.0,1437724672.0,29324251136.0,0.0,0.0,461772.0,704347.0
30-09 11:13:06,5.043,3.782,88.388,0.0,0.0,2.787,6118338560.0,27488256.0,1438015488.0,29323378688.0,0.0,0.0,521925.0,786874.0
30-09 11:13:07,7.281,5.344,83.701,0.067,0.0,3.607,6118580224.0,27496448.0,1438371840.0,29322772480.0,0.0,20480.0,700822.0,1086142.0
30-09 11:13:08,6.919,4.591,84.498,0.0,0.0,3.992,6118207488.0,27496448.0,1438707712.0,29322809344.0,0.0,0.0,630940.0,987623.0
30-09 11:13:09,5.901,3.502,88.132,0.0,0.0,2.464,6117691392.0,27496448.0,1439027200.0,29323005952.0,0.0,0.0,406298.0,595918.0
30-09 11:13:10,7.219,3.245,87.550,0.0,0.0,1.987,6118244352.0,27496448.0,1439178752.0,29322301440.0,0.0,0.0,486293.0,718765.0
30-09 11:13:11,6.737,5.152,84.941,0.0,0.0,3.170,6119055360.0,27496448.0,1439485952.0,29321183232.0,0.0,0.0,599052.0,900323.0
30-09 11:13:12,9.527,3.219,85.020,0.0,0.0,2.234,6122983424.0,27504640.0,1439739904.0,29316993024.0,0.0,20480.0,462673.0,672345.0
30-09 11:13:13,21.791,5.464,69.585,0.0,0.0,3.160,6124519424.0,27504640.0,1440047104.0,29315149824.0,0.0,0.0,531992.0,806957.0
30-09 11:13:14,21.719,5.663,69.021,0.0,0.0,3.598,6128984064.0,27504640.0,1440399360.0,29310332928.0,0.0,0.0,601393.0,898607.0
30-09 11:13:15,6.539,3.765,87.318,0.0,0.0,2.378,6150610944.0,27504640.0,1440677888.0,29288427520.0,0.0,0.0,485928.0,711569.0
30-09 11:13:16,6.892,4.904,84.294,0.0,0.0,3.910,6152056832.0,27504640.0,1440976896.0,29286682624.0,0.0,0.0,700558.0,1035829.0
30-09 11:13:17,5.413,4.488,85.809,1.056,0.0,3.234,6151827456.0,27512832.0,1441312768.0,29286567936.0,0.0,4923392.0,559700.0,819486.0
30-09 11:13:18,6.632,3.874,86.474,0.0,0.0,3.020,6151979008.0,27512832.0,1441644544.0,29286084608.0,0.0,0.0,564919.0,832680.0
30-09 11:13:19,4.937,3.489,88.874,0.0,0.0,2.699,6152118272.0,27512832.0,1441886208.0,29285703680.0,0.0,0.0,501523.0,723801.0
30-09 11:13:20,17.366,4.718,73.329,0.0,0.0,4.587,6158704640.0,27512832.0,1442254848.0,29278748672.0,0.0,0.0,690164.0,1065142.0
30-09 11:13:21,9.121,4.164,82.683,0.0,0.0,4.032,6162055168.0,27512832.0,1442639872.0,29275013120.0,0.0,0.0,646716.0,963715.0
30-09 11:13:22,9.586,4.334,82.600,0.0,0.0,3.480,6161842176.0,27521024.0,1443004416.0,29274853376.0,0.0,24576.0,607131.0,908522.0
30-09 11:13:23,11.671,3.249,83.289,0.0,0.0,1.790,6162210816.0,27521024.0,1443241984.0,29274247168.0,0.0,0.0,440271.0,612087.0
30-09 11:13:24,6.574,4.449,85.060,0.0,0.0,3.918,6163070976.0,27521024.0,1443573760.0,29273055232.0,0.0,0.0,683826.0,998124.0
30-09 11:13:25,7.930,5.712,82.056,0.0,0.0,4.301,6163062784.0,27521024.0,1443991552.0,29272645632.0,0.0,0.0,793278.0,1153336.0
30-09 11:13:26,8.596,4.265,83.071,0.0,0.0,4.068,6162759680.0,27521024.0,1444409344.0,29272530944.0,0.0,0.0,659585.0,952331.0
30-09 11:13:27,6.818,3.877,85.963,0.0,0.0,3.342,6163378176.0,27529216.0,1444659200.0,29271654400.0,0.0,20480.0,608626.0,900653.0
30-09 11:13:28,11.398,5.368,79.125,0.0,0.0,4.109,6163816448.0,27529216.0,1445109760.0,29270765568.0,0.0,0.0,747406.0,1086733.0
30-09 11:13:29,17.925,6.172,70.650,0.0,0.0,5.253,6175379456.0,27529216.0,1445507072.0,29258805248.0,0.0,0.0,721603.0,1066692.0
30-09 11:13:30,5.449,4.452,87.442,0.0,0.0,2.658,6176714752.0,27529216.0,1445871616.0,29257105408.0,0.0,0.0,576778.0,841512.0
30-09 11:13:31,7.100,5.157,83.992,0.0,0.0,3.751,6177865728.0,27529216.0,1446178816.0,29255647232.0,0.0,0.0,691551.0,1003658.0
30-09 11:13:32,15.518,5.753,73.512,0.268,0.0,4.950,6192189440.0,27537408.0,1446588416.0,29240905728.0,0.0,5332992.0,718843.0,1065708.0
30-09 11:13:33,8.384,5.071,82.285,0.0,0.0,4.260,6194573312.0,27537408.0,1447010304.0,29238099968.0,0.0,0.0,769476.0,1131298.0
30-09 11:13:34,7.876,4.037,85.506,0.0,0.0,2.581,6195122176.0,27541504.0,1437696000.0,29246861312.0,0.0,0.0,559443.0,828653.0
30-09 11:13:35,3.512,3.711,90.391,0.0,0.0,2.386,6195011584.0,27541504.0,1437990912.0,29246676992.0,0.0,0.0,492127.0,696033.0
30-09 11:13:36,8.056,4.860,83.489,0.0,0.0,3.595,6195417088.0,27541504.0,1438298112.0,29245964288.0,0.0,0.0,711574.0,1055703.0
30-09 11:13:37,6.985,4.365,84.889,0.0,0.0,3.761,6195339264.0,27553792.0,1438650368.0,29245677568.0,0.0,86016.0,649391.0,926040.0
30-09 11:13:38,7.261,4.356,84.752,0.0,0.0,3.630,6195081216.0,27553792.0,1439023104.0,29245562880.0,0.0,0.0,623708.0,928323.0
30-09 11:13:39,6.742,4.673,84.379,0.0,0.0,4.206,6195326976.0,27553792.0,1439358976.0,29244981248.0,0.0,0.0,708930.0,1034983.0
30-09 11:13:40,5.106,3.316,89.257,0.0,0.0,2.321,6195232768.0,27553792.0,1439666176.0,29244768256.0,0.0,0.0,476062.0,701337.0
30-09 11:13:41,10.303,5.387,81.549,0.0,0.0,2.761,6195605504.0,27553792.0,1439969280.0,29244092416.0,0.0,0.0,652852.0,983222.0
30-09 11:13:42,6.199,5.121,84.973,0.0,0.0,3.706,6195466240.0,27561984.0,1440358400.0,29243834368.0,0.0,20480.0,728710.0,1063533.0
30-09 11:13:43,5.882,4.230,87.046,0.0,0.0,2.842,6195228672.0,27561984.0,1440686080.0,29243744256.0,0.0,0.0,599352.0,888102.0
30-09 11:13:44,9.953,3.874,83.701,0.0,0.0,2.472,6195261440.0,27561984.0,1440993280.0,29243404288.0,0.0,0.0,571413.0,834198.0
30-09 11:13:45,16.799,6.151,73.214,0.0,0.0,3.836,6209826816.0,27561984.0,1441394688.0,29228437504.0,0.0,0.0,665400.0,980366.0
30-09 11:13:46,9.647,5.057,81.437,0.0,0.0,3.859,6220623872.0,27561984.0,1441742848.0,29217292288.0,0.0,0.0,687747.0,1023095.0
30-09 11:13:47,5.176,4.048,87.193,0.133,0.0,3.451,6220353536.0,27570176.0,1442091008.0,29217206272.0,0.0,5808128.0,596656.0,865579.0
30-09 11:13:48,7.532,5.245,83.658,0.0,0.0,3.564,6220599296.0,27570176.0,1442480128.0,29216571392.0,0.0,0.0,782273.0,1168747.0
30-09 11:13:49,6.564,4.823,84.863,0.0,0.0,3.751,6220304384.0,27570176.0,1442873344.0,29216473088.0,0.0,0.0,687593.0,980745.0
30-09 11:13:50,14.003,5.086,77.081,0.0,0.0,3.831,6223118336.0,27570176.0,1443229696.0,29213302784.0,0.0,0.0,631691.0,946954.0
30-09 11:13:51,5.467,3.933,87.667,0.0,0.0,2.933,6232301568.0,27570176.0,1443565568.0,29203783680.0,0.0,0.0,552318.0,804432.0
