"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node20",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cockroach-20200930-211018-workloadf-16-node20.csv 1 400",,,,"Date:","30 Sep 2020 20:10:25 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 20:10:25,5.290,3.089,88.570,0.496,0.0,2.555,1984561152.0,151650304.0,4732755968.0,30038253568.0,134125.295,2373140.611,0.0,0.0
30-09 20:10:26,0.509,0.763,98.029,0.0,0.0,0.699,1985417216.0,151650304.0,4732809216.0,30037344256.0,0.0,65536.0,162664.0,141838.0
30-09 20:10:27,0.380,0.507,98.606,0.0,0.0,0.507,1985384448.0,151650304.0,4732809216.0,30037377024.0,0.0,0.0,100822.0,97658.0
30-09 20:10:28,0.637,0.382,98.408,0.064,0.0,0.510,1985384448.0,151650304.0,4732809216.0,30037377024.0,0.0,221184.0,160144.0,160906.0
30-09 20:10:29,2.964,1.418,94.137,0.064,0.0,1.418,1983918080.0,151650304.0,4732809216.0,30038843392.0,0.0,3612672.0,464936.0,766275.0
30-09 20:10:30,1.575,1.969,95.407,0.066,0.0,0.984,1984061440.0,151650304.0,4732809216.0,30038700032.0,0.0,1110016.0,287535.0,350070.0
30-09 20:10:31,0.641,1.154,97.628,0.0,0.0,0.577,1982652416.0,151650304.0,4732809216.0,30040109056.0,0.0,36864.0,114356.0,115451.0
30-09 20:10:32,0.638,0.830,97.894,0.128,0.0,0.511,1980780544.0,151650304.0,4732809216.0,30041980928.0,0.0,77824.0,149141.0,136549.0
30-09 20:10:33,0.631,0.505,98.423,0.0,0.0,0.442,1980780544.0,151650304.0,4732809216.0,30041980928.0,0.0,0.0,98894.0,100763.0
30-09 20:10:34,1.212,0.765,97.449,0.0,0.0,0.574,1980719104.0,151650304.0,4732809216.0,30042042368.0,0.0,57344.0,158938.0,144869.0
30-09 20:10:35,0.832,0.640,96.801,0.128,0.0,1.599,1980751872.0,151650304.0,4732809216.0,30042009600.0,0.0,98304.0,224647.0,242799.0
30-09 20:10:36,11.692,6.809,71.802,2.545,0.0,7.153,1979838464.0,151650304.0,4732821504.0,30042910720.0,0.0,4288512.0,1774430.0,1643188.0
30-09 20:10:37,15.699,8.315,61.935,4.229,0.0,9.821,1980600320.0,151650304.0,4732821504.0,30042148864.0,0.0,6623232.0,2339902.0,2251297.0
30-09 20:10:38,16.145,8.072,61.935,3.479,0.0,10.369,1981218816.0,151650304.0,4732821504.0,30041530368.0,0.0,7249920.0,2531115.0,2435158.0
30-09 20:10:39,19.215,9.818,56.592,4.418,0.0,9.958,1981444096.0,151650304.0,4732821504.0,30041305088.0,0.0,9199616.0,2394387.0,2675384.0
30-09 20:10:40,16.438,8.435,60.923,4.110,0.0,10.094,1985261568.0,151654400.0,4732821504.0,30037483520.0,0.0,7450624.0,2493014.0,2474912.0
30-09 20:10:41,16.343,9.143,60.763,3.816,0.0,9.935,1988288512.0,151654400.0,4732821504.0,30034456576.0,0.0,6758400.0,2332244.0,2319177.0
30-09 20:10:42,16.418,9.524,58.991,5.046,0.0,10.021,1922973696.0,151654400.0,4746747904.0,30085844992.0,0.0,19111936.0,2393837.0,2257861.0
30-09 20:10:43,13.147,9.301,60.490,8.462,0.0,8.601,1926688768.0,151662592.0,4802236416.0,30026633216.0,0.0,63266816.0,1811852.0,1803248.0
30-09 20:10:44,13.460,9.091,58.140,9.655,0.0,9.655,1931689984.0,151678976.0,4742156288.0,30081695744.0,0.0,59301888.0,1960160.0,1723908.0
30-09 20:10:45,14.848,7.804,61.878,8.564,0.0,6.906,1936105472.0,151683072.0,4749406208.0,30070026240.0,0.0,70262784.0,1628889.0,1614931.0
30-09 20:10:46,15.914,7.992,62.265,4.309,0.0,9.521,1942237184.0,151683072.0,4728041472.0,30085259264.0,0.0,18284544.0,2349001.0,2179344.0
30-09 20:10:47,16.369,9.006,60.615,4.074,0.0,9.936,1938767872.0,151683072.0,4728049664.0,30088720384.0,0.0,6602752.0,2425688.0,2296994.0
30-09 20:10:48,16.173,7.798,61.661,3.971,0.0,10.397,1940992000.0,151683072.0,4728049664.0,30086496256.0,0.0,6975488.0,2492123.0,2360701.0
30-09 20:10:49,17.832,8.702,58.631,4.137,0.0,10.699,1947242496.0,151683072.0,4728049664.0,30080245760.0,0.0,9641984.0,2680030.0,2835610.0
30-09 20:10:50,17.135,8.848,60.183,4.143,0.0,9.691,1956675584.0,151683072.0,4728049664.0,30070812672.0,0.0,7413760.0,2522846.0,2423481.0
30-09 20:10:51,16.618,9.434,60.160,3.919,0.0,9.869,1960964096.0,151683072.0,4728049664.0,30066524160.0,0.0,7020544.0,2385524.0,2264191.0
30-09 20:10:52,16.608,9.368,59.901,3.691,0.0,10.433,1964261376.0,151683072.0,4728049664.0,30063226880.0,0.0,6799360.0,2462660.0,2296237.0
30-09 20:10:53,17.254,8.873,60.141,3.873,0.0,9.859,1967292416.0,151683072.0,4728049664.0,30060195840.0,0.0,6533120.0,2301634.0,2144903.0
30-09 20:10:54,17.096,9.156,59.871,3.863,0.0,10.014,1972072448.0,151683072.0,4728049664.0,30055415808.0,0.0,6631424.0,2289558.0,2156676.0
30-09 20:10:55,16.115,8.489,61.799,3.885,0.0,9.712,1974689792.0,151683072.0,4728049664.0,30052798464.0,0.0,6955008.0,2418585.0,2374937.0
30-09 20:10:56,16.725,7.526,62.857,4.251,0.0,8.641,1907216384.0,151707648.0,4744425472.0,30103871488.0,0.0,23158784.0,2147557.0,2060311.0
30-09 20:10:57,13.034,7.448,62.483,9.586,0.0,7.448,1911603200.0,151711744.0,4801806336.0,30042099712.0,0.0,62640128.0,1634821.0,1479170.0
30-09 20:10:58,14.915,9.020,59.233,7.741,0.0,9.091,1911672832.0,151728128.0,4767375360.0,30076444672.0,0.0,51904512.0,1879396.0,1798454.0
30-09 20:10:59,16.561,7.860,57.193,9.053,0.0,9.333,1919459328.0,151728128.0,4803915776.0,30032117760.0,0.0,67100672.0,1970539.0,2145416.0
30-09 20:11:00,14.525,8.729,59.986,7.332,0.0,9.427,1926443008.0,151736320.0,4750155776.0,30078885888.0,0.0,69726208.0,1827586.0,1847378.0
30-09 20:11:01,12.989,8.170,60.265,10.196,0.0,8.380,1929932800.0,151744512.0,4746633216.0,30078910464.0,0.0,71114752.0,1751487.0,1672337.0
30-09 20:11:02,14.934,7.188,63.294,5.373,0.0,9.211,1934467072.0,151744512.0,4736827392.0,30084182016.0,0.0,24084480.0,2108070.0,1994957.0
30-09 20:11:03,14.521,7.868,65.021,3.863,0.0,8.727,1937465344.0,151744512.0,4736835584.0,30081175552.0,0.0,6598656.0,2035951.0,2002507.0
30-09 20:11:04,13.840,7.594,65.649,3.407,0.0,9.510,1940287488.0,151744512.0,4736835584.0,30078353408.0,0.0,6795264.0,2046985.0,2082918.0
30-09 20:11:05,13.746,7.906,65.812,3.989,0.0,8.547,1943752704.0,151744512.0,4736835584.0,30074888192.0,0.0,6430720.0,1857204.0,1891589.0
30-09 20:11:06,16.798,8.543,60.302,4.307,0.0,10.050,1947172864.0,151744512.0,4736835584.0,30071468032.0,0.0,6594560.0,2311005.0,2224169.0
30-09 20:11:07,15.244,8.753,62.582,3.793,0.0,9.628,1950040064.0,151744512.0,4736835584.0,30068600832.0,0.0,6266880.0,2041784.0,2072913.0
30-09 20:11:08,15.912,9.562,61.095,4.380,0.0,9.051,1953964032.0,151744512.0,4736835584.0,30064676864.0,0.0,6598656.0,2416517.0,2317980.0
30-09 20:11:09,23.198,9.350,54.461,4.140,0.0,8.851,1960423424.0,151748608.0,4736876544.0,30058172416.0,0.0,8736768.0,2332661.0,2617719.0
