"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sconekv-manager",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output tpcc-sconekv-80-1024-3072-512000-1-0-20210415-143159-0.csv 1 600",,,,"Date:","15 Apr 2021 14:32:01 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
15-04 14:32:01,36.211,8.898,54.603,0.098,0.190,24237506560,6867226624,88264704,2342154240,26013.595,962157.458,0,0
15-04 14:32:02,20.253,13.418,66.076,0,0.253,25819430912,5276676096,88264704,2350608384,0,94208,94504,95805
15-04 14:32:03,9.769,9.769,80.463,0,0,27437899776,3654492160,88264704,2354171904,0,4096,69420,65815
15-04 14:32:04,4.987,18.110,76.903,0,0,21049085952,10041954304,88264704,2355499008,0,0,105234,98745
15-04 14:32:05,21.739,23.274,54.731,0,0.256,14654816256,16427495424,88264704,2363994112,0,0,75764,81391
15-04 14:32:06,12.694,22.021,65.285,0,0,8039112704,23039401984,88264704,2367672320,0,0,95372,137166
15-04 14:32:07,2.821,10.513,86.154,0.256,0.256,4221751296,26856755200,88264704,2367680512,0,40960,89451,115866
15-04 14:32:08,2.532,1.266,96.203,0,0,4221960192,26856546304,88264704,2367680512,0,0,79834,94158
15-04 14:32:09,2.290,1.781,95.929,0,0,4222001152,26856505344,88264704,2367680512,0,0,84807,112003
15-04 14:32:10,1.527,2.036,96.183,0,0.254,4222115840,26856390656,88264704,2367680512,0,372736,77399,92064
15-04 14:32:11,2.273,0.758,96.970,0,0,4222050304,26856456192,88264704,2367680512,0,0,60762,59666
15-04 14:32:12,2.020,1.263,96.717,0,0,4222050304,26856456192,88264704,2367680512,0,0,62364,60298
15-04 14:32:13,11.307,4.020,84.422,0,0.251,4225880064,26848940032,88264704,2371305472,0,36864,63488,61853
15-04 14:32:14,18.892,6.801,74.307,0,0,4234711040,26830602240,88264704,2380525568,0,0,66699,64350
15-04 14:32:15,1.272,1.018,97.455,0,0.254,4234678272,26830635008,88264704,2380525568,0,16384,64812,64703
15-04 14:32:16,1.266,1.266,97.468,0,0,4234645504,26830667776,88264704,2380525568,0,0,62311,58528
15-04 14:32:17,15.152,7.071,77.778,0,0,4244623360,26811183104,88264704,2389798912,0,0,63769,64740
15-04 14:32:18,26.276,5.867,67.347,0,0.510,4251668480,26800652288,88264704,2393161728,0,28672,354707,327247
15-04 14:32:19,45.885,7.731,46.135,0,0.249,4257964032,26794229760,88264704,2393284608,0,0,737669,687221
15-04 14:32:20,22.864,4.523,72.111,0.503,0,4260442112,26791723008,88264704,2393313280,0,937984,310888,290952
15-04 14:32:21,28.070,5.764,65.915,0,0.251,4262907904,26789203968,88264704,2393366528,0,0,347580,324332
15-04 14:32:22,22.475,4.040,73.232,0,0.253,4265594880,26786488320,88264704,2393391104,0,0,318832,295798
15-04 14:32:23,46.923,9.487,43.077,0,0.513,4271828992,26780123136,88268800,2393505792,0,36864,756919,696908
15-04 14:32:24,44.162,10.406,45.431,0,0,4288012288,26763804672,88268800,2393595904,0,0,831462,764298
15-04 14:32:25,52.525,11.869,35.354,0,0.253,4301598720,26749767680,88268800,2393919488,0,94208,1139267,1067639
15-04 14:32:26,46.632,8.808,44.301,0,0.259,4306579456,26744541184,88268800,2394087424,0,0,867664,812823
15-04 14:32:27,75.250,10.250,14.500,0,0,4342415360,26708037632,88268800,2394607616,0,0,1240197,1116943
15-04 14:32:28,57.033,14.578,27.877,0.256,0.256,4357095424,26692964352,88272896,2394898432,0,20480,1068054,999813
15-04 14:32:29,61.266,13.924,24.557,0,0.253,4354940928,26694307840,88272896,2395480064,0,0,1359056,1256909
15-04 14:32:30,66.327,13.010,20.663,0,0,4372262912,26676236288,88272896,2396082176,0,159744,1392262,1402422
15-04 14:32:31,50.250,10.750,38.750,0,0.250,4373319680,26674798592,88272896,2396405760,0,0,784689,720732
15-04 14:32:32,31.726,10.406,57.614,0,0.254,4374781952,26673229824,88272896,2396512256,0,0,558410,533185
15-04 14:32:33,31.343,9.950,58.458,0,0.249,4375867392,26671960064,88276992,2396655616,0,24576,531497,501705
15-04 14:32:34,56.812,13.111,29.820,0,0.257,4419710976,26627571712,88276992,2397151232,0,0,1219049,1099334
15-04 14:32:35,36.247,12.596,48.843,2.057,0.257,4420841472,26626228224,88276992,2397310976,0,28221440,703515,660359
15-04 14:32:36,43.622,11.480,44.643,0,0.255,4421603328,26625179648,88276992,2397552640,0,1667072,826838,781946
15-04 14:32:37,38.760,12.403,48.579,0,0.258,4421595136,26624933888,88276992,2397777920,0,0,763023,711849
15-04 14:32:38,44.584,13.350,41.814,0,0.252,4422475776,26623770624,88281088,2398052352,0,49152,871593,819041
15-04 14:32:39,46.582,13.671,39.494,0,0.253,4423290880,26622623744,88281088,2398334976,0,0,901875,852651
15-04 14:32:40,57.644,13.534,28.571,0,0.251,4435333120,26610020352,88281088,2398875648,0,0,1716894,1561022
15-04 14:32:41,74.873,12.690,12.437,0,0,4463689728,26580742144,88281088,2399694848,0,1249280,1518522,1378754
15-04 14:32:42,62.814,10.804,25.879,0,0.503,4464046080,26579427328,88281088,2400612352,0,0,1284746,1278319
15-04 14:32:43,72.959,10.714,16.071,0,0.255,4464906240,26577866752,88281088,2401284096,0,32768,1403768,1244296
15-04 14:32:44,70.918,10.969,18.112,0,0,4471377920,26570788864,88281088,2401882112,0,0,1484228,1414290
