"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sconekv-manager",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output tpcc-sconekv-20-16-32-8000-fault-master-20210422-172457-0.csv 1 600",,,,"Date:","22 Apr 2021 17:24:59 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
22-04 17:24:59,4.735,1.077,94.034,0.107,0.049,1137082368,30130831360,64802816,2221760512,105906.971,521971.241,0,0
22-04 17:25:00,1.511,0.504,97.985,0,0,1136680960,30131232768,64811008,2221768704,0,102400,41079,45216
22-04 17:25:01,1.995,0.998,97.007,0,0,1135874048,30132039680,64811008,2221768704,0,4096,40297,39964
22-04 17:25:02,1.008,0.504,98.489,0,0,1135906816,30132006912,64811008,2221768704,0,0,32182,34206
22-04 17:25:03,23.881,2.985,73.134,0,0,1136939008,30130860032,64811008,2221879296,0,8192,202480,207748
22-04 17:25:04,66.500,8,24.750,0,0.750,1145868288,30121168896,64811008,2222608384,0,0,581366,599803
22-04 17:25:05,56.250,5.750,38,0,0,1149108224,30117130240,64815104,2223378432,0,40960,449048,464528
22-04 17:25:06,58.209,7.711,33.831,0,0.249,1171853312,30093393920,64815104,2224336896,0,0,586637,616968
22-04 17:25:07,61.220,7.805,30.976,0,0,1174245376,30090264576,64815104,2225065984,0,0,594036,616785
22-04 17:25:08,56.281,10.050,33.668,0,0,1175281664,30088007680,64815104,2226249728,0,65536,753537,788303
22-04 17:25:09,32.918,6.733,60.100,0,0.249,1171800064,30090821632,64815104,2226900992,0,0,498378,522530
22-04 17:25:10,33.588,7.379,58.779,0.254,0,1175134208,30086467584,64823296,2227875840,0,32768,681251,717092
22-04 17:25:11,54.293,9.091,36.364,0,0.253,1179840512,30080630784,64823296,2228981760,0,0,799541,825496
22-04 17:25:12,57.252,12.214,30.534,0,0,1182691328,30076243968,64823296,2230476800,0,0,1026225,1067009
22-04 17:25:13,40.712,7.634,51.654,0,0,1184493568,30073614336,64823296,2231291904,0,0,604650,645228
22-04 17:25:14,39.494,7.848,52.405,0,0.253,1186525184,30070648832,64823296,2232193024,0,0,667342,700192
22-04 17:25:15,55.013,11.054,32.648,0,1.285,1189089280,30066290688,64827392,2233946112,0,20480,1095293,1149587
22-04 17:25:16,46.530,12.082,41.388,0,0,1185001472,30069002240,64827392,2235281408,0,0,1037693,1093714
22-04 17:25:17,36.896,8.651,54.198,0,0.254,1185800192,30067130368,64827392,2236342272,0,0,680243,712531
22-04 17:25:18,53.316,10.204,36.480,0,0,1187893248,30063648768,64827392,2237681664,0,0,945419,1001343
22-04 17:25:19,36.548,11.168,52.030,0,0.254,1189498880,30060744704,64827392,2238959616,0,0,863481,903748
22-04 17:25:20,44.221,10.050,44.472,0,1.256,1192067072,30056873984,64835584,2240204800,0,20480,879464,922858
22-04 17:25:21,40.526,13.684,45.526,0,0.263,1191116800,30056325120,64835584,2241679360,0,0,1167228,1217278
22-04 17:25:22,42.025,14.430,43.544,0,0,1193803776,30051872768,64835584,2243395584,0,0,1121288,1175032
22-04 17:25:23,46.787,13.111,39.846,0,0.257,1195601920,30048600064,64835584,2244812800,0,0,1124157,1184643
22-04 17:25:24,42.051,15.641,42.308,0,0,1198022656,30044422144,64835584,2246541312,0,0,1231010,1303818
22-04 17:25:25,37.056,14.213,48.477,0,0.254,1199255552,30041485312,64843776,2248171520,0,20480,1051984,1113099
22-04 17:25:26,32.391,11.568,55.784,0,0.257,1201692672,30037876736,64843776,2249310208,0,0,927653,971568
22-04 17:25:27,42.268,13.918,43.814,0,0,1204105216,30033584128,64843776,2251137024,0,0,1192778,1264674
22-04 17:25:28,35.589,10.025,54.135,0,0.251,1205870592,30030745600,64843776,2252193792,0,0,954984,1003343
22-04 17:25:29,32.383,13.472,53.627,0.259,0.259,1207934976,30027067392,64843776,2253762560,0,839680,916208,973837
22-04 17:25:30,36.709,15.949,47.089,0.253,0,997167104,30236938240,64864256,2255044608,0,270336,954944,1002154
22-04 17:25:31,2.030,0.761,93.655,3.299,0.254,997105664,30237114368,64901120,2255044608,0,34484224,48961,44445
22-04 17:25:32,2.244,0.998,96.758,0,0,996970496,30237245440,64901120,2255048704,0,0,25888,23257
22-04 17:25:33,0.756,0.504,98.741,0,0,997068800,30237147136,64901120,2255048704,0,0,23133,22818
22-04 17:25:34,2.494,0.499,97.007,0,0,997060608,30237147136,64901120,2255056896,0,0,29700,27575
22-04 17:25:35,2.488,0.498,97.015,0,0,997027840,30237179904,64901120,2255056896,0,0,30867,28485
22-04 17:25:36,5.955,2.481,91.563,0,0,998895616,30232842240,64909312,2257440768,0,40960,33175,30510
22-04 17:25:37,1.250,0.250,98.500,0,0,998924288,30232809472,64909312,2257444864,0,0,20162,20528
22-04 17:25:38,1.244,0.746,97.761,0,0.249,998957056,30232776704,64909312,2257444864,0,0,33191,29790
22-04 17:25:39,1.003,0.251,98.747,0,0,998952960,30232776704,64909312,2257448960,0,0,22363,19518
22-04 17:25:40,3.500,0.750,95.750,0,0,998879232,30232842240,64909312,2257457152,0,0,60841,59330
22-04 17:25:41,5.013,2.757,91.729,0,0.501,1001619456,30227615744,64913408,2259877888,0,40960,29081,27521
22-04 17:25:42,1.250,0.500,98.250,0,0,1001549824,30227681280,64913408,2259881984,0,0,35777,31974
22-04 17:25:43,1.754,0.501,97.744,0,0,1001615360,30227615744,64913408,2259881984,0,0,29283,29179
22-04 17:25:44,1.995,0.499,97.506,0,0,1001574400,30227648512,64913408,2259890176,0,0,33874,26501
22-04 17:25:45,4.762,2.256,92.982,0,0,1004060672,30222696448,64913408,2262278144,0,0,36493,39526
22-04 17:25:46,14.179,0.746,85.075,0,0,1004060672,30222663680,64913408,2262310912,0,36864,57525,53871
22-04 17:25:47,23.267,0.495,75.743,0,0.495,1013346304,30213373952,64913408,2262315008,0,0,144296,2588859
22-04 17:25:48,5.970,0.746,93.284,0,0,1016320000,30210396160,64913408,2262319104,0,0,2654045,166735
22-04 17:25:49,41.032,3.194,55.774,0,0,1027014656,30199447552,64913408,2262568960,0,0,309426,284911
22-04 17:25:50,22.449,3.571,73.980,0,0,1029226496,30196801536,64913408,2262994944,0,0,337552,321221
22-04 17:25:51,22.280,5.440,72.021,0,0.259,1031118848,30194188288,64913408,2263691264,0,28672,566898,550831
22-04 17:25:52,27.481,6.361,65.649,0,0.509,1035370496,30189285376,64913408,2264330240,0,0,594370,565074
22-04 17:25:53,27.877,4.348,67.775,0,0,1045991424,30178222080,64913408,2264756224,0,0,479006,455227
22-04 17:25:54,34.005,6.045,59.698,0,0.252,1047478272,30175932416,64913408,2265542656,0,0,559411,527935
22-04 17:25:55,27.735,7.379,64.885,0,0,1049075712,30173609984,64913408,2266247168,0,0,665634,638806
22-04 17:25:56,23.664,5.598,70.483,0,0.254,1042354176,30179659776,64913408,2266890240,0,20480,533321,506642
22-04 17:25:57,33,10.750,55.250,0,1,1043202048,30177685504,64913408,2267983872,0,0,1014721,970975
22-04 17:25:58,32,9.750,58.250,0,0,1044267008,30175465472,64913408,2269110272,0,0,950238,905267
22-04 17:25:59,29.250,10.500,60,0,0.250,1045712896,30172819456,64913408,2270289920,0,0,925526,880230
22-04 17:26:00,22.454,10.183,67.363,0,0,1047527424,30170333184,64913408,2270937088,0,0,841233,804491
22-04 17:26:01,33.333,10.677,54.427,1.302,0.260,1045602304,30170562560,64921600,2272583680,0,10444800,1163390,1115665
22-04 17:26:02,26.893,11.749,60.836,0,0.522,1046589440,30168465408,64921600,2273660928,0,0,1030774,987333
22-04 17:26:03,20.256,8.462,71.282,0,0,1047687168,30166466560,64921600,2274549760,0,0,727353,700046
22-04 17:26:04,24.041,8.440,67.263,0,0.256,1048924160,30164369408,64921600,2275385344,0,0,854285,818517
22-04 17:26:05,20.619,8.505,70.876,0,0,1049874432,30162595840,64921600,2276184064,0,98304,743504,721044
22-04 17:26:06,21.503,6.736,71.244,0.259,0.259,1050890240,30160531456,64921600,2277203968,0,2392064,715733,697376
22-04 17:26:07,10.380,4.557,85.063,0,0,1051869184,30159208448,64921600,2277548032,0,0,319343,319910
22-04 17:26:08,10.076,2.015,87.406,0,0.504,1052262400,30158565376,64921600,2277789696,0,0,198272,194232
22-04 17:26:09,1.508,0.754,97.739,0,0,1052377088,30158434304,64921600,2277806080,0,61440,40765,38745
22-04 17:26:10,13.119,3.465,83.416,0,0,1057566720,30153236480,64921600,2277826560,0,0,31617,31380
