"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sconekv-worker-1",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output tpcc-sconekv-20-16-32-8000-fault-master-20210422-174747-1.csv 1 600",,,,"Date:","22 Apr 2021 17:47:48 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
22-04 17:47:48,5.851,1.181,92.855,0.096,0.018,1141669888,30112231424,65531904,2229989376,87847.547,489376.649,0,0
22-04 17:47:49,1.256,0.503,98.241,0,0,1141526528,30112362496,65531904,2230001664,0,73728,37520,39746
22-04 17:47:50,0.758,0.253,98.990,0,0,1141526528,30112362496,65531904,2230001664,0,0,29684,32015
22-04 17:47:51,1.008,0,98.992,0,0,1137074176,30116814848,65531904,2230001664,0,0,36105,35728
22-04 17:47:52,33.333,4.444,61.975,0,0.247,1140371456,30113484800,65531904,2230034432,0,0,266157,265632
22-04 17:47:53,50.985,5.172,43.596,0.246,0,1142079488,30111612928,65540096,2230185984,0,65536,628317,657679
22-04 17:47:54,57.143,5.419,37.438,0,0,1162715136,30090874880,65540096,2230276096,0,0,653906,673582
22-04 17:47:55,49.100,6.427,44.473,0,0,1166901248,30086422528,65540096,2230538240,0,0,875419,904919
22-04 17:47:56,61.728,5.679,32.346,0,0.247,1163390976,30089777152,65540096,2230693888,0,0,692198,701183
22-04 17:47:57,42.172,7.071,50.758,0,0,1165979648,30087028736,65540096,2230841344,0,0,767341,784722
22-04 17:47:58,42.356,6.516,51.128,0,0,1180614656,30072221696,65548288,2231001088,0,20480,779321,793085
22-04 17:47:59,36.456,7.342,55.949,0,0.253,1181421568,30071156736,65548288,2231259136,0,0,987169,992035
22-04 17:48:00,51.225,6.618,42.157,0,0,1183891456,30068445184,65548288,2231492608,0,0,926546,937843
22-04 17:48:01,37.343,8.521,54.135,0,0,1180131328,30072082432,65548288,2231611392,0,0,1091786,1111110
22-04 17:48:02,34.884,6.977,57.881,0,0.258,1180889088,30070992896,65548288,2231934976,0,0,1040859,1071366
22-04 17:48:03,46.447,8.629,44.416,0.508,0,1182945280,30068600832,65572864,2232238080,0,593920,1108158,1118851
22-04 17:48:04,32.250,9,58.500,0,0.250,1185054720,30066278400,65572864,2232451072,0,53248,1183783,1208863
22-04 17:48:05,38.987,9.873,50.886,0,0.253,1186791424,30064164864,65572864,2232803328,0,0,1265434,1297831
22-04 17:48:06,38.916,7.635,53.448,0,0,1200361472,30050488320,65572864,2232905728,0,0,839339,851124
22-04 17:48:07,35.411,10.474,53.865,0,0.249,1189605376,30060859392,65572864,2233266176,0,0,1182017,1203596
22-04 17:48:08,34.037,10.290,55.673,0,0,1192382464,30057730048,65576960,2233606144,0,32768,1456983,1479548
22-04 17:48:09,46.530,9.512,43.702,0,0.257,1200037888,30049763328,65576960,2233909248,0,0,1311540,1340656
22-04 17:48:10,31.298,11.450,56.997,0,0.254,1202741248,30046777344,65576960,2234167296,0,0,1399049,1436204
22-04 17:48:11,35.162,9.975,54.863,0,0,1206317056,30040584192,65576960,2236719104,0,0,1131770,1150233
22-04 17:48:12,32.031,7.812,59.896,0,0.260,1208815616,30037811200,65576960,2236993536,0,0,1161258,1178183
22-04 17:48:13,39.031,10.969,49.745,0,0.255,1211576320,30034714624,65581056,2237304832,0,20480,1472822,1494757
22-04 17:48:14,24.427,8.142,67.430,0,0,1215582208,30028455936,65581056,2239496192,0,32768,778657,793066
22-04 17:48:15,27.889,9.045,62.060,1.005,0,1217028096,30026747904,65581056,2239754240,0,9748480,1042214,1071903
22-04 17:48:16,32.817,10.336,56.589,0,0.258,1218027520,30025490432,65581056,2240012288,0,0,1373617,1399818
22-04 17:48:17,40.722,11.856,47.423,0,0,1221615616,30021488640,65581056,2240413696,0,0,1755958,1782382
22-04 17:48:18,35.190,14.430,49.873,0,0.506,1225007104,30017617920,65589248,2240876544,0,69632,1700350,1738957
22-04 17:48:19,27.202,13.212,59.326,0,0.259,1000443904,30242324480,65605632,2241097728,0,229376,1212591,1232642
22-04 17:48:20,1.519,1.013,96.962,0.506,0,1000075264,30242869248,65638400,2241089536,0,2732032,33872,35209
22-04 17:48:21,1.259,0.252,98.489,0,0,999976960,30242967552,65638400,2241089536,0,0,29819,26853
22-04 17:48:22,2.771,1.008,96.222,0,0,1001893888,30240096256,65638400,2242019328,0,0,23400,22137
22-04 17:48:23,0.758,0.505,98.737,0,0,1001852928,30240129024,65638400,2242027520,0,0,27910,26336
22-04 17:48:24,1.515,0.253,98.232,0,0,1001881600,30240096256,65638400,2242031616,0,0,41542,36507
22-04 17:48:25,1.253,0.251,98.496,0,0,1001799680,30240161792,65646592,2242039808,0,73728,28378,24615
22-04 17:48:26,1,0.250,98.750,0,0,1001832448,30240129024,65646592,2242039808,0,0,22609,21843
22-04 17:48:27,0.756,0.252,98.992,0,0,1001865216,30240096256,65646592,2242039808,0,0,28643,24876
22-04 17:48:28,0.752,0.501,98.747,0,0,1001828352,30240129024,65646592,2242043904,0,0,29846,26705
22-04 17:48:29,5.250,0.500,94.250,0,0,1002074112,30239870976,65646592,2242056192,0,0,72358,63639
22-04 17:48:30,1.250,0.250,98,0.250,0.250,1002160128,30239772672,65650688,2242064384,0,20480,39950,34743
22-04 17:48:31,2.261,0.503,97.236,0,0,1004699648,30237224960,65650688,2242072576,0,0,30120,28520
22-04 17:48:32,1.003,0.501,98.496,0,0,1004732416,30237192192,65650688,2242072576,0,0,30327,27926
22-04 17:48:33,5.224,0.746,94.030,0,0,1004630016,30237290496,65650688,2242076672,0,0,47060,40686
22-04 17:48:34,1.763,0.252,97.985,0,0,1005600768,30236319744,65650688,2242076672,0,0,57057,48760
22-04 17:48:35,2.005,0.251,97.744,0,0,1005465600,30236418048,65658880,2242101248,0,20480,35909,31994
22-04 17:48:36,1.253,0.251,98.496,0,0,1005465600,30236418048,65658880,2242101248,0,0,25381,23197
22-04 17:48:37,2.005,0.251,97.744,0,0,1005428736,30236450816,65658880,2242105344,0,0,31941,28359
22-04 17:48:38,30.326,3.258,66.416,0,0,1006346240,30235435008,65658880,2242203648,0,0,460417,434789
22-04 17:48:39,30.357,5.102,64.286,0,0.255,1007763456,30233853952,65658880,2242367488,0,0,743173,690286
22-04 17:48:40,26.768,4.040,69.192,0,0,1008500736,30233047040,65667072,2242428928,0,32768,555971,517916
22-04 17:48:41,42.356,5.013,52.632,0,0,1010266112,30231048192,65667072,2242654208,0,0,826108,783804
22-04 17:48:42,37.376,6.188,56.188,0,0.248,1012740096,30228434944,65667072,2242793472,0,0,851171,788022
22-04 17:48:43,24.740,6.771,68.490,0,0,1014079488,30226853888,65667072,2243031040,0,0,1131820,1052448
22-04 17:48:44,26.923,6.667,66.410,0,0,1015435264,30225272832,65667072,2243252224,0,0,854952,795083
22-04 17:48:45,28.680,10.660,60.406,0,0.254,1017184256,30223290368,65671168,2243469312,0,20480,1324527,1241623
22-04 17:48:46,23.544,6.076,70.380,0,0,1017630720,30222643200,65671168,2243670016,0,0,708684,669486
22-04 17:48:47,30.521,9.677,59.553,0,0.248,1019265024,30220677120,65671168,2243989504,0,0,1409961,1323296
22-04 17:48:48,25.127,8.122,66.497,0,0.254,1021313024,30218387456,65671168,2244222976,0,0,1063017,991077
22-04 17:48:49,22.821,7.692,69.487,0,0,1023029248,30216515584,65671168,2244374528,0,0,1121953,1051349
22-04 17:48:50,20.812,6.599,71.574,0.761,0.254,1024753664,30214483968,65675264,2244669440,0,2162688,967030,895498
22-04 17:48:51,21.483,7.928,70.588,0,0,1026314240,30212743168,65675264,2244845568,0,0,1002207,951144
22-04 17:48:52,21.066,7.107,71.574,0,0.254,1027706880,30211129344,65675264,2245066752,0,0,922542,875112
22-04 17:48:53,17.136,3.325,79.540,0,0,1028911104,30209867776,65675264,2245124096,0,0,444187,420320
22-04 17:48:54,5.128,1.795,93.077,0,0,1028632576,30210064384,65675264,2245206016,0,0,274540,259187
22-04 17:48:55,2.296,1.020,96.429,0.255,0,1029414912,30209257472,65683456,2245222400,0,1843200,112727,107699
22-04 17:48:56,1.008,0.504,98.237,0,0.252,1029382144,30209290240,65683456,2245222400,0,0,39896,32853
