"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sconekv-worker-12",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output tpcc-sconekv-80-1024-3072-512000-1-0-20210415-135555-12.csv 1 600",,,,"Date:","15 Apr 2021 13:55:57 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
15-04 13:55:57,33.590,8.238,57.878,0.175,0.119,4212436992,26974097408,56061952,2311548928,180471.446,1403720.878,0,0
15-04 13:55:58,1.754,0.501,97.744,0,0,4212314112,26974216192,56061952,2311553024,0,0,54345,54616
15-04 13:55:59,1.010,0.758,98.232,0,0,4212346880,26974183424,56061952,2311553024,0,0,82173,81797
15-04 13:56:00,1.500,0.750,97.500,0.250,0,4212281344,26974248960,56061952,2311553024,0,2240512,57037,56551
15-04 13:56:01,2.764,0.754,96.482,0,0,4212346880,26974183424,56061952,2311553024,0,0,65120,75704
15-04 13:56:02,2.525,0.505,96.970,0,0,4212314112,26974216192,56061952,2311553024,0,73728,64390,81254
15-04 13:56:03,2,0.750,97.250,0,0,4212314112,26974216192,56061952,2311553024,0,0,63123,78819
15-04 13:56:04,2.250,0.750,96.750,0,0.250,4212248576,26974281728,56061952,2311553024,0,0,64488,81677
15-04 13:56:05,2,0.750,97.250,0,0,4212314112,26974216192,56061952,2311553024,0,0,64536,82283
15-04 13:56:06,2.005,0.752,97.243,0,0,4212314112,26974216192,56061952,2311553024,0,0,60257,73202
15-04 13:56:07,1.759,0.251,97.990,0,0,4212248576,26974281728,56061952,2311553024,0,0,54466,55699
15-04 13:56:08,2.010,0.503,97.487,0,0,4210761728,26975764480,56066048,2311553024,0,20480,53039,55081
15-04 13:56:09,1.508,0.503,97.990,0,0,4210761728,26975764480,56066048,2311553024,0,0,52288,52747
15-04 13:56:10,1.259,0.504,98.237,0,0,4210827264,26975698944,56066048,2311553024,0,0,52374,53022
15-04 13:56:11,1.008,0.504,98.489,0,0,4210761728,26975764480,56066048,2311553024,0,0,55427,55978
15-04 13:56:12,1.508,0.503,97.990,0,0,4210761728,26975764480,56066048,2311553024,0,0,51506,52598
15-04 13:56:13,10.174,1.489,88.337,0,0,4219301888,26967216128,56066048,2311561216,0,0,116811,109985
15-04 13:56:14,16.337,1.733,81.683,0,0.248,4237537280,26948968448,56074240,2311565312,0,20480,132733,128355
15-04 13:56:15,15.122,1.707,83.171,0,0,4241215488,26945257472,56074240,2311589888,0,65536,317183,291324
15-04 13:56:16,14.925,3.234,81.841,0,0,4246327296,26940092416,56074240,2311634944,0,0,436966,402201
15-04 13:56:17,31.762,5.211,62.779,0,0.248,4250669056,26935664640,56074240,2311720960,0,0,682058,654177
15-04 13:56:18,45.707,6.566,47.727,0,0,4256903168,26929270784,56074240,2311876608,0,0,749552,705548
15-04 13:56:19,31.188,4.950,63.861,0,0,4260986880,26925101056,56082432,2311954432,0,24576,691008,662971
15-04 13:56:20,24.060,5.013,70.677,0,0.251,4264579072,26921385984,56082432,2312073216,0,0,668594,638760
15-04 13:56:21,15.288,3.258,81.454,0,0,4267196416,26918703104,56082432,2312138752,0,0,480741,458606
