"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node11",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cassandra-20201001-094043-workloadb-16-node11.csv 1 400",,,,"Date:","01 Oct 2020 08:40:52 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
01-10 08:40:52,1.751,1.847,95.036,0.064,0.0,1.302,36317196288.0,10747904.0,316223488.0,263053312.0,171049.788,471725.299,0.0,0.0
01-10 08:40:53,0.125,0.063,99.750,0.0,0.0,0.063,36317315072.0,10760192.0,316710912.0,262434816.0,0.0,49152.0,14485.0,20196.0
01-10 08:40:54,0.063,0.0,99.937,0.0,0.0,0.0,36317294592.0,10760192.0,316723200.0,262443008.0,0.0,40960.0,6049.0,5275.0
01-10 08:40:55,0.0,0.062,99.938,0.0,0.0,0.0,36317294592.0,10760192.0,316723200.0,262443008.0,0.0,0.0,4814.0,4714.0
01-10 08:40:56,0.126,0.063,99.811,0.0,0.0,0.0,36317294592.0,10760192.0,316723200.0,262443008.0,0.0,0.0,4800.0,4994.0
01-10 08:40:57,0.125,0.063,99.812,0.0,0.0,0.0,36317294592.0,10760192.0,316723200.0,262443008.0,0.0,0.0,9511.0,23103.0
01-10 08:40:58,0.188,0.125,99.561,0.063,0.0,0.063,36316889088.0,10760192.0,317034496.0,262537216.0,311296.0,0.0,3519.0,3886.0
01-10 08:40:59,0.063,0.063,99.874,0.0,0.0,0.0,36316889088.0,10760192.0,317034496.0,262537216.0,0.0,0.0,5934.0,5999.0
01-10 08:41:00,0.0,0.0,100.0,0.0,0.0,0.0,36316921856.0,10760192.0,317034496.0,262504448.0,0.0,0.0,4924.0,4403.0
01-10 08:41:01,0.187,0.062,99.751,0.0,0.0,0.0,36316856320.0,10760192.0,317034496.0,262569984.0,0.0,0.0,7649.0,7554.0
01-10 08:41:02,0.0,0.0,100.0,0.0,0.0,0.0,36316856320.0,10760192.0,317034496.0,262569984.0,0.0,0.0,5933.0,5954.0
01-10 08:41:03,0.126,0.063,99.749,0.0,0.0,0.063,36316823552.0,10760192.0,317034496.0,262602752.0,0.0,0.0,6235.0,5635.0
01-10 08:41:04,0.063,0.0,99.937,0.0,0.0,0.0,36316823552.0,10760192.0,317034496.0,262602752.0,0.0,0.0,5500.0,5057.0
01-10 08:41:05,0.062,0.062,99.813,0.0,0.0,0.062,36316856320.0,10760192.0,317034496.0,262569984.0,0.0,0.0,9845.0,8862.0
01-10 08:41:06,0.0,0.063,99.937,0.0,0.0,0.0,36316856320.0,10760192.0,317034496.0,262569984.0,0.0,0.0,4007.0,4479.0
