"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node11",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cockroach-20200930-195745-workloadc-16-node11.csv 1 400",,,,"Date:","30 Sep 2020 18:57:51 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 18:57:51,4.057,3.198,90.600,0.203,0.0,1.943,1105494016.0,152473600.0,776011776.0,34873241600.0,183341.519,554223.951,0.0,0.0
30-09 18:57:52,0.453,1.749,97.345,0.0,0.0,0.453,1100300288.0,152473600.0,776024064.0,34878423040.0,0.0,0.0,98150.0,79787.0
30-09 18:57:53,0.897,1.410,96.987,0.0,0.0,0.705,1098149888.0,152473600.0,776024064.0,34880573440.0,0.0,73728.0,160418.0,129116.0
30-09 18:57:54,0.447,0.447,98.660,0.064,0.0,0.383,1096876032.0,152473600.0,776024064.0,34881847296.0,0.0,94208.0,154670.0,120522.0
30-09 18:57:55,0.509,0.318,98.729,0.0,0.0,0.445,1096876032.0,152473600.0,776024064.0,34881847296.0,0.0,73728.0,103770.0,82535.0
30-09 18:57:56,0.760,0.443,98.480,0.0,0.0,0.317,1096941568.0,152473600.0,776024064.0,34881781760.0,0.0,0.0,118280.0,106683.0
30-09 18:57:57,0.508,0.444,98.604,0.0,0.0,0.444,1096843264.0,152473600.0,776024064.0,34881880064.0,0.0,49152.0,129803.0,114258.0
30-09 18:57:58,0.961,0.705,97.630,0.128,0.0,0.577,1096941568.0,152473600.0,776024064.0,34881781760.0,0.0,1200128.0,372282.0,138073.0
30-09 18:57:59,1.468,0.893,96.682,0.128,0.0,0.830,1097396224.0,152473600.0,776024064.0,34881327104.0,0.0,1474560.0,370429.0,216517.0
30-09 18:58:00,0.572,0.191,98.793,0.0,0.0,0.445,1097289728.0,152473600.0,776024064.0,34881433600.0,0.0,40960.0,119737.0,101939.0
30-09 18:58:01,0.254,0.445,99.174,0.0,0.0,0.127,1097519104.0,152473600.0,776024064.0,34881204224.0,0.0,0.0,96902.0,77328.0
30-09 18:58:02,1.082,0.446,97.836,0.064,0.0,0.573,1097486336.0,152473600.0,776024064.0,34881236992.0,0.0,69632.0,159125.0,128335.0
30-09 18:58:03,0.698,0.508,98.033,0.0,0.0,0.761,1097125888.0,152473600.0,776024064.0,34881597440.0,0.0,49152.0,146463.0,112497.0
30-09 18:58:04,0.570,0.570,98.228,0.0,0.0,0.633,1096515584.0,152473600.0,776024064.0,34882207744.0,0.0,69632.0,106413.0,83517.0
30-09 18:58:05,0.383,0.446,98.788,0.0,0.0,0.383,1096515584.0,152473600.0,776024064.0,34882207744.0,0.0,40960.0,126886.0,112301.0
30-09 18:58:06,0.508,0.571,98.413,0.0,0.0,0.508,1096548352.0,152473600.0,776024064.0,34882174976.0,0.0,65536.0,129311.0,107977.0
30-09 18:58:07,0.765,0.446,98.152,0.064,0.0,0.574,1096548352.0,152473600.0,776024064.0,34882174976.0,0.0,77824.0,168461.0,113306.0
30-09 18:58:08,0.642,0.578,98.074,0.064,0.0,0.642,1096806400.0,152473600.0,776024064.0,34881916928.0,0.0,1110016.0,369842.0,147208.0
