"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node23",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cockroach-20200930-195745-workloadc-16-node23.csv 1 400",,,,"Date:","30 Sep 2020 18:57:52 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 18:57:52,5.459,3.222,88.581,0.215,0.0,2.523,1505169408.0,172277760.0,2407424000.0,32822349824.0,131584.399,1208947.157,0.0,0.0
30-09 18:57:53,0.577,0.449,98.333,0.064,0.0,0.577,1504530432.0,172277760.0,2407436288.0,32822976512.0,0.0,73728.0,164272.0,193904.0
30-09 18:57:54,0.445,0.318,98.729,0.0,0.0,0.509,1504423936.0,172277760.0,2407436288.0,32823083008.0,0.0,0.0,114771.0,124369.0
30-09 18:57:55,0.764,0.573,98.280,0.0,0.0,0.382,1504489472.0,172277760.0,2407436288.0,32823017472.0,0.0,0.0,122814.0,136845.0
30-09 18:57:56,0.699,0.508,98.348,0.0,0.0,0.445,1504423936.0,172277760.0,2407436288.0,32823083008.0,0.0,0.0,116571.0,125618.0
30-09 18:57:57,0.510,0.701,98.217,0.064,0.0,0.510,1504354304.0,172277760.0,2407440384.0,32823148544.0,0.0,180224.0,148858.0,169545.0
30-09 18:57:58,1.791,0.832,96.481,0.0,0.0,0.896,1504452608.0,172277760.0,2407440384.0,32823050240.0,0.0,671744.0,295502.0,281672.0
30-09 18:57:59,0.703,0.639,97.954,0.064,0.0,0.639,1504452608.0,172277760.0,2407440384.0,32823050240.0,0.0,577536.0,204045.0,129025.0
30-09 18:58:00,0.445,0.445,98.602,0.064,0.0,0.445,1504481280.0,172277760.0,2407444480.0,32823017472.0,0.0,102400.0,119369.0,128275.0
30-09 18:58:01,0.508,0.381,98.477,0.063,0.0,0.571,1504514048.0,172277760.0,2407444480.0,32822984704.0,0.0,24576.0,127493.0,144032.0
30-09 18:58:02,0.702,0.447,98.277,0.0,0.0,0.574,1504514048.0,172277760.0,2407444480.0,32822984704.0,0.0,0.0,142565.0,165831.0
30-09 18:58:03,0.635,0.635,98.030,0.0,0.0,0.699,1504317440.0,172277760.0,2407444480.0,32823181312.0,0.0,40960.0,129381.0,143415.0
30-09 18:58:04,0.573,0.382,98.410,0.0,0.0,0.636,1504022528.0,172277760.0,2407444480.0,32823476224.0,0.0,0.0,110050.0,123112.0
30-09 18:58:05,0.633,0.570,98.353,0.0,0.0,0.443,1504116736.0,172277760.0,2407448576.0,32823377920.0,0.0,53248.0,122468.0,131854.0
30-09 18:58:06,0.895,0.831,97.634,0.128,0.0,0.512,1504243712.0,172277760.0,2407448576.0,32823250944.0,0.0,245760.0,140165.0,153603.0
30-09 18:58:07,0.890,0.826,97.203,0.0,0.0,1.081,1504395264.0,172277760.0,2407456768.0,32823091200.0,0.0,0.0,173921.0,206006.0
30-09 18:58:08,1.988,1.026,96.536,0.064,0.0,0.385,1504366592.0,172277760.0,2407456768.0,32823119872.0,0.0,679936.0,291247.0,303535.0
30-09 18:58:09,0.704,0.896,97.759,0.064,0.0,0.576,1504452608.0,172277760.0,2407460864.0,32823029760.0,0.0,573440.0,259107.0,185947.0
30-09 18:58:10,0.699,0.572,98.093,0.064,0.0,0.572,1504485376.0,172277760.0,2407460864.0,32822996992.0,0.0,184320.0,118061.0,133030.0
30-09 18:58:11,0.763,0.636,97.837,0.0,0.0,0.763,1504649216.0,172277760.0,2407460864.0,32822833152.0,0.0,57344.0,165184.0,195784.0
30-09 18:58:12,1.400,1.782,96.308,0.0,0.0,0.509,1499820032.0,172277760.0,2407460864.0,32827662336.0,0.0,0.0,133002.0,140894.0
30-09 18:58:13,0.581,1.809,97.287,0.0,0.0,0.323,1498017792.0,172277760.0,2407460864.0,32829464576.0,0.0,0.0,127268.0,142050.0
30-09 18:58:14,4.768,3.201,88.308,0.131,0.0,3.592,1495605248.0,172277760.0,2407460864.0,32831877120.0,0.0,118784.0,594992.0,1404660.0
30-09 18:58:15,11.279,6.259,78.198,0.0,0.0,4.264,1492865024.0,172277760.0,2407473152.0,32834605056.0,0.0,57344.0,1307333.0,3877710.0
30-09 18:58:16,10.534,6.772,78.249,0.0,0.0,4.446,1488060416.0,172277760.0,2407473152.0,32839409664.0,0.0,53248.0,1255386.0,3674272.0
30-09 18:58:17,12.235,6.425,76.623,0.068,0.0,4.648,1477439488.0,172277760.0,2407477248.0,32850026496.0,4096.0,49152.0,1284126.0,3806268.0
30-09 18:58:18,12.964,5.942,75.422,0.068,0.0,5.604,1475051520.0,172277760.0,2407477248.0,32852414464.0,0.0,675840.0,1401417.0,3927366.0
30-09 18:58:19,13.215,4.700,76.839,0.0,0.0,5.245,1475342336.0,172277760.0,2407477248.0,32852123648.0,0.0,569344.0,1443929.0,4027458.0
30-09 18:58:20,12.780,4.419,77.226,0.0,0.0,5.574,1475502080.0,172277760.0,2407481344.0,32851959808.0,0.0,114688.0,1412838.0,4126201.0
30-09 18:58:21,13.369,5.267,76.030,0.068,0.0,5.267,1475600384.0,172277760.0,2407481344.0,32851861504.0,0.0,135168.0,1390399.0,4161725.0
30-09 18:58:22,13.124,5.263,76.555,0.0,0.0,5.058,1475338240.0,172277760.0,2407481344.0,32852123648.0,0.0,0.0,1360020.0,4169567.0
30-09 18:58:23,12.757,4.664,77.366,0.0,0.0,5.213,1475047424.0,172277760.0,2407481344.0,32852414464.0,0.0,32768.0,1342769.0,4021280.0
30-09 18:58:24,13.528,4.963,76.343,0.0,0.0,5.167,1475440640.0,172277760.0,2407481344.0,32852021248.0,0.0,0.0,1368124.0,4074966.0
30-09 18:58:25,13.320,5.409,75.794,0.203,0.0,5.274,1475563520.0,172277760.0,2407489536.0,32851890176.0,0.0,229376.0,1348098.0,4079521.0
30-09 18:58:26,13.978,4.435,76.478,0.0,0.0,5.108,1475465216.0,172277760.0,2407489536.0,32851988480.0,0.0,49152.0,1382448.0,4208917.0
30-09 18:58:27,13.365,3.962,78.039,0.0,0.0,4.634,1475039232.0,172277760.0,2407489536.0,32852414464.0,0.0,0.0,1430992.0,4252839.0
30-09 18:58:28,14.169,4.746,75.458,0.068,0.0,5.559,1475366912.0,172277760.0,2407489536.0,32852086784.0,0.0,749568.0,1431831.0,4046662.0
30-09 18:58:29,12.170,5.424,77.399,0.348,0.0,4.659,1475764224.0,172277760.0,2407505920.0,32851673088.0,0.0,1110016.0,1455382.0,3872965.0
30-09 18:58:30,12.910,4.440,77.869,0.0,0.0,4.781,1475231744.0,172277760.0,2407514112.0,32852197376.0,0.0,61440.0,1300271.0,3986336.0
30-09 18:58:31,11.898,4.539,78.267,0.0,0.0,5.296,1475821568.0,172277760.0,2407514112.0,32851607552.0,0.0,24576.0,1380270.0,4194159.0
30-09 18:58:32,12.371,4.467,77.732,0.0,0.0,5.430,1475657728.0,172277760.0,2407514112.0,32851771392.0,0.0,0.0,1374530.0,4143450.0
30-09 18:58:33,12.914,4.057,77.823,0.068,0.0,5.139,1475645440.0,172277760.0,2407514112.0,32851783680.0,0.0,172032.0,1374893.0,4086640.0
30-09 18:58:34,13.730,4.986,76.503,0.0,0.0,4.781,1475219456.0,172277760.0,2407514112.0,32852209664.0,0.0,0.0,1426632.0,4117526.0
30-09 18:58:35,11.931,4.690,78.414,0.0,0.0,4.966,1475035136.0,172277760.0,2407514112.0,32852393984.0,0.0,8192.0,1381071.0,4152142.0
30-09 18:58:36,12.432,3.962,78.825,0.068,0.0,4.713,1475461120.0,172277760.0,2407514112.0,32851968000.0,0.0,36864.0,1367049.0,4113400.0
30-09 18:58:37,14.690,4.852,75.674,0.067,0.0,4.717,1471225856.0,172277760.0,2407522304.0,32856195072.0,0.0,122880.0,1326247.0,3984147.0
30-09 18:58:38,13.596,4.003,78.537,0.069,0.0,3.796,1470963712.0,172277760.0,2407522304.0,32856457216.0,0.0,696320.0,1479019.0,4049257.0
30-09 18:58:39,13.079,5.245,76.635,0.0,0.0,5.041,1471348736.0,172277760.0,2407522304.0,32856072192.0,0.0,598016.0,1441095.0,4040789.0
30-09 18:58:40,12.908,5.435,76.291,0.136,0.0,5.231,1471610880.0,172277760.0,2407522304.0,32855810048.0,0.0,147456.0,1377868.0,4152426.0
30-09 18:58:41,12.963,5.418,76.406,0.0,0.0,5.213,1471643648.0,172277760.0,2407522304.0,32855777280.0,0.0,24576.0,1415246.0,4171577.0
30-09 18:58:42,12.526,5.915,76.618,0.0,0.0,4.941,1471496192.0,172277760.0,2407522304.0,32855924736.0,0.0,122880.0,1352867.0,4128127.0
30-09 18:58:43,15.055,5.318,74.517,0.069,0.0,5.041,1471553536.0,172277760.0,2407530496.0,32855859200.0,0.0,81920.0,1358229.0,4086265.0
30-09 18:58:44,12.320,4.654,77.550,0.068,0.0,5.407,1471225856.0,172281856.0,2407534592.0,32856178688.0,0.0,114688.0,1331297.0,4084883.0
30-09 18:58:45,13.088,4.226,78.119,0.0,0.0,4.567,1470988288.0,172281856.0,2407538688.0,32856412160.0,0.0,73728.0,1392502.0,4167789.0
30-09 18:58:46,12.835,5.628,75.772,0.0,0.0,5.765,1471574016.0,172281856.0,2407538688.0,32855826432.0,0.0,0.0,1346736.0,4031075.0
30-09 18:58:47,12.707,5.110,77.417,0.138,0.0,4.627,1471533056.0,172281856.0,2407546880.0,32855859200.0,0.0,163840.0,1399144.0,4056835.0
30-09 18:58:48,14.609,4.527,75.857,0.0,0.0,5.007,1471172608.0,172281856.0,2407546880.0,32856219648.0,0.0,667648.0,1488779.0,4110578.0
30-09 18:58:49,12.344,5.687,76.560,0.0,0.0,5.409,1471725568.0,172281856.0,2407546880.0,32855666688.0,0.0,569344.0,1499911.0,4135987.0
30-09 18:58:50,13.032,5.213,76.680,0.069,0.0,5.007,1471791104.0,172281856.0,2407546880.0,32855601152.0,0.0,192512.0,1394971.0,4132221.0
30-09 18:58:51,12.284,5.590,77.088,0.069,0.0,4.969,1471660032.0,172281856.0,2407546880.0,32855732224.0,0.0,16384.0,1359249.0,4120411.0
30-09 18:58:52,13.774,4.752,75.482,0.0,0.0,5.992,1471823872.0,172281856.0,2407546880.0,32855568384.0,0.0,0.0,1384660.0,4101059.0
30-09 18:58:53,11.517,5.517,77.724,0.0,0.0,5.241,1472000000.0,172281856.0,2407546880.0,32855392256.0,0.0,0.0,1364148.0,4087891.0
30-09 18:58:54,13.410,4.447,76.550,0.0,0.0,5.593,1471995904.0,172281856.0,2407550976.0,32855392256.0,0.0,90112.0,1353210.0,4093147.0
30-09 18:58:55,12.457,5.582,76.923,0.0,0.0,5.037,1472356352.0,172281856.0,2407550976.0,32855031808.0,0.0,8192.0,1352098.0,4130456.0
30-09 18:58:56,12.317,5.289,77.662,0.0,0.0,4.732,1472102400.0,172281856.0,2407550976.0,32855285760.0,0.0,0.0,1408951.0,4206709.0
30-09 18:58:57,13.565,5.181,75.937,0.0,0.0,5.317,1472233472.0,172281856.0,2407550976.0,32855154688.0,0.0,0.0,1419156.0,4180448.0
