"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node09",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cockroach-20200930-213825-workloadf-256-client.csv 1 400",,,,"Date:","30 Sep 2020 20:38:32 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 20:38:32,1.107,0.887,96.399,0.002,0.0,1.606,355901440.0,55275520.0,655921152.0,35840122880.0,14884.307,8564.864,0.0,0.0
30-09 20:38:33,0.062,0.124,99.752,0.0,0.0,0.062,355418112.0,55275520.0,655921152.0,35840606208.0,0.0,8192.0,291.0,282.0
30-09 20:38:34,0.0,0.0,100.0,0.0,0.0,0.0,354750464.0,55275520.0,655921152.0,35841273856.0,0.0,0.0,1312.0,1310.0
30-09 20:38:35,0.0,0.0,100.0,0.0,0.0,0.0,354750464.0,55275520.0,655921152.0,35841273856.0,0.0,0.0,191.0,191.0
30-09 20:38:36,0.0,0.063,99.937,0.0,0.0,0.0,354750464.0,55275520.0,655921152.0,35841273856.0,0.0,0.0,614.0,692.0
30-09 20:38:37,0.062,0.0,99.938,0.0,0.0,0.0,354750464.0,55275520.0,655921152.0,35841273856.0,0.0,0.0,191.0,191.0
30-09 20:38:38,0.0,0.0,99.937,0.063,0.0,0.0,354750464.0,55287808.0,655908864.0,35841273856.0,0.0,61440.0,191.0,191.0
30-09 20:38:39,0.0,0.062,99.938,0.0,0.0,0.0,354750464.0,55287808.0,655908864.0,35841273856.0,0.0,0.0,8944.0,4829.0
30-09 20:38:40,0.0,0.0,100.0,0.0,0.0,0.0,354750464.0,55287808.0,655908864.0,35841273856.0,0.0,0.0,291.0,282.0
30-09 20:38:41,0.0,0.0,100.0,0.0,0.0,0.0,354750464.0,55287808.0,655908864.0,35841273856.0,0.0,0.0,91.0,100.0
