"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node11",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/sconekv-20200930-113912-workloada-32-node11.csv 1 400",,,,"Date:","30 Sep 2020 10:39:28 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 10:39:28,0.706,0.365,98.622,0.029,0.0,0.277,7175794688.0,24494080.0,1511350272.0,28195581952.0,86184.201,220365.052,0.0,0.0
30-09 10:39:29,0.0,0.0,99.875,0.0,0.0,0.125,7174848512.0,24494080.0,1511374848.0,28196503552.0,0.0,0.0,29173.0,31897.0
30-09 10:39:30,0.0,0.0,99.874,0.0,0.0,0.126,7174848512.0,24494080.0,1511374848.0,28196503552.0,0.0,0.0,28941.0,28788.0
30-09 10:39:31,0.125,0.125,99.687,0.0,0.0,0.063,7174639616.0,24494080.0,1511374848.0,28196712448.0,0.0,0.0,36443.0,41912.0
30-09 10:39:32,0.126,0.0,99.748,0.0,0.0,0.126,7174639616.0,24494080.0,1511374848.0,28196712448.0,0.0,0.0,28346.0,29774.0
30-09 10:39:33,0.0,0.063,99.875,0.0,0.0,0.063,7174848512.0,24506368.0,1511362560.0,28196503552.0,0.0,53248.0,27303.0,28863.0
30-09 10:39:34,0.0,0.0,99.937,0.0,0.0,0.063,7174836224.0,24506368.0,1511374848.0,28196503552.0,0.0,0.0,29354.0,30291.0
30-09 10:39:35,0.126,0.126,99.686,0.0,0.0,0.063,7174836224.0,24506368.0,1511374848.0,28196503552.0,0.0,0.0,28457.0,28943.0
30-09 10:39:36,0.0,0.0,99.874,0.0,0.0,0.126,7174836224.0,24506368.0,1511374848.0,28196503552.0,0.0,0.0,33686.0,34143.0
30-09 10:39:37,0.0,0.0,99.937,0.0,0.0,0.063,7174868992.0,24506368.0,1511374848.0,28196470784.0,0.0,0.0,32097.0,32169.0
30-09 10:39:38,0.063,0.0,99.749,0.0,0.0,0.188,7174934528.0,24506368.0,1511374848.0,28196405248.0,0.0,0.0,37165.0,43820.0
30-09 10:39:39,0.630,0.189,98.237,0.0,0.0,0.945,7175217152.0,24506368.0,1511374848.0,28196122624.0,0.0,0.0,108952.0,107162.0
30-09 10:39:40,1.207,1.080,95.807,0.0,0.0,1.906,7174926336.0,24514560.0,1511428096.0,28196352000.0,0.0,20480.0,315823.0,286634.0
30-09 10:39:41,3.194,2.282,91.004,0.0,0.0,3.520,7175000064.0,24514560.0,1511571456.0,28196134912.0,0.0,0.0,807425.0,708051.0
30-09 10:39:42,3.628,3.100,89.380,0.0,0.0,3.892,7174959104.0,24514560.0,1511759872.0,28195987456.0,0.0,69632.0,982414.0,832112.0
30-09 10:39:43,9.278,4.042,82.903,0.0,0.0,3.777,7175389184.0,24514560.0,1512058880.0,28195258368.0,0.0,0.0,1152537.0,969611.0
30-09 10:39:44,12.765,4.762,78.968,0.0,0.0,3.505,7174979584.0,24514560.0,1512370176.0,28195356672.0,0.0,0.0,1238556.0,1031911.0
30-09 10:39:45,17.655,11.321,65.701,0.0,0.0,5.323,7174959104.0,24522752.0,1512718336.0,28195020800.0,0.0,24576.0,1258346.0,1002821.0
30-09 10:39:46,8.822,3.752,84.200,0.0,0.0,3.226,7176093696.0,24522752.0,1512914944.0,28193689600.0,0.0,0.0,1067386.0,887693.0
30-09 10:39:47,3.576,3.245,90.066,0.066,0.0,3.046,7176179712.0,24522752.0,1513123840.0,28193394688.0,0.0,1908736.0,997146.0,843659.0
30-09 10:39:48,6.316,3.856,85.439,0.0,0.0,4.388,7175581696.0,24522752.0,1513508864.0,28193607680.0,0.0,0.0,1313834.0,1115492.0
30-09 10:39:49,18.423,5.235,71.836,0.0,0.0,4.506,7175024640.0,24522752.0,1513734144.0,28193939456.0,0.0,0.0,1478951.0,1222972.0
30-09 10:39:50,5.368,3.844,87.144,0.0,0.0,3.645,7174934528.0,24530944.0,1514254336.0,28193501184.0,0.0,61440.0,1256104.0,1031124.0
30-09 10:39:51,6.129,3.131,87.408,0.0,0.0,3.331,7176392704.0,24530944.0,1514483712.0,28191813632.0,0.0,0.0,1114194.0,949668.0
30-09 10:39:52,8.790,3.305,84.137,0.0,0.0,3.767,7177023488.0,24535040.0,1514795008.0,28190867456.0,0.0,1703936.0,1082482.0,894513.0
30-09 10:39:53,7.604,5.114,82.705,0.0,0.0,4.576,7177928704.0,24535040.0,1515032576.0,28189724672.0,0.0,0.0,1665977.0,1393089.0
30-09 10:39:54,6.055,3.992,85.895,0.0,0.0,4.059,7176994816.0,24535040.0,1515499520.0,28190191616.0,0.0,0.0,1362325.0,1164705.0
30-09 10:39:55,13.947,5.687,76.168,0.0,0.0,4.198,7176552448.0,24543232.0,1515900928.0,28190224384.0,0.0,61440.0,1651941.0,1352863.0
30-09 10:39:56,13.694,5.745,75.551,0.0,0.0,5.010,7175663616.0,24543232.0,1516511232.0,28190502912.0,0.0,0.0,1618497.0,1351008.0
30-09 10:39:57,6.184,4.122,85.572,0.0,0.0,4.122,7175286784.0,24543232.0,1516908544.0,28190482432.0,0.0,0.0,1389734.0,1169136.0
30-09 10:39:58,4.863,3.531,88.874,0.0,0.0,2.732,7175761920.0,24543232.0,1517113344.0,28189802496.0,0.0,0.0,1046083.0,876030.0
30-09 10:39:59,5.792,4.194,86.352,0.0,0.0,3.662,7175323648.0,24543232.0,1517506560.0,28189847552.0,0.0,0.0,1314931.0,1092034.0
30-09 10:40:00,4.690,3.170,89.102,0.0,0.0,3.038,7175585792.0,24551424.0,1517727744.0,28189356032.0,0.0,16384.0,1028484.0,866300.0
30-09 10:40:01,8.440,5.739,81.499,0.0,0.0,4.321,7175397376.0,24551424.0,1518166016.0,28189106176.0,0.0,0.0,1622880.0,1320236.0
30-09 10:40:02,18.897,5.918,70.074,0.0,0.0,5.111,7175528448.0,24551424.0,1518604288.0,28188536832.0,0.0,3768320.0,1598338.0,1317701.0
30-09 10:40:03,6.283,4.479,85.628,0.0,0.0,3.610,7175573504.0,24551424.0,1518972928.0,28188123136.0,0.0,0.0,1398385.0,1173910.0
30-09 10:40:04,6.159,4.702,84.437,0.0,0.0,4.702,7175241728.0,24551424.0,1519366144.0,28188061696.0,0.0,0.0,1456705.0,1188273.0
30-09 10:40:05,4.026,2.772,90.231,0.0,0.0,2.970,7175114752.0,24559616.0,1519661056.0,28187885568.0,0.0,57344.0,913185.0,758798.0
30-09 10:40:06,11.933,3.533,81.133,0.0,0.0,3.400,7175630848.0,24559616.0,1519857664.0,28187172864.0,0.0,0.0,1041009.0,880370.0
30-09 10:40:07,8.558,5.135,82.423,0.0,0.0,3.884,7175593984.0,24559616.0,1520181248.0,28186886144.0,0.0,0.0,1247818.0,1036064.0
30-09 10:40:08,16.069,4.914,76.162,0.0,0.0,2.855,7175516160.0,24559616.0,1520447488.0,28186697728.0,0.0,0.0,1042095.0,875605.0
30-09 10:40:09,6.529,4.530,84.877,0.0,0.0,4.064,7175815168.0,24559616.0,1520820224.0,28186025984.0,0.0,0.0,1458558.0,1228505.0
30-09 10:40:10,7.555,4.109,83.499,0.066,0.0,4.771,7176130560.0,24567808.0,1521790976.0,28184731648.0,0.0,20480.0,1362601.0,1151929.0
30-09 10:40:11,10.864,5.366,79.058,0.0,0.0,4.712,7178719232.0,24567808.0,1502613504.0,28201320448.0,0.0,0.0,1430959.0,1198310.0
30-09 10:40:12,6.765,4.689,84.394,0.0,0.0,4.153,7178457088.0,24567808.0,1502990336.0,28201205760.0,0.0,3977216.0,1475303.0,1230752.0
30-09 10:40:13,4.594,4.128,86.751,0.0,0.0,4.527,7177920512.0,24567808.0,1503387648.0,28201345024.0,0.0,0.0,1316007.0,1127633.0
30-09 10:40:14,2.074,2.333,94.038,0.0,0.0,1.555,7178784768.0,24567808.0,1503469568.0,28200398848.0,0.0,0.0,635621.0,532113.0
30-09 10:40:15,7.561,6.049,80.079,0.0,0.0,6.312,7178272768.0,24580096.0,1503961088.0,28200407040.0,0.0,94208.0,1770377.0,1469867.0
30-09 10:40:16,5.364,3.311,87.815,0.0,0.0,3.510,7178342400.0,24580096.0,1504206848.0,28200091648.0,0.0,0.0,1047804.0,883409.0
30-09 10:40:17,17.569,5.812,72.589,0.0,0.0,4.029,7178129408.0,24580096.0,1504542720.0,28199968768.0,0.0,0.0,1265217.0,1015943.0
30-09 10:40:18,4.573,3.181,89.066,0.0,0.0,3.181,7178158080.0,24580096.0,1504804864.0,28199677952.0,0.0,0.0,1072352.0,877883.0
30-09 10:40:19,9.273,6.938,78.586,0.0,0.0,5.203,7178358784.0,24580096.0,1505280000.0,28199002112.0,0.0,0.0,1681491.0,1382750.0
30-09 10:40:20,17.164,5.898,71.504,0.0,0.0,5.434,7188959232.0,24588288.0,1505714176.0,28187959296.0,0.0,20480.0,1499658.0,1245057.0
30-09 10:40:21,4.251,3.401,89.601,0.0,0.0,2.747,7188770816.0,24588288.0,1505959936.0,28187901952.0,0.0,0.0,928268.0,798641.0
30-09 10:40:22,2.599,2.274,93.437,0.0,0.0,1.689,7188643840.0,24588288.0,1506140160.0,28187848704.0,0.0,3325952.0,616196.0,519666.0
30-09 10:40:23,6.184,4.342,84.934,0.0,0.0,4.539,7189000192.0,24588288.0,1506463744.0,28187168768.0,0.0,0.0,1364784.0,1108114.0
30-09 10:40:24,7.167,5.043,82.415,0.0,0.0,5.375,7188410368.0,24588288.0,1506942976.0,28187279360.0,0.0,0.0,1648094.0,1359412.0
30-09 10:40:25,4.974,4.058,87.631,0.0,0.0,3.338,7188819968.0,24596480.0,1507172352.0,28186632192.0,0.0,61440.0,1075778.0,911331.0
30-09 10:40:26,6.105,3.782,85.733,0.0,0.0,4.380,7188520960.0,24596480.0,1507532800.0,28186570752.0,0.0,0.0,1327713.0,1098932.0
30-09 10:40:27,25.787,6.498,63.953,0.0,0.0,3.762,7188758528.0,24596480.0,1507786752.0,28186079232.0,0.0,0.0,1048261.0,816802.0
30-09 10:40:28,18.290,5.832,70.311,0.0,0.0,5.567,7189159936.0,24596480.0,1508298752.0,28185165824.0,0.0,0.0,1759556.0,1421001.0
30-09 10:40:29,6.919,4.524,84.697,0.0,0.0,3.859,7189209088.0,24596480.0,1508696064.0,28184719360.0,0.0,0.0,1376453.0,1148346.0
30-09 10:40:30,3.625,2.201,91.780,0.0,0.0,2.395,7189344256.0,24604672.0,1508876288.0,28184395776.0,0.0,24576.0,747586.0,622415.0
30-09 10:40:31,6.304,5.043,83.942,0.0,0.0,4.711,7189344256.0,24604672.0,1509257216.0,28184014848.0,0.0,0.0,1464953.0,1217157.0
30-09 10:40:32,6.781,5.925,81.501,0.0,0.0,5.793,7189876736.0,24604672.0,1509629952.0,28183109632.0,0.0,3559424.0,1618969.0,1344183.0
30-09 10:40:33,4.052,3.399,89.412,0.0,0.0,3.137,7189229568.0,24604672.0,1509916672.0,28183470080.0,0.0,0.0,980257.0,829490.0
30-09 10:40:34,22.855,7.344,64.516,0.0,0.0,5.285,7190806528.0,24604672.0,1510240256.0,28181569536.0,0.0,0.0,1116920.0,869556.0
30-09 10:40:35,15.010,5.662,72.943,0.066,0.0,6.320,7201288192.0,24612864.0,1510674432.0,28170645504.0,0.0,57344.0,1500005.0,1259565.0
30-09 10:40:36,7.789,5.413,82.178,0.0,0.0,4.620,7201427456.0,24612864.0,1511014400.0,28170166272.0,0.0,0.0,1386360.0,1132091.0
30-09 10:40:37,14.948,5.157,73.107,0.0,0.0,6.789,7200722944.0,24612864.0,1511415808.0,28170469376.0,0.0,0.0,1410056.0,1161019.0
30-09 10:40:38,6.749,3.115,85.983,0.0,0.0,4.153,7201288192.0,24612864.0,1511653376.0,28169666560.0,0.0,0.0,990555.0,840519.0
30-09 10:40:39,6.570,4.928,82.917,0.0,0.0,5.585,7201087488.0,24612864.0,1512046592.0,28169474048.0,0.0,0.0,1514310.0,1224479.0
30-09 10:40:40,7.626,5.637,81.034,0.0,0.0,5.703,7200980992.0,24621056.0,1512525824.0,28169093120.0,0.0,24576.0,1739634.0,1427306.0
30-09 10:40:41,3.716,2.738,90.678,0.0,0.0,2.868,7200657408.0,24621056.0,1512804352.0,28169138176.0,0.0,0.0,920951.0,790918.0
30-09 10:40:42,9.381,5.190,80.439,0.0,0.0,4.990,7203188736.0,24621056.0,1513172992.0,28166238208.0,0.0,3526656.0,1429899.0,1179423.0
30-09 10:40:43,5.086,3.567,86.922,0.0,0.0,4.425,7203573760.0,24621056.0,1513435136.0,28165591040.0,0.0,0.0,1198504.0,990636.0
30-09 10:40:44,7.651,4.458,81.969,0.0,0.0,5.921,7202926592.0,24621056.0,1513869312.0,28165804032.0,0.0,0.0,1661310.0,1373770.0
30-09 10:40:45,4.055,3.924,88.293,0.065,0.0,3.663,7202549760.0,24629248.0,1514201088.0,28165840896.0,0.0,57344.0,1056321.0,875426.0
30-09 10:40:46,12.352,4.534,79.238,0.0,0.0,3.876,7203446784.0,24629248.0,1514442752.0,28164702208.0,0.0,0.0,1154050.0,965422.0
30-09 10:40:47,15.082,6.454,72.622,0.0,0.0,5.842,7225856000.0,24629248.0,1514901504.0,28141834240.0,0.0,0.0,1576159.0,1268300.0
30-09 10:40:48,7.029,3.912,84.947,0.0,0.0,4.111,7226384384.0,24629248.0,1505820672.0,28150386688.0,0.0,0.0,1238184.0,1014492.0
30-09 10:40:49,4.557,3.190,88.997,0.0,0.0,3.255,7226118144.0,24629248.0,1506119680.0,28150353920.0,0.0,0.0,992586.0,833938.0
30-09 10:40:50,5.763,4.322,85.527,0.0,0.0,4.388,7226793984.0,24641536.0,1506353152.0,28149432320.0,0.0,53248.0,1257095.0,1046873.0
30-09 10:40:51,30.754,8.267,55.159,0.0,0.0,5.820,7243337728.0,24641536.0,1506779136.0,28132462592.0,0.0,0.0,1225363.0,928786.0
30-09 10:40:52,5.944,3.266,88.047,0.065,0.0,2.678,7283740672.0,24641536.0,1507024896.0,28091813888.0,0.0,3993600.0,937676.0,758614.0
30-09 10:40:53,5.228,4.633,85.374,0.0,0.0,4.765,7283888128.0,24641536.0,1507385344.0,28091305984.0,0.0,0.0,1341121.0,1116347.0
30-09 10:40:54,4.161,3.699,87.781,0.0,0.0,4.359,7283748864.0,24641536.0,1507672064.0,28091158528.0,0.0,0.0,1118146.0,937725.0
30-09 10:40:55,3.723,3.059,90.093,0.0,0.0,3.125,7284060160.0,24649728.0,1507872768.0,28090638336.0,0.0,57344.0,981586.0,827913.0
30-09 10:40:56,8.018,2.999,85.984,0.0,0.0,2.999,7284260864.0,24649728.0,1508085760.0,28090224640.0,0.0,0.0,921789.0,764734.0
30-09 10:40:57,10.474,5.070,79.119,0.0,0.0,5.337,7287803904.0,24649728.0,1508511744.0,28086255616.0,0.0,0.0,1537977.0,1288857.0
30-09 10:40:58,13.038,4.628,78.096,0.0,0.0,4.237,7299809280.0,24649728.0,1508843520.0,28073918464.0,0.0,0.0,1076856.0,911172.0
30-09 10:40:59,7.697,4.618,82.396,0.0,0.0,5.288,7300861952.0,24649728.0,1499721728.0,28081987584.0,0.0,0.0,1446862.0,1213999.0
30-09 10:41:00,5.886,3.439,87.302,0.0,0.0,3.373,7300784128.0,24662016.0,1500000256.0,28081774592.0,0.0,57344.0,1029547.0,848657.0
30-09 10:41:01,13.660,6.897,73.674,0.0,0.0,5.769,7307739136.0,24662016.0,1507835904.0,28066983936.0,0.0,0.0,1525842.0,1223898.0
30-09 10:41:02,6.965,5.650,81.472,0.263,0.0,5.650,7307759616.0,24662016.0,1508306944.0,28066492416.0,0.0,11468800.0,1556876.0,1290931.0
30-09 10:41:03,4.422,3.432,88.911,0.0,0.0,3.234,7307550720.0,24662016.0,1508544512.0,28066463744.0,0.0,0.0,1028765.0,895258.0
30-09 10:41:04,4.854,4.654,86.968,0.0,0.0,3.524,7307558912.0,24662016.0,1508847616.0,28066152448.0,0.0,0.0,1202701.0,991457.0
30-09 10:41:05,3.500,2.657,90.992,0.0,0.0,2.852,7307329536.0,24670208.0,1509027840.0,28066193408.0,0.0,61440.0,771860.0,646797.0
30-09 10:41:06,3.567,3.104,91.149,0.0,0.0,2.180,7307747328.0,24670208.0,1509199872.0,28065603584.0,0.0,0.0,895216.0,750743.0
30-09 10:41:07,23.246,7.214,64.061,0.0,0.0,5.478,7323922432.0,24670208.0,1509666816.0,28048961536.0,0.0,0.0,1640769.0,1344323.0
30-09 10:41:08,6.535,5.281,83.564,0.0,0.0,4.620,7324016640.0,24670208.0,1510084608.0,28048449536.0,0.0,0.0,1464534.0,1216188.0
30-09 10:41:09,21.969,6.162,68.453,0.0,0.0,3.416,7326679040.0,24670208.0,1510379520.0,28045492224.0,0.0,0.0,992054.0,732236.0
30-09 10:41:10,31.704,6.789,57.298,0.272,0.0,3.938,7364677632.0,24678400.0,1510711296.0,28007153664.0,0.0,16384.0,996020.0,768877.0
30-09 10:41:11,6.697,4.662,82.863,0.0,0.0,5.778,7373885440.0,24678400.0,1511129088.0,27997528064.0,0.0,0.0,1478587.0,1216476.0
30-09 10:41:12,5.033,3.907,87.152,0.0,0.0,3.907,7373905920.0,24678400.0,1511428096.0,27997208576.0,0.0,0.0,1181209.0,985136.0
30-09 10:41:13,5.267,4.933,85.200,0.0,0.0,4.600,7373602816.0,24678400.0,1511817216.0,27997122560.0,0.0,0.0,1389553.0,1169569.0
30-09 10:41:14,3.974,3.844,88.925,0.0,0.0,3.257,7373848576.0,24678400.0,1512050688.0,27996643328.0,0.0,0.0,985457.0,816211.0
30-09 10:41:15,6.075,3.605,85.915,0.0,0.0,4.406,7374229504.0,24686592.0,1512370176.0,27995934720.0,0.0,16384.0,1354081.0,1139980.0
30-09 10:41:16,4.620,4.290,87.261,0.0,0.0,3.828,7373406208.0,24686592.0,1512730624.0,27996397568.0,0.0,0.0,1218960.0,973323.0
30-09 10:41:17,16.064,4.886,72.691,0.402,0.0,5.957,7373987840.0,24686592.0,1513127936.0,27995418624.0,0.0,4923392.0,1455542.0,1153481.0
30-09 10:41:18,6.039,2.013,89.221,0.0,0.0,2.727,7389237248.0,24686592.0,1513275392.0,27980021760.0,0.0,0.0,650153.0,564778.0
30-09 10:41:19,16.368,5.368,74.089,0.0,0.0,4.175,7403692032.0,24686592.0,1513619456.0,27965222912.0,0.0,0.0,1228655.0,976488.0
30-09 10:41:20,10.224,4.683,80.277,0.0,0.0,4.815,7404371968.0,24694784.0,1513947136.0,27964207104.0,0.0,49152.0,1368316.0,1125281.0
30-09 10:41:21,4.265,4.003,88.123,0.0,0.0,3.609,7404097536.0,24694784.0,1514311680.0,27964116992.0,0.0,0.0,1143265.0,950563.0
30-09 10:41:22,3.786,2.742,90.405,0.0,0.0,3.068,7404859392.0,24694784.0,1514459136.0,27963207680.0,0.0,0.0,897779.0,759913.0
30-09 10:41:23,5.505,3.932,86.435,0.0,0.0,4.128,7403814912.0,24694784.0,1514815488.0,27963895808.0,0.0,0.0,1236187.0,1033515.0
30-09 10:41:24,5.354,3.569,86.781,0.0,0.0,4.296,7404290048.0,24694784.0,1515048960.0,27963187200.0,0.0,0.0,1252953.0,1010254.0
30-09 10:41:25,8.495,5.552,79.599,0.0,0.0,6.355,7404261376.0,24702976.0,1515548672.0,27962707968.0,0.0,20480.0,1790144.0,1495534.0
30-09 10:41:26,10.956,3.785,81.673,0.0,0.0,3.586,7404535808.0,24702976.0,1515847680.0,27962134528.0,0.0,0.0,1060178.0,882854.0
30-09 10:41:27,13.298,6.122,75.510,0.263,0.0,4.806,7412613120.0,24702976.0,1516208128.0,27953696768.0,0.0,3153920.0,1440241.0,1193646.0
30-09 10:41:28,28.786,6.958,60.300,0.0,0.0,3.956,7415627776.0,24702976.0,1516539904.0,27950350336.0,0.0,0.0,1081978.0,842867.0
30-09 10:41:29,15.158,5.902,75.319,0.0,0.0,3.622,7472304128.0,24702976.0,1516830720.0,27893383168.0,0.0,0.0,1090583.0,864347.0
30-09 10:41:30,5.232,3.311,87.483,0.0,0.0,3.974,7473512448.0,24711168.0,1517137920.0,27891859456.0,0.0,49152.0,1189449.0,1002407.0
30-09 10:41:31,5.413,4.356,86.865,0.0,0.0,3.366,7475113984.0,24711168.0,1517412352.0,27889983488.0,0.0,0.0,1156412.0,963654.0
30-09 10:41:32,6.019,4.762,84.921,0.0,0.0,4.299,7474843648.0,24711168.0,1517752320.0,27889913856.0,0.0,0.0,1400571.0,1157255.0
30-09 10:41:33,4.111,3.581,88.859,0.0,0.0,3.448,7474425856.0,24711168.0,1518034944.0,27890049024.0,0.0,0.0,1052238.0,872069.0
30-09 10:41:34,6.040,4.362,85.101,0.0,0.0,4.497,7475048448.0,24711168.0,1518374912.0,27889086464.0,0.0,0.0,1506253.0,1255746.0
30-09 10:41:35,6.693,4.217,84.137,0.0,0.0,4.953,7475769344.0,24719360.0,1518739456.0,27887992832.0,0.0,16384.0,1347735.0,1088911.0
30-09 10:41:36,6.591,4.993,83.688,0.0,0.0,4.727,7475212288.0,24719360.0,1519132672.0,27888156672.0,0.0,0.0,1513419.0,1242954.0
30-09 10:41:37,5.863,1.910,89.987,0.395,0.0,1.845,7475453952.0,24719360.0,1519304704.0,27887742976.0,0.0,3215360.0,652667.0,543175.0
30-09 10:41:38,6.176,3.022,87.254,0.0,0.0,3.548,7474974720.0,24719360.0,1519517696.0,27888009216.0,0.0,0.0,929410.0,781080.0
30-09 10:41:39,12.941,3.529,79.477,0.0,0.0,4.052,7475228672.0,24719360.0,1519771648.0,27887501312.0,0.0,0.0,973788.0,787734.0
30-09 10:41:40,3.590,3.191,90.027,0.0,0.0,3.191,7475744768.0,24727552.0,1519968256.0,27886780416.0,0.0,49152.0,1052308.0,879426.0
30-09 10:41:41,5.375,5.176,84.539,0.0,0.0,4.910,7475941376.0,24727552.0,1520361472.0,27886190592.0,0.0,0.0,1397998.0,1145898.0
30-09 10:41:42,4.973,3.183,87.666,0.0,0.0,4.178,7476232192.0,24727552.0,1520627712.0,27885633536.0,0.0,0.0,1228657.0,1029938.0
30-09 10:41:43,5.013,4.222,86.544,0.0,0.0,4.222,7475503104.0,24727552.0,1521012736.0,27885977600.0,0.0,0.0,1204944.0,990036.0
30-09 10:41:44,4.973,3.714,87.467,0.0,0.0,3.846,7476228096.0,24727552.0,1521266688.0,27884998656.0,0.0,0.0,1176936.0,988988.0
30-09 10:41:45,8.450,4.258,83.100,0.0,0.0,4.192,7475863552.0,24735744.0,1521614848.0,27885006848.0,0.0,24576.0,1273380.0,1033262.0
30-09 10:41:46,14.030,3.309,80.410,0.0,0.0,2.250,7483179008.0,24735744.0,1521893376.0,27877412864.0,0.0,0.0,859562.0,679029.0
30-09 10:41:47,9.594,5.197,79.747,0.266,0.0,5.197,7510994944.0,24735744.0,1522278400.0,27849211904.0,0.0,3022848.0,1511169.0,1237457.0
30-09 10:41:48,32.043,5.874,59.413,0.0,0.0,2.670,7527657472.0,24735744.0,1522556928.0,27832270848.0,0.0,0.0,876700.0,665965.0
30-09 10:41:49,5.411,2.868,88.396,0.0,0.0,3.325,7546359808.0,24735744.0,1522769920.0,27813355520.0,0.0,0.0,926434.0,747741.0
30-09 10:41:50,3.338,3.010,90.576,0.0,0.0,3.076,7545933824.0,24743936.0,1523044352.0,27813498880.0,0.0,49152.0,929001.0,776430.0
30-09 10:41:51,4.117,3.586,89.044,0.0,0.0,3.254,7546249216.0,24743936.0,1523326976.0,27812900864.0,0.0,0.0,1079361.0,897236.0
30-09 10:41:52,4.172,2.542,90.026,0.0,0.0,3.259,7546916864.0,24743936.0,1523539968.0,27812020224.0,0.0,0.0,1010200.0,828506.0
30-09 10:41:53,7.839,5.665,80.632,0.0,0.0,5.863,7546818560.0,24743936.0,1524039680.0,27811618816.0,0.0,0.0,1725330.0,1416201.0
30-09 10:41:54,4.098,3.106,88.830,0.0,0.0,3.966,7546601472.0,24743936.0,1524314112.0,27811561472.0,0.0,0.0,1039852.0,870277.0
30-09 10:41:55,4.847,2.855,89.177,0.0,0.0,3.121,7546888192.0,24752128.0,1524596736.0,27810983936.0,0.0,16384.0,1096106.0,903134.0
30-09 10:41:56,4.599,2.628,90.276,0.0,0.0,2.497,7546863616.0,24752128.0,1524813824.0,27810791424.0,0.0,0.0,784293.0,645869.0
30-09 10:41:57,7.765,5.469,81.769,0.270,0.0,4.727,7547494400.0,24752128.0,1525211136.0,27809763328.0,0.0,2998272.0,1653294.0,1342455.0
30-09 10:41:58,8.895,3.841,83.221,0.0,0.0,4.043,7546933248.0,24752128.0,1525592064.0,27809943552.0,0.0,0.0,1289911.0,1040373.0
30-09 10:41:59,15.0,5.133,76.200,0.0,0.0,3.667,7547617280.0,24752128.0,1525932032.0,27808919552.0,0.0,0.0,1259950.0,1017851.0
30-09 10:42:00,6.527,3.068,87.794,0.0,0.0,2.611,7570337792.0,24760320.0,1526145024.0,27785977856.0,0.0,49152.0,793985.0,678261.0
30-09 10:42:01,4.832,4.094,87.450,0.0,0.0,3.624,7578902528.0,24760320.0,1526382592.0,27777175552.0,0.0,0.0,1177751.0,961371.0
30-09 10:42:02,5.203,4.336,86.724,0.0,0.0,3.736,7579820032.0,24760320.0,1526677504.0,27775963136.0,0.0,0.0,1270846.0,1069955.0
30-09 10:42:03,6.954,4.901,82.980,0.0,0.0,5.166,7579590656.0,24760320.0,1527058432.0,27775811584.0,0.0,0.0,1504902.0,1257772.0
30-09 10:42:04,4.236,3.309,89.146,0.0,0.0,3.309,7579095040.0,24760320.0,1527353344.0,27776012288.0,0.0,0.0,1062596.0,903060.0
30-09 10:42:05,4.528,3.543,88.780,0.0,0.0,3.150,7579668480.0,24768512.0,1527578624.0,27775205376.0,0.0,20480.0,1012298.0,841380.0
