"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node09",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cassandra-20201001-102323-workloadc-32-client.csv 1 400",,,,"Date:","01 Oct 2020 09:23:30 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
01-10 09:23:30,1.469,1.299,96.255,0.007,0.0,0.970,316674048.0,25231360.0,443793408.0,36121522176.0,84047.889,7972.934,0.0,0.0
01-10 09:23:31,0.0,0.062,99.938,0.0,0.0,0.0,316502016.0,25231360.0,443822080.0,36121665536.0,0.0,0.0,291.0,282.0
01-10 09:23:32,0.0,0.0,100.0,0.0,0.0,0.0,316502016.0,25231360.0,443822080.0,36121665536.0,0.0,0.0,91.0,100.0
01-10 09:23:33,0.0,0.0,100.0,0.0,0.0,0.0,316502016.0,25231360.0,443822080.0,36121665536.0,0.0,0.0,191.0,191.0
01-10 09:23:34,0.0,0.0,100.0,0.0,0.0,0.0,316502016.0,25231360.0,443822080.0,36121665536.0,0.0,0.0,411.0,402.0
01-10 09:23:35,0.0,0.0,100.0,0.0,0.0,0.0,316502016.0,25231360.0,443822080.0,36121665536.0,0.0,0.0,547.0,671.0
01-10 09:23:36,0.0,0.0,100.0,0.0,0.0,0.0,316502016.0,25243648.0,443809792.0,36121665536.0,0.0,49152.0,91.0,100.0
01-10 09:23:37,0.0,0.0,100.0,0.0,0.0,0.0,316502016.0,25243648.0,443809792.0,36121665536.0,0.0,0.0,191.0,191.0
01-10 09:23:38,0.691,0.314,98.869,0.0,0.0,0.126,320221184.0,25243648.0,443822080.0,36117934080.0,0.0,0.0,3476.0,2321.0
01-10 09:23:39,2.225,2.289,95.105,0.064,0.0,0.318,374349824.0,25350144.0,443899904.0,36063621120.0,0.0,458752.0,52139.0,66811.0
01-10 09:23:40,2.189,4.572,92.724,0.129,0.0,0.386,424710144.0,25387008.0,443875328.0,36013248512.0,0.0,540672.0,5226.0,6073.0
01-10 09:23:41,3.167,1.900,94.807,0.0,0.0,0.127,373362688.0,25415680.0,443953152.0,36064489472.0,0.0,434176.0,5545.0,4555.0
01-10 09:23:42,5.559,0.948,93.367,0.0,0.0,0.126,396431360.0,25415680.0,444047360.0,36041326592.0,0.0,0.0,331.0,1116.0
01-10 09:23:43,13.919,1.796,84.092,0.0,0.0,0.192,472027136.0,25415680.0,444051456.0,35965726720.0,0.0,0.0,314201.0,4306.0
01-10 09:23:44,14.491,6.332,77.937,0.0,0.0,1.240,1189920768.0,25423872.0,444043264.0,35247833088.0,0.0,118784.0,412922.0,129074.0
01-10 09:23:45,33.863,9.883,53.421,0.0,0.0,2.833,1240645632.0,25423872.0,444051456.0,35197100032.0,0.0,0.0,2361859.0,396880.0
01-10 09:23:46,35.397,9.085,52.086,0.067,0.0,3.365,1303220224.0,25423872.0,444051456.0,35134525440.0,0.0,233472.0,2757527.0,459164.0
01-10 09:23:47,39.341,6.994,51.042,0.0,0.0,2.623,1329516544.0,25423872.0,444051456.0,35108229120.0,0.0,0.0,3043784.0,519063.0
01-10 09:23:48,41.220,6.568,48.861,0.0,0.0,3.351,1338339328.0,25423872.0,444051456.0,35099406336.0,0.0,0.0,3222452.0,552472.0
01-10 09:23:49,9.043,3.790,85.306,0.0,0.0,1.862,1352368128.0,25432064.0,444051456.0,35085369344.0,0.0,45056.0,4099887.0,722385.0
01-10 09:23:50,3.278,3.144,91.839,0.0,0.0,1.739,1377325056.0,25432064.0,444051456.0,35060412416.0,0.0,0.0,4086419.0,717861.0
01-10 09:23:51,4.040,3.311,90.464,0.0,0.0,2.185,1398284288.0,25432064.0,444051456.0,35039453184.0,0.0,0.0,4114713.0,731915.0
01-10 09:23:52,4.241,2.651,90.258,0.0,0.0,2.850,1416830976.0,25432064.0,444051456.0,35020906496.0,0.0,0.0,4130017.0,733308.0
01-10 09:23:53,2.532,2.598,92.472,0.0,0.0,2.398,1421570048.0,25432064.0,444051456.0,35016167424.0,0.0,0.0,4133535.0,740892.0
01-10 09:23:54,2.383,3.044,92.323,0.0,0.0,2.250,1422708736.0,25440256.0,444051456.0,35015020544.0,0.0,16384.0,4142290.0,730880.0
