"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node09",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cockroach-20200930-191537-workloada-256-client.csv 1 400",,,,"Date:","30 Sep 2020 18:15:44 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 18:15:44,1.227,0.970,96.356,0.002,0.0,1.445,348844032.0,47030272.0,647503872.0,35863842816.0,18736.289,8879.112,0.0,0.0
30-09 18:15:45,0.125,0.0,99.813,0.0,0.0,0.062,348049408.0,47030272.0,647512064.0,35864629248.0,0.0,0.0,1253.0,1253.0
30-09 18:15:46,0.0,0.0,100.0,0.0,0.0,0.0,348049408.0,47030272.0,647512064.0,35864629248.0,0.0,0.0,548.0,670.0
30-09 18:15:47,0.063,0.0,99.937,0.0,0.0,0.0,348049408.0,47030272.0,647512064.0,35864629248.0,0.0,0.0,91.0,100.0
30-09 18:15:48,0.0,0.0,100.0,0.0,0.0,0.0,348049408.0,47030272.0,647512064.0,35864629248.0,0.0,0.0,91.0,100.0
30-09 18:15:49,0.062,0.0,99.938,0.0,0.0,0.0,348049408.0,47030272.0,647512064.0,35864629248.0,0.0,0.0,191.0,191.0
30-09 18:15:50,0.0,0.0,100.0,0.0,0.0,0.0,348049408.0,47042560.0,647499776.0,35864629248.0,0.0,45056.0,1512.0,1495.0
30-09 18:15:51,0.0,0.0,100.0,0.0,0.0,0.0,348049408.0,47042560.0,647499776.0,35864629248.0,0.0,0.0,547.0,670.0
30-09 18:15:52,0.062,0.0,99.938,0.0,0.0,0.0,348049408.0,47042560.0,647499776.0,35864629248.0,0.0,0.0,291.0,282.0
30-09 18:15:53,0.944,0.503,98.427,0.0,0.0,0.126,351612928.0,47042560.0,647540736.0,35861024768.0,0.0,0.0,3576.0,2412.0
30-09 18:15:54,2.102,2.293,95.096,0.064,0.0,0.446,376606720.0,47149056.0,647593984.0,35835871232.0,0.0,458752.0,53679.0,66898.0
30-09 18:15:55,2.124,4.440,92.921,0.129,0.0,0.386,389480448.0,47185920.0,647569408.0,35822985216.0,0.0,532480.0,3053.0,3090.0
30-09 18:15:56,3.706,2.248,93.317,0.0,0.0,0.729,401743872.0,47214592.0,647737344.0,35810525184.0,0.0,225280.0,7386.0,7455.0
30-09 18:15:57,7.734,12.799,78.782,0.0,0.0,0.684,464642048.0,47214592.0,647794688.0,35747569664.0,0.0,0.0,29655.0,55547.0
30-09 18:15:58,22.054,17.436,46.933,0.069,0.0,13.508,585662464.0,47214592.0,647868416.0,35626475520.0,0.0,0.0,2628876.0,1753081.0
30-09 18:15:59,10.972,48.292,31.078,0.0,0.0,9.658,696033280.0,47214592.0,648015872.0,35515957248.0,0.0,0.0,2127117.0,1466959.0
30-09 18:16:00,27.330,20.028,42.003,0.0,0.0,10.640,935776256.0,47214592.0,648126464.0,35276103680.0,0.0,0.0,1962838.0,1362195.0
30-09 18:16:01,27.040,22.960,30.083,0.138,0.0,19.779,1052618752.0,47222784.0,648282112.0,35159097344.0,0.0,81920.0,2386044.0,1561328.0
30-09 18:16:02,24.322,11.721,49.322,0.0,0.0,14.634,1129021440.0,47222784.0,648445952.0,35082530816.0,0.0,0.0,2982045.0,1901698.0
30-09 18:16:03,20.055,12.551,51.296,0.0,0.0,16.098,1195581440.0,47222784.0,648626176.0,35015790592.0,0.0,0.0,3054511.0,1954258.0
30-09 18:16:04,13.667,12.067,63.267,0.067,0.0,10.933,1292984320.0,47222784.0,648855552.0,34918158336.0,0.0,1507328.0,3122051.0,1616903.0
30-09 18:16:05,6.504,0.451,92.080,0.0,0.0,0.966,1297121280.0,47222784.0,648855552.0,34914021376.0,0.0,0.0,1101423.0,450525.0
30-09 18:16:06,0.442,0.0,99.369,0.0,0.0,0.189,1297604608.0,47230976.0,648847360.0,34913538048.0,0.0,65536.0,294826.0,127746.0
30-09 18:16:07,1.075,0.190,98.482,0.0,0.0,0.253,1302298624.0,47230976.0,648863744.0,34908827648.0,0.0,0.0,283585.0,124225.0
30-09 18:16:08,0.507,0.063,98.922,0.0,0.0,0.507,1304281088.0,47230976.0,648863744.0,34906845184.0,0.0,0.0,491729.0,187476.0
30-09 18:16:09,2.173,0.319,96.613,0.0,0.0,0.895,1313128448.0,47230976.0,648863744.0,34897997824.0,0.0,0.0,942111.0,379081.0
30-09 18:16:10,5.182,0.256,93.986,0.0,0.0,0.576,1333743616.0,47230976.0,648863744.0,34877382656.0,0.0,0.0,758921.0,333271.0
30-09 18:16:11,0.0,0.0,99.811,0.0,0.0,0.189,1331478528.0,47230976.0,648863744.0,34879647744.0,0.0,0.0,228626.0,96003.0
30-09 18:16:12,6.187,0.253,93.434,0.0,0.0,0.126,1353383936.0,47239168.0,648863744.0,34857734144.0,0.0,24576.0,255588.0,117970.0
30-09 18:16:13,2.153,0.190,97.087,0.0,0.0,0.570,1361330176.0,47239168.0,648863744.0,34849787904.0,0.0,0.0,583040.0,237358.0
30-09 18:16:14,0.190,0.127,99.430,0.0,0.0,0.253,1362726912.0,47239168.0,648863744.0,34848391168.0,0.0,0.0,352185.0,142427.0
30-09 18:16:15,0.446,0.127,98.918,0.0,0.0,0.509,1365446656.0,47239168.0,648863744.0,34845671424.0,0.0,0.0,646018.0,271940.0
30-09 18:16:16,0.446,0.191,98.980,0.0,0.0,0.382,1354997760.0,47239168.0,648863744.0,34856120320.0,0.0,0.0,680591.0,289619.0
30-09 18:16:17,1.015,0.190,98.415,0.0,0.0,0.380,1362452480.0,47239168.0,648863744.0,34848665600.0,0.0,0.0,521598.0,207732.0
30-09 18:16:18,0.254,0.191,99.174,0.0,0.0,0.381,1365458944.0,47239168.0,648863744.0,34845659136.0,0.0,0.0,519730.0,226373.0
30-09 18:16:19,2.041,0.128,97.513,0.0,0.0,0.319,1369702400.0,47247360.0,648859648.0,34841411584.0,0.0,20480.0,614722.0,265433.0
30-09 18:16:20,0.128,0.191,99.170,0.0,0.0,0.511,1374085120.0,47247360.0,648863744.0,34837024768.0,0.0,0.0,697611.0,302518.0
30-09 18:16:21,2.571,0.193,96.658,0.0,0.0,0.578,1379872768.0,47247360.0,648863744.0,34831237120.0,0.0,0.0,871094.0,345461.0
30-09 18:16:22,0.317,0.254,98.984,0.0,0.0,0.444,1383161856.0,47247360.0,648863744.0,34827948032.0,0.0,0.0,627147.0,283776.0
30-09 18:16:23,0.064,0.127,99.426,0.0,0.0,0.382,1386807296.0,47247360.0,648863744.0,34824302592.0,0.0,0.0,644903.0,273836.0
30-09 18:16:24,0.063,0.063,99.492,0.0,0.0,0.381,1388232704.0,47247360.0,648863744.0,34822877184.0,0.0,0.0,502612.0,198204.0
30-09 18:16:25,0.063,0.063,99.685,0.0,0.0,0.189,1389469696.0,47247360.0,648863744.0,34821640192.0,0.0,0.0,247110.0,100310.0
30-09 18:16:26,0.254,0.127,99.048,0.0,0.0,0.571,1392775168.0,47247360.0,648863744.0,34818334720.0,0.0,0.0,638683.0,271356.0
30-09 18:16:27,0.637,0.064,98.600,0.0,0.0,0.700,1398325248.0,47247360.0,648863744.0,34812784640.0,0.0,0.0,611972.0,271752.0
30-09 18:16:28,0.126,0.063,97.863,0.0,0.0,1.948,1400852480.0,47247360.0,648863744.0,34810257408.0,0.0,0.0,542366.0,245694.0
30-09 18:16:29,0.063,0.189,97.986,0.0,0.0,1.762,1404293120.0,47247360.0,648863744.0,34806816768.0,0.0,0.0,540753.0,239110.0
30-09 18:16:30,0.189,0.126,98.175,0.0,0.0,1.510,1406398464.0,47247360.0,648863744.0,34804711424.0,0.0,0.0,360456.0,162541.0
30-09 18:16:31,0.126,0.126,96.979,0.0,0.0,2.769,1409073152.0,47247360.0,648863744.0,34802036736.0,0.0,0.0,664845.0,275910.0
30-09 18:16:32,0.191,0.191,97.266,0.0,0.0,2.352,1412091904.0,47255552.0,648863744.0,34799009792.0,0.0,16384.0,599849.0,267576.0
30-09 18:16:33,0.127,0.127,97.266,0.0,0.0,2.479,1414963200.0,47255552.0,648863744.0,34796138496.0,0.0,0.0,691959.0,269514.0
30-09 18:16:34,0.190,0.253,98.292,0.0,0.0,1.265,1418240000.0,47255552.0,648863744.0,34792861696.0,0.0,16384.0,315414.0,125946.0
30-09 18:16:35,0.063,0.126,98.238,0.0,0.0,1.573,1420070912.0,47255552.0,648863744.0,34791030784.0,0.0,0.0,578069.0,219256.0
30-09 18:16:36,0.250,0.250,97.314,0.0,0.0,2.186,1423130624.0,47255552.0,648863744.0,34787971072.0,0.0,0.0,609189.0,273938.0
30-09 18:16:37,0.689,0.063,97.871,0.0,0.0,1.378,1427238912.0,47255552.0,648863744.0,34783862784.0,0.0,0.0,377353.0,151254.0
30-09 18:16:38,0.188,0.0,98.933,0.0,0.0,0.879,1428033536.0,47255552.0,648863744.0,34783068160.0,0.0,0.0,139406.0,57510.0
30-09 18:16:39,0.063,0.314,97.804,0.0,0.0,1.819,1429463040.0,47263744.0,648855552.0,34781638656.0,0.0,77824.0,475505.0,217070.0
30-09 18:16:40,0.0,0.125,98.996,0.0,0.0,0.878,1431293952.0,47263744.0,648863744.0,34779799552.0,0.0,0.0,250915.0,108087.0
30-09 18:16:41,0.126,0.252,97.984,0.0,0.0,1.638,1433542656.0,47263744.0,648863744.0,34777550848.0,0.0,0.0,628661.0,259111.0
30-09 18:16:42,0.125,0.125,97.179,0.0,0.0,2.571,1436925952.0,47263744.0,648863744.0,34774167552.0,0.0,0.0,763225.0,318923.0
30-09 18:16:43,0.063,0.0,99.056,0.0,0.0,0.881,1439248384.0,47263744.0,648863744.0,34771845120.0,0.0,0.0,296996.0,125198.0
30-09 18:16:44,0.062,0.125,97.812,0.0,0.0,2.0,1440423936.0,47267840.0,648859648.0,34770669568.0,0.0,12288.0,453720.0,187062.0
30-09 18:16:45,0.188,0.126,97.299,0.0,0.0,2.387,1443966976.0,47267840.0,648863744.0,34767122432.0,0.0,0.0,745894.0,303982.0
30-09 18:16:46,0.314,0.126,97.050,0.0,0.0,2.511,1447153664.0,47267840.0,648863744.0,34763935744.0,0.0,0.0,710462.0,298392.0
30-09 18:16:47,0.189,0.126,97.796,0.0,0.0,1.889,1452576768.0,47267840.0,648863744.0,34758512640.0,0.0,0.0,626138.0,264709.0
30-09 18:16:48,0.126,0.063,98.175,0.0,0.0,1.636,1455845376.0,47267840.0,648863744.0,34755244032.0,0.0,0.0,594168.0,236492.0
30-09 18:16:49,0.252,0.189,98.613,0.0,0.0,0.946,1458290688.0,47267840.0,648863744.0,34752798720.0,0.0,0.0,351820.0,138512.0
30-09 18:16:50,0.442,0.189,96.845,0.0,0.0,2.524,1460846592.0,47267840.0,648863744.0,34750242816.0,0.0,0.0,916870.0,370924.0
30-09 18:16:51,2.277,1.392,94.687,0.0,0.0,1.645,1499664384.0,47267840.0,648863744.0,34711425024.0,0.0,0.0,325823.0,138941.0
30-09 18:16:52,0.125,0.062,98.125,0.062,0.0,1.625,1499607040.0,47276032.0,648863744.0,34711474176.0,0.0,16384.0,421649.0,165932.0
30-09 18:16:53,0.126,0.126,97.793,0.0,0.0,1.955,1499443200.0,47276032.0,648863744.0,34711638016.0,0.0,0.0,664147.0,268283.0
30-09 18:16:54,0.063,0.251,97.048,0.0,0.0,2.638,1500545024.0,47276032.0,648863744.0,34710536192.0,0.0,0.0,725518.0,300544.0
30-09 18:16:55,0.126,0.126,97.615,0.0,0.0,2.134,1500106752.0,47276032.0,648863744.0,34710974464.0,0.0,0.0,667590.0,260992.0
30-09 18:16:56,0.062,0.062,98.380,0.0,0.0,1.495,1500082176.0,47276032.0,648863744.0,34710999040.0,0.0,0.0,301885.0,135923.0
30-09 18:16:57,0.378,0.063,98.615,0.0,0.0,0.945,1500147712.0,47276032.0,648863744.0,34710933504.0,0.0,0.0,319034.0,147909.0
30-09 18:16:58,0.063,0.063,98.303,0.0,0.0,1.571,1500205056.0,47276032.0,648863744.0,34710876160.0,0.0,0.0,434941.0,189370.0
30-09 18:16:59,0.063,0.063,98.119,0.0,0.0,1.755,1500307456.0,47276032.0,648863744.0,34710773760.0,0.0,0.0,454510.0,198216.0
30-09 18:17:00,0.125,0.062,98.814,0.0,0.0,0.999,1500307456.0,47276032.0,648863744.0,34710773760.0,0.0,0.0,216208.0,86849.0
30-09 18:17:01,0.0,0.062,97.693,0.0,0.0,2.244,1500299264.0,47276032.0,648863744.0,34710781952.0,0.0,0.0,390940.0,170383.0
30-09 18:17:02,0.125,0.188,98.559,0.0,0.0,1.128,1500901376.0,47284224.0,648867840.0,34710167552.0,0.0,36864.0,311959.0,118600.0
30-09 18:17:03,0.126,0.126,97.609,0.0,0.0,2.140,1500893184.0,47284224.0,648867840.0,34710175744.0,0.0,0.0,668685.0,289344.0
30-09 18:17:04,0.125,0.063,97.434,0.0,0.0,2.378,1500786688.0,47284224.0,648867840.0,34710282240.0,0.0,16384.0,624941.0,267405.0
30-09 18:17:05,0.252,0.189,96.602,0.0,0.0,2.958,1501298688.0,47284224.0,648867840.0,34709770240.0,0.0,0.0,933465.0,406505.0
30-09 18:17:06,0.126,0.063,97.740,0.0,0.0,2.072,1500913664.0,47284224.0,648867840.0,34710155264.0,0.0,0.0,615742.0,255329.0
30-09 18:17:07,2.525,0.253,95.518,0.0,0.0,1.705,1506893824.0,47292416.0,648867840.0,34704166912.0,0.0,40960.0,514932.0,208908.0
30-09 18:17:08,0.125,0.062,97.625,0.0,0.0,2.188,1506918400.0,47292416.0,648867840.0,34704142336.0,0.0,0.0,556302.0,230911.0
30-09 18:17:09,0.251,0.188,96.675,0.0,0.0,2.886,1507024896.0,47292416.0,648867840.0,34704035840.0,0.0,0.0,901127.0,355029.0
30-09 18:17:10,0.125,0.125,97.935,0.0,0.0,1.815,1506930688.0,47292416.0,648867840.0,34704130048.0,0.0,45056.0,498130.0,209233.0
30-09 18:17:11,0.063,0.063,97.737,0.0,0.0,2.137,1506930688.0,47292416.0,648867840.0,34704130048.0,0.0,0.0,656055.0,280688.0
30-09 18:17:12,0.063,0.063,98.561,0.0,0.0,1.314,1506988032.0,47292416.0,648867840.0,34704072704.0,0.0,0.0,325480.0,149847.0
30-09 18:17:13,0.250,0.062,98.312,0.0,0.0,1.375,1507102720.0,47292416.0,648867840.0,34703958016.0,0.0,0.0,325631.0,141459.0
30-09 18:17:14,0.189,0.189,97.357,0.0,0.0,2.266,1507991552.0,47292416.0,648867840.0,34703069184.0,0.0,0.0,688247.0,276092.0
30-09 18:17:15,0.188,0.125,97.307,0.0,0.0,2.379,1508245504.0,47292416.0,648867840.0,34702815232.0,0.0,0.0,675148.0,279475.0
30-09 18:17:16,0.314,0.126,97.927,0.0,0.0,1.633,1508323328.0,47292416.0,648867840.0,34702737408.0,0.0,0.0,378293.0,166832.0
30-09 18:17:17,0.251,0.314,96.171,0.0,0.0,3.264,1508708352.0,47292416.0,648871936.0,34702348288.0,0.0,0.0,1072660.0,434956.0
30-09 18:17:18,0.0,0.063,98.561,0.0,0.0,1.377,1508257792.0,47292416.0,648871936.0,34702798848.0,0.0,0.0,326828.0,153940.0
30-09 18:17:19,0.063,0.0,99.375,0.0,0.0,0.563,1508159488.0,47292416.0,648871936.0,34702897152.0,0.0,0.0,64626.0,31474.0
30-09 18:17:20,0.062,0.0,98.312,0.0,0.0,1.625,1508044800.0,47292416.0,648871936.0,34703011840.0,0.0,12288.0,310878.0,118482.0
30-09 18:17:21,0.062,0.187,97.940,0.0,0.0,1.810,1507971072.0,47292416.0,648871936.0,34703085568.0,0.0,0.0,508927.0,212715.0
30-09 18:17:22,0.126,0.063,97.866,0.0,0.0,1.946,1507848192.0,47300608.0,648871936.0,34703200256.0,0.0,24576.0,522946.0,201189.0
30-09 18:17:23,0.0,0.0,98.370,0.0,0.0,1.630,1507880960.0,47300608.0,648871936.0,34703167488.0,0.0,0.0,411815.0,171037.0
30-09 18:17:24,0.063,0.063,99.061,0.0,0.0,0.814,1507799040.0,47300608.0,648871936.0,34703249408.0,0.0,0.0,178671.0,74996.0
30-09 18:17:25,0.187,0.062,98.253,0.0,0.0,1.497,1507725312.0,47300608.0,648871936.0,34703323136.0,0.0,0.0,288328.0,115172.0
30-09 18:17:26,0.313,0.125,97.811,0.0,0.0,1.751,1507758080.0,47300608.0,648871936.0,34703290368.0,0.0,0.0,504624.0,204298.0
30-09 18:17:27,0.251,0.063,98.433,0.0,0.0,1.254,1507762176.0,47300608.0,648876032.0,34703282176.0,0.0,0.0,324425.0,133704.0
30-09 18:17:28,0.063,0.063,98.744,0.0,0.0,1.131,1507729408.0,47300608.0,648876032.0,34703314944.0,0.0,0.0,344477.0,145280.0
30-09 18:17:29,0.124,0.062,98.009,0.0,0.0,1.805,1507532800.0,47300608.0,648876032.0,34703511552.0,0.0,0.0,293684.0,126754.0
30-09 18:17:30,0.250,0.188,97.624,0.0,0.0,1.939,1507368960.0,47300608.0,648876032.0,34703675392.0,0.0,0.0,588490.0,227644.0
30-09 18:17:31,0.125,0.0,98.504,0.0,0.0,1.372,1507508224.0,47300608.0,648876032.0,34703536128.0,0.0,0.0,276367.0,106049.0
30-09 18:17:32,0.0,0.125,99.187,0.0,0.0,0.688,1507508224.0,47308800.0,648876032.0,34703527936.0,0.0,16384.0,94179.0,49381.0
