"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node09",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cockroach-20200930-205622-workloadc-128-client.csv 1 400",,,,"Date:","30 Sep 2020 19:56:29 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 19:56:29,1.118,0.891,96.553,0.002,0.0,1.437,351350784.0,52068352.0,652410880.0,35851390976.0,15843.439,8474.126,0.0,0.0
30-09 19:56:30,0.0,0.0,100.0,0.0,0.0,0.0,351268864.0,52068352.0,652414976.0,35851468800.0,0.0,0.0,360.0,514.0
30-09 19:56:31,0.062,0.0,99.938,0.0,0.0,0.0,351268864.0,52068352.0,652414976.0,35851468800.0,0.0,0.0,391.0,373.0
30-09 19:56:32,0.0,0.063,99.937,0.0,0.0,0.0,351268864.0,52068352.0,652414976.0,35851468800.0,0.0,8192.0,191.0,191.0
30-09 19:56:33,0.0,0.0,100.0,0.0,0.0,0.0,351268864.0,52068352.0,652414976.0,35851468800.0,0.0,0.0,291.0,282.0
30-09 19:56:34,0.0,0.125,99.875,0.0,0.0,0.0,351002624.0,52080640.0,652414976.0,35851722752.0,0.0,65536.0,191.0,191.0
30-09 19:56:35,0.0,0.0,100.0,0.0,0.0,0.0,351002624.0,52080640.0,652414976.0,35851722752.0,0.0,0.0,447.0,587.0
30-09 19:56:36,1.392,0.822,97.533,0.063,0.0,0.190,378085376.0,52199424.0,652337152.0,35824599040.0,0.0,389120.0,4576.0,4148.0
30-09 19:56:37,1.918,2.813,94.885,0.0,0.0,0.384,392253440.0,52199424.0,652505088.0,35810263040.0,0.0,151552.0,51411.0,62812.0
30-09 19:56:38,2.574,4.633,92.214,0.129,0.0,0.450,424525824.0,52232192.0,652578816.0,35777884160.0,0.0,528384.0,6195.0,6941.0
30-09 19:56:39,5.481,5.354,89.038,0.064,0.0,0.064,440696832.0,52264960.0,652644352.0,35761614848.0,0.0,204800.0,12054.0,18824.0
30-09 19:56:40,2.797,16.402,80.801,0.0,0.0,0.0,448012288.0,52264960.0,652668928.0,35754274816.0,0.0,0.0,668.0,1157.0
30-09 19:56:41,17.295,16.958,57.537,0.0,0.0,8.210,515338240.0,52264960.0,652693504.0,35686924288.0,0.0,0.0,1368047.0,930468.0
30-09 19:56:42,14.922,35.246,39.703,0.0,0.0,10.128,631427072.0,52264960.0,652820480.0,35570708480.0,0.0,253952.0,2114239.0,1400070.0
