"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sconekv-worker-1",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output sconekv-80-workloada-1024-20201206-173154-1.csv 1 400",,,,"Date:","06 Dec 2020 17:32:05 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
06-12 17:32:05,26.489,6.048,67.191,0.197,0.075,4713406464,26347884544,54910976,2424295424,59835.636,1640860.578,0,0
06-12 17:32:06,2.764,0.503,96.734,0,0,4713418752,26347855872,54910976,2424307712,0,0,60220,79983
06-12 17:32:07,1.768,0.253,97.980,0,0,4713418752,26347855872,54910976,2424307712,0,0,54826,50716
06-12 17:32:08,1.259,0.756,97.985,0,0,4713517056,26347757568,54910976,2424307712,0,0,62598,64040
06-12 17:32:09,1.519,0.759,97.722,0,0,4713353216,26347921408,54910976,2424307712,0,0,58245,58394
06-12 17:32:10,1.266,0.253,98.481,0,0,4713418752,26347855872,54910976,2424307712,0,0,81329,78830
06-12 17:32:11,1.259,1.008,97.733,0,0,4713508864,26347757568,54919168,2424307712,0,45056,55947,55425
06-12 17:32:12,2.010,0.503,97.487,0,0,4713377792,26347888640,54919168,2424307712,0,0,55765,52671
06-12 17:32:13,1.754,0.501,97.494,0,0.251,4713377792,26347888640,54919168,2424307712,0,0,56198,57276
06-12 17:32:14,3,0.750,96.250,0,0,4713410560,26347855872,54919168,2424307712,0,0,82241,78620
06-12 17:32:15,1.266,0.253,98.481,0,0,4713312256,26347954176,54919168,2424307712,0,0,52997,52691
06-12 17:32:16,1.515,0.505,97.980,0,0,4713607168,26347659264,54919168,2424307712,0,0,52808,51035
06-12 17:32:17,1.511,0.756,97.481,0.252,0,4713435136,26347823104,54927360,2424307712,0,12288,52030,51331
06-12 17:32:18,1.515,0.505,97.980,0,0,4713500672,26347757568,54927360,2424307712,0,0,86388,86014
06-12 17:32:19,3.299,0.761,95.939,0,0,4713500672,26347757568,54927360,2424307712,0,0,68834,61142
06-12 17:32:20,0.759,0.759,98.481,0,0,4713566208,26347692032,54927360,2424307712,0,0,53906,51587
06-12 17:32:21,1.759,0.754,97.487,0,0,4713500672,26347757568,54927360,2424307712,0,434176,54062,53516
06-12 17:32:22,18.159,6.468,75.124,0.249,0,4767350784,26228699136,54935552,2488274944,0,45056,54544,54065
06-12 17:32:23,43.641,11.222,44.888,0,0.249,4876464128,26007568384,54935552,2597326848,0,0,54476,52913
06-12 17:32:24,77.805,17.207,4.988,0,0,4995993600,25712340992,54935552,2768834560,0,2621440,66792,100444
06-12 17:32:25,59.950,5.473,25.871,8.706,0,5004201984,25739083776,54980608,2734055424,0,126423040,57306,48108
06-12 17:32:26,38.765,4.198,50.370,6.667,0,5016231936,25729355776,55001088,2731806720,0,69316608,74444,114674
06-12 17:32:27,7.089,2.278,85.823,4.810,0,5021597696,25776463872,55021568,2680180736,0,59797504,75345,98409
06-12 17:32:28,10.327,1.259,88.413,0,0,5021388800,25776660480,55021568,2680193024,0,0,100652,122142
06-12 17:32:29,32.258,4.467,63.275,0,0,5022629888,25775370240,55021568,2680221696,0,0,380129,404032
06-12 17:32:30,83.208,5.764,10.777,0,0.251,5059248128,25738334208,55021568,2680360960,0,0,1022284,1020290
06-12 17:32:31,90.476,6.516,3.008,0,0,5070233600,25727066112,55021568,2680541184,0,0,667419,762102
06-12 17:32:32,58.750,6,35.250,0,0,5070856192,25726017536,55025664,2680705024,0,45056,644743,770479
06-12 17:32:33,41.750,8.500,49.750,0,0,5076525056,25719996416,55025664,2680844288,0,0,938940,1007076
06-12 17:32:34,43.333,6.410,50.256,0,0,5079748608,25716514816,55025664,2681008128,0,0,771566,887617
06-12 17:32:35,14.872,3.077,81.795,0,0.256,5081473024,25714581504,55025664,2681098240,0,0,390184,419117
06-12 17:32:36,27.062,6.186,66.753,0,0,5084360704,25711509504,55025664,2681163776,0,118784,742024,797000
06-12 17:32:37,54.545,9.596,35.859,0,0,5093228544,25701957632,55033856,2681503744,0,65536,1342636,1432973
06-12 17:32:38,14.573,2.764,82.412,0,0.251,5103869952,25691279360,55033856,2681507840,0,0,301337,330235
06-12 17:32:39,20.413,4.910,74.677,0,0,5123600384,25671282688,55033856,2681647104,0,0,499994,543001
06-12 17:32:40,18.750,4.948,76.302,0,0,5149724672,25645092864,55033856,2681704448,0,0,523418,567004
06-12 17:32:41,49.869,10.966,38.903,0,0.261,5275226112,25519120384,55033856,2681978880,0,0,1306294,1454495
06-12 17:32:42,50.873,8.978,40.150,0,0,5362667520,25431076864,55042048,2682298368,0,20480,1098142,1187516
