"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cockroach-worker-12",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output cockroach-80-workloada-1024-20201207-171730-12.csv 1 400",,,,"Date:","07 Dec 2020 17:17:42 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
07-12 17:17:42,23.414,6.035,69.246,1.092,0.213,1022111744,30007267328,96059392,2429538304,96688.152,1797820.553,0,0
07-12 17:17:43,28.244,6.616,64.631,0.254,0.254,1022103552,30007267328,96059392,2429538304,0,176128,2356022,2544032
07-12 17:17:44,23.469,4.592,71.429,0.255,0.255,1022091264,30007275520,96059392,2429542400,0,200704,2137902,2187888
07-12 17:17:45,24.745,6.888,68.367,0,0,1022025728,30007341056,96059392,2429542400,0,0,2341198,2468385
07-12 17:17:46,27.907,4.393,67.183,0.258,0.258,1022054400,30007308288,96059392,2429546496,0,102400,1863723,1967750
07-12 17:17:47,24.806,6.718,67.959,0.258,0.258,1021865984,30007488512,96059392,2429554688,0,126976,2127654,2339850
07-12 17:17:48,22.423,6.443,70.876,0,0.258,1022029824,30007324672,96059392,2429554688,0,118784,2091686,2217219
07-12 17:17:49,29.639,5.670,64.175,0.258,0.258,1021947904,30007398400,96059392,2429562880,0,151552,2542172,2730295
07-12 17:17:50,24.242,7.071,68.434,0,0.253,1022140416,30007185408,96059392,2429566976,0,0,2031596,2098821
07-12 17:17:51,30.025,7.888,61.578,0.254,0.254,1022377984,30006919168,96059392,2429575168,0,139264,2295557,2392629
07-12 17:17:52,26.209,6.107,67.430,0,0.254,1022373888,30006878208,96059392,2429583360,0,139264,2071766,2173083
07-12 17:17:53,30.127,7.848,61.013,0.759,0.253,1021923328,30007279616,96059392,2429612032,0,765952,2634426,2804055
07-12 17:17:54,28.682,6.977,64.083,0,0.258,1022337024,30006738944,96059392,2429624320,0,0,2197075,2324017
07-12 17:17:55,33.846,6.923,58.718,0.256,0.256,1022742528,30006181888,96059392,2429644800,0,45056,2518544,2706620
07-12 17:17:56,27.296,7.653,64.541,0.255,0.255,1023123456,30005706752,96059392,2429657088,0,266240,2016776,2146074
07-12 17:17:57,40.827,8.269,50.388,0.258,0.258,1028579328,30000128000,96059392,2429673472,0,266240,2856418,3172239
07-12 17:17:58,31.122,8.673,59.184,0.510,0.510,1030369280,29997711360,96059392,2429714432,0,348160,2287468,2518900
07-12 17:17:59,35.219,9.512,54.499,0.514,0.257,1031630848,29996331008,96059392,2429726720,0,438272,2819945,3056328
07-12 17:18:00,33.854,8.333,57.292,0.260,0.260,1041133568,29986619392,96059392,2429775872,0,315392,2313111,2421094
07-12 17:18:01,44.681,9.309,43.883,1.862,0.266,1066553344,29961039872,96059392,2429833216,0,1384448,2872963,3007593
07-12 17:18:02,31.250,9.375,57.292,1.823,0.260,1067573248,29959901184,96059392,2429870080,0,1150976,2444757,2632978
07-12 17:18:03,40.355,11.421,45.685,2.284,0.254,1071996928,29955358720,96059392,2429911040,0,1630208,3015478,3178988
07-12 17:18:04,32.891,9.549,55.703,1.592,0.265,1072824320,29954326528,96059392,2429956096,0,1036288,2297954,2368499
07-12 17:18:05,42.308,10,45.641,1.538,0.513,1085722624,29941223424,96059392,2429984768,0,950272,2910518,3047209
07-12 17:18:06,42.368,11.053,44.737,1.579,0.263,1103192064,29923565568,96059392,2430009344,0,1261568,2754427,2863402
07-12 17:18:07,51,14,33.750,1,0.250,1125355520,29899968512,96059392,2430144512,0,1249280,3493391,3776023
07-12 17:18:08,56.203,11.139,31.899,0.759,0,1187958784,29836722176,96059392,2430193664,0,905216,2723380,2791356
07-12 17:18:09,56.892,12.782,29.574,0.501,0.251,1222742016,29801246720,96059392,2430640128,0,630784,3668717,3847129
07-12 17:18:10,50.781,14.844,32.812,1.302,0.260,1250754560,29772369920,96059392,2430746624,0,1433600,3476580,3575125
07-12 17:18:11,52.713,13.437,32.817,0.775,0.258,1294655488,29727993856,96059392,2430816256,0,737280,4001508,4094635
07-12 17:18:12,39.221,11.429,47.792,1.299,0.260,1321472000,29700919296,96059392,2430857216,0,991232,2823998,3003315
07-12 17:18:13,38.564,11.702,46.277,3.191,0.266,1348726784,29673656320,96059392,2430865408,0,2043904,2750124,2908749
07-12 17:18:14,29.231,11.026,57.436,1.795,0.513,1358938112,29663428608,96059392,2430881792,0,1662976,1927253,1994671
07-12 17:18:15,37.859,10.705,50.131,1.044,0.261,1361563648,29660803072,96059392,2430881792,0,774144,2901413,3097332
07-12 17:18:16,29.101,10.582,56.614,3.439,0.265,1364324352,29658038272,96059392,2430885888,0,2060288,2368056,2505700
