"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cassandra-manager",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output cassandra-80-workloada-1024-20201208-105437-0.csv 1 400",,,,"Date:","08 Dec 2020 10:54:47 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
08-12 10:54:47,8.176,1.993,89.686,0.121,0.023,28200181760,2711400448,107446272,2490494976,63619.039,714595.800,0,0
08-12 10:54:48,1.496,0.998,97.506,0,0,28200013824,2711425024,107450368,2490630144,0,90112,18536,20350
08-12 10:54:49,2.532,0.253,97.215,0,0,28200042496,2711392256,107450368,2490634240,0,4096,43924,45116
08-12 10:54:50,1.010,0.253,98.737,0,0,28200042496,2711392256,107450368,2490634240,0,0,14206,17944
08-12 10:54:51,1.523,0.254,98.223,0,0,28199976960,2711457792,107450368,2490634240,0,0,22101,20461
08-12 10:54:52,10.777,1.253,87.970,0,0,28199559168,2711875584,107450368,2490634240,0,49152,20263,18356
08-12 10:54:53,1.003,1.003,97.995,0,0,28199653376,2711777280,107450368,2490638336,0,0,12126,12939
08-12 10:54:54,1.508,0.251,98.241,0,0,28199587840,2711842816,107450368,2490638336,0,0,16757,16791
08-12 10:54:55,1.508,0.251,98.241,0,0,28199587840,2711842816,107450368,2490638336,0,0,20765,18762
08-12 10:54:56,1.515,0.253,97.980,0,0.253,28199157760,2712272896,107450368,2490638336,0,16384,25923,24832
08-12 10:54:57,1.259,0.504,98.237,0,0,28199137280,2712293376,107450368,2490638336,0,0,6724,8019
08-12 10:54:58,1.493,1.244,97.264,0,0,28199137280,2712293376,107450368,2490638336,0,0,17800,18044
08-12 10:54:59,1.005,0.754,98.241,0,0,28199104512,2712326144,107450368,2490638336,0,0,9520,10971
08-12 10:55:00,1.504,0.501,97.995,0,0,28199137280,2712293376,107450368,2490638336,0,0,13025,13836
08-12 10:55:01,1.008,0.504,98.489,0,0,28199104512,2712326144,107450368,2490638336,0,16384,17908,17198
08-12 10:55:02,1.511,0.252,98.237,0,0,28199145472,2712293376,107450368,2490630144,0,12288,15949,14810
08-12 10:55:03,1.508,0.503,97.990,0,0,28199047168,2712391680,107450368,2490630144,0,0,46444,44519
08-12 10:55:04,3.553,0.508,95.939,0,0,28201725952,2709712896,107450368,2490630144,0,0,14227,16784
08-12 10:55:05,3.990,0.998,95.012,0,0,28201078784,2710360064,107450368,2490630144,0,0,15291,15966
08-12 10:55:06,3.242,0.748,96.010,0,0,28201984000,2709454848,107450368,2490630144,0,24576,39228,38452
08-12 10:55:07,2.239,0.498,97.264,0,0,28201951232,2709487616,107450368,2490630144,0,0,18928,17092
08-12 10:55:08,1.008,0.252,98.489,0,0.252,28201951232,2709487616,107450368,2490630144,0,0,15650,14379
08-12 10:55:09,1.008,0.504,98.489,0,0,28201984000,2709454848,107450368,2490630144,0,0,10096,10752
08-12 10:55:10,1.010,0.253,98.737,0,0,28201918464,2709520384,107450368,2490630144,0,0,14019,11362
08-12 10:55:11,1.515,0.505,97.980,0,0,28203016192,2708422656,107450368,2490630144,0,8192,25020,20230
