"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sconekv-worker-2",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output sconekv-20-workloadb-256-20201206-123809-2.csv 1 400",,,,"Date:","06 Dec 2020 12:38:13 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
06-12 12:38:13,33.336,8.945,56.990,0.624,0.104,4335169536,27166806016,39911424,2020589568,548461.334,4163638.984,0,0
06-12 12:38:14,1.003,0.501,98.496,0,0,4334874624,27167072256,39911424,2020601856,0,0,41559,41713
06-12 12:38:15,2.239,0.746,97.015,0,0,4334940160,27167006720,39911424,2020601856,0,0,38175,39245
06-12 12:38:16,3.483,0.746,95.771,0,0,4334972928,27166973952,39911424,2020601856,0,0,30735,32683
06-12 12:38:17,31.017,2.481,66.253,0,0.248,4368736256,27133169664,39911424,2020626432,0,0,219780,310509
06-12 12:38:18,66.582,10.127,23.291,0,0,4444594176,27056861184,39919616,2020847616,0,81920,1063726,1365294
06-12 12:38:19,51,9.750,39.250,0,0,4552196096,26948599808,39919616,2021306368,0,0,1030064,1467983
06-12 12:38:20,46.985,8.040,44.975,0,0,4568883200,26931265536,39919616,2021838848,0,0,1110075,1699272
06-12 12:38:21,49.364,9.669,40.712,0,0.254,4603121664,26896515072,39919616,2022330368,0,0,1167482,1766920
06-12 12:38:22,56.188,9.158,34.158,0.495,0,4604538880,26894262272,39919616,2023120896,0,7598080,1262792,1827740
06-12 12:38:23,52.381,10.777,36.591,0,0.251,4686479360,26811596800,39927808,2023796736,0,40960,1073528,1728912
06-12 12:38:24,50,10.553,39.447,0,0,4718886912,26778456064,39927808,2024525824,0,0,1279541,2036964
06-12 12:38:25,51.589,9.780,38.631,0,0,4743954432,26752843776,39927808,2025033728,0,0,1233524,1848526
06-12 12:38:26,46.056,10.178,43.511,0,0.254,4743065600,26752827392,39927808,2025918464,0,0,1274101,1873322
06-12 12:38:27,46.633,9.227,44.140,0,0,4743565312,26751856640,39927808,2026389504,0,0,1204793,1812918
06-12 12:38:28,50.255,9.184,40.306,0,0.255,4749475840,26745229312,39936000,2027077632,0,24576,1250342,1853487
06-12 12:38:29,51.282,10.256,38.462,0,0,4749594624,26744598528,39936000,2027589632,0,0,1241181,1763217
06-12 12:38:30,42.432,7.940,49.380,0,0.248,4752343040,26741149696,39936000,2028277760,0,0,1021027,1472274
06-12 12:38:31,32.911,9.873,57.215,0,0,4752445440,26740891648,39936000,2028429312,0,0,994922,1375244
06-12 12:38:32,34.596,8.333,56.818,0,0.253,4752908288,26739892224,39936000,2028957696,0,0,843398,1149092
