"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cassandra-worker-3",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output cassandra-20-workloada-256-20201207-141703-3.csv 1 400",,,,"Date:","07 Dec 2020 14:17:08 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
07-12 14:17:08,22.878,7.710,68.687,0.697,0.028,28602380288,3145129984,82190336,1747406848,354194.682,892620.591,0,0
07-12 14:17:09,2.005,0.501,97.243,0,0.251,28601438208,3146055680,82190336,1747415040,0,0,16957,16063
07-12 14:17:10,1.746,0.249,98.005,0,0,28601368576,3146125312,82190336,1747415040,0,0,7171,6151
07-12 14:17:11,1.013,0,98.987,0,0,28601368576,3146125312,82190336,1747415040,0,8192,8059,10122
07-12 14:17:12,31.622,12.162,55.946,0,0.270,28600680448,3146608640,82190336,1747615744,0,0,831725,1092113
07-12 14:17:13,75.255,21.684,3.061,0,0,28601303040,3144450048,82190336,1749127168,0,94208,3603206,4470137
07-12 14:17:14,72.165,25.773,2.062,0,0,28601511936,3143700480,82190336,1749655552,0,36864,3890441,4926817
07-12 14:17:15,74.747,23.737,1.515,0,0,28601110528,3143184384,82190336,1750556672,0,1155072,4072865,5007327
07-12 14:17:16,76.020,22.194,1.531,0,0.255,28598292480,3145043968,82190336,1751482368,0,8192,4184376,5283717
07-12 14:17:17,73.990,23.737,2.273,0,0,28597698560,3145109504,82190336,1752006656,0,90112,3885672,4809604
07-12 14:17:18,74.112,23.350,2.538,0,0,28596961280,3144495104,82190336,1753325568,0,0,3821993,4686523
07-12 14:17:19,74.430,21.266,4.051,0,0.253,28598546432,3142365184,82190336,1753853952,0,0,3676513,4514801
07-12 14:17:20,76.904,20.812,2.284,0,0,28600479744,3139624960,82190336,1754644480,0,0,3943827,4866100
07-12 14:17:21,73.980,23.214,2.806,0,0,28601483264,3137810432,82190336,1755430912,0,0,3891516,4807610
07-12 14:17:22,75.696,21.772,2.532,0,0,28604563456,3134001152,82190336,1756147712,0,3649536,3859955,4755208
07-12 14:17:23,71.970,24.747,3.030,0,0.253,28603744256,3134124032,82190336,1756811264,0,323584,3895991,4840489
07-12 14:17:24,72.081,25.635,2.284,0,0,28604026880,3132899328,82190336,1757732864,0,32768,4060485,5073950
07-12 14:17:25,67.442,28.165,4.393,0,0,28604182528,3131932672,82194432,1758531584,0,4329472,3410833,4233683
07-12 14:17:26,65.263,23.947,10.789,0,0,28603990016,3131576320,82194432,1759059968,0,0,3372378,4208054
07-12 14:17:27,75.127,22.081,2.792,0,0,28603400192,3131224064,82194432,1759977472,0,61440,3922941,4923201
07-12 14:17:28,75.190,22.278,2.278,0,0.253,28603011072,3130925056,82194432,1760641024,0,0,3920856,4870301
07-12 14:17:29,70.558,26.396,3.046,0,0,28605374464,3127762944,82194432,1761431552,0,0,3801368,4674020
