"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cockroach-worker-2",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output cockroach-80-workloadb-1024-20201207-174314-2.csv 1 400",,,,"Date:","07 Dec 2020 17:43:25 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
07-12 17:43:25,29.845,7.963,58.668,3.132,0.394,1847930880,27740348416,96120832,3823341568,73605.315,9084744.692,0,0
07-12 17:43:26,22.715,4.961,72.063,0,0.261,1847566336,27740708864,96120832,3823345664,0,122880,2073020,2273002
07-12 17:43:27,28.974,5.128,65.641,0,0.256,1847697408,27740577792,96120832,3823345664,0,40960,2432866,2610398
07-12 17:43:28,28.125,5.469,66.146,0,0.260,1848320000,27739955200,96120832,3823345664,0,36864,2282742,2451365
07-12 17:43:29,28.389,5.115,65.985,0.256,0.256,1848320000,27739955200,96120832,3823345664,0,40960,2270511,2359597
07-12 17:43:30,26.396,5.584,67.766,0,0.254,1848188928,27740086272,96120832,3823345664,0,0,2035920,2176982
07-12 17:43:31,31.266,6.700,61.538,0,0.496,1848336384,27739938816,96120832,3823345664,0,659456,2405646,2475143
07-12 17:43:32,44.103,11.282,43.846,0.256,0.513,1862635520,27724947456,96120832,3823476736,0,20480,4303651,4166541
07-12 17:43:33,42.750,7.500,49.500,0,0.250,1866420224,27721162752,96120832,3823476736,0,102400,3673693,3513999
07-12 17:43:34,43.358,6.516,49.875,0,0.251,1851473920,27736084480,96120832,3823501312,0,28672,2397970,2289132
07-12 17:43:35,32.161,7.035,60.553,0,0.251,1851031552,27736518656,96120832,3823509504,0,73728,2372071,2751759
07-12 17:43:36,36.504,8.740,54.499,0.257,0,1851232256,27736297472,96120832,3823525888,0,40960,2743949,2970676
07-12 17:43:37,32.727,9.091,57.662,0,0.519,1851650048,27735814144,96120832,3823542272,0,0,2636458,2782055
07-12 17:43:38,32.300,7.235,60.207,0,0.258,1851813888,27735552000,96120832,3823558656,0,45056,2406104,2609212
07-12 17:43:39,37.563,7.614,54.569,0,0.254,1852186624,27735085056,96120832,3823570944,0,0,2575711,2760846
07-12 17:43:40,41.667,8.854,48.958,0.260,0.260,1852440576,27734667264,96120832,3823603712,0,118784,3026615,3293684
07-12 17:43:41,42.748,8.906,48.092,0,0.254,1853652992,27733278720,96120832,3823632384,0,0,3053623,3120488
07-12 17:43:42,36.598,10.567,52.577,0,0.258,1853636608,27733155840,96120832,3823661056,0,65536,2838892,3006314
07-12 17:43:43,36.951,8.269,54.522,0,0.258,1853685760,27733213184,96120832,3823685632,0,53248,2512582,2624525
07-12 17:43:44,32.737,6.905,59.591,0.256,0.512,1854042112,27732811776,96120832,3823697920,0,151552,2369945,2458022
07-12 17:43:45,38.583,8.136,51.706,1.050,0.525,1854451712,27732320256,96120832,3823714304,0,622592,2930321,3038407
07-12 17:43:46,39.740,10.390,48.052,1.299,0.519,1854291968,27732402176,96120832,3823726592,0,782336,2712231,2889878
07-12 17:43:47,43.684,7.632,45.789,2.632,0.263,1854820352,27731968000,96120832,3823747072,0,1609728,2774460,3011487
07-12 17:43:48,39.844,12.500,44.271,3.385,0,1855856640,27730853888,96120832,3823759360,0,2314240,3002168,3381962
07-12 17:43:49,52.284,11.168,33.249,3.046,0.254,1855725568,27730944000,96120832,3823783936,0,2682880,3358527,3655918
07-12 17:43:50,54.315,9.645,31.726,3.807,0.508,1856360448,27730169856,96120832,3823808512,0,2928640,3488961,3897995
07-12 17:43:51,58.186,12.343,26.952,2.267,0.252,1857691648,27728687104,96120832,3823828992,0,2277376,3566222,3860964
07-12 17:43:52,55.224,13.184,29.104,2.239,0.249,1858326528,27727802368,96120832,3823861760,0,2367488,3645232,4020331
07-12 17:43:53,48.861,12.911,34.177,3.544,0.506,1859014656,27726962688,96120832,3823894528,0,2940928,3283691,3894834
07-12 17:43:54,50.265,12.169,34.127,2.910,0.529,1860947968,27724906496,96120832,3823915008,0,2138112,3520719,3858143
07-12 17:43:55,52.405,12.911,32.911,1.519,0.253,1861988352,27723632640,96120832,3823943680,0,2392064,3267203,3403003
07-12 17:43:56,49.337,11.141,36.340,2.918,0.265,1863225344,27722268672,96120832,3823964160,0,2125824,3540070,4008179
07-12 17:43:57,48.469,13.265,33.929,4.082,0.255,1863458816,27722031104,96120832,3823968256,0,2994176,3062354,3423435
07-12 17:43:58,49.746,10.152,36.294,3.299,0.508,1863688192,27721797632,96120832,3823972352,0,2117632,2904540,3160541
07-12 17:43:59,51.036,9.845,36.010,2.850,0.259,1863634944,27721850880,96120832,3823972352,0,2232320,3082607,3209182
07-12 17:44:00,46.174,11.873,36.939,4.749,0.264,1864269824,27721216000,96120832,3823972352,0,3264512,3257141,3851817
07-12 17:44:01,52.555,12.165,32.360,2.433,0.487,1865146368,27720339456,96120832,3823972352,0,2129920,3158899,3748209
07-12 17:44:02,52.551,7.398,38.010,1.531,0.510,1864400896,27721084928,96120832,3823972352,0,1921024,3039484,3524361
07-12 17:44:03,44.473,12.596,39.332,3.342,0.257,1864916992,27720568832,96120832,3823972352,0,2453504,3097869,3557951
07-12 17:44:04,50.904,10.078,36.176,2.584,0.258,1866547200,27718938624,96120832,3823972352,0,2228224,3053443,3435878
07-12 17:44:05,51.134,9.572,37.280,1.763,0.252,1867296768,27718189056,96120832,3823972352,0,2056192,3327343,3663997
07-12 17:44:06,51.750,10.250,33.500,4,0.500,1867522048,27717963776,96120832,3823972352,0,2998272,2820023,3142798
07-12 17:44:07,43.733,11.467,40.267,4.267,0.267,1867890688,27717591040,96120832,3823976448,0,2662400,3221173,3501411
07-12 17:44:08,53.316,9.184,34.949,2.296,0.255,1869078528,27716403200,96120832,3823976448,0,1921024,3135787,3568895
07-12 17:44:09,47.328,11.450,37.405,3.817,0,1869963264,27715518464,96120832,3823976448,0,2662400,3071124,3599593
07-12 17:44:10,45.093,10.345,40.849,3.448,0.265,1869774848,27715706880,96120832,3823976448,0,2564096,2783407,3146388
07-12 17:44:11,47.859,12.343,37.028,2.519,0.252,1870938112,27714543616,96120832,3823976448,0,2166784,3103971,3548601
07-12 17:44:12,44.764,13.874,37.696,3.403,0.262,1870671872,27714789376,96120832,3823996928,0,2609152,3309135,3759145
07-12 17:44:13,43.557,11.082,41.753,3.093,0.515,1871814656,27713646592,96120832,3823996928,0,1896448,3243071,3556590
07-12 17:44:14,39.844,11.198,43.750,4.948,0.260,1872932864,27712520192,96120832,3824005120,0,2138112,2918200,3102139
07-12 17:44:15,52.273,9.091,34.343,4.040,0.253,1884459008,27696467968,96129024,3828428800,0,5070848,7994155,3138735
07-12 17:44:16,47.449,11.990,34.184,6.122,0.255,1911439360,27662827520,96129024,3834966016,0,8515584,10664290,3871937
07-12 17:44:17,53.886,12.176,29.793,3.886,0.259,1936199680,27629670400,96129024,3843117056,0,10108928,12470012,6262952
07-12 17:44:18,52.685,10.997,33.760,2.046,0.512,1941123072,27620397056,96129024,3847327744,0,6275072,8192964,11052327
07-12 17:44:19,55.013,11.054,31.620,2.057,0.257,1957064704,27599192064,96129024,3852472320,0,6422528,8726236,11466788
07-12 17:44:20,42.564,14.103,41.026,2.051,0.256,1957773312,27590410240,96129024,3860295680,0,9404416,11647404,11411891
07-12 17:44:21,56.298,10.283,31.877,1.285,0.257,1959469056,27584532480,96129024,3864346624,0,6524928,7905922,10718538
07-12 17:44:22,49.744,11.795,36.154,2.051,0.256,1960767488,27578040320,96129024,3869425664,0,6582272,9214571,12751646
07-12 17:44:23,58.355,7.969,32.648,0.771,0.257,1959723008,27574120448,96129024,3874271232,0,6078464,8407732,9438604
07-12 17:44:24,50.508,10.660,37.563,1.015,0.254,1960259584,27571621888,96129024,3876130816,0,2969600,5258528,10758778
07-12 17:44:25,48.953,11.257,37.435,2.094,0.262,1960144896,27566518272,96129024,3881238528,0,6471680,9302346,13057946
07-12 17:44:26,59.744,7.949,30.513,1.282,0.513,1960726528,27559952384,96129024,3887063040,0,7520256,10112406,9180159
07-12 17:44:27,47.692,10.513,39.744,1.795,0.256,1962819584,27553464320,96129024,3891294208,0,6156288,7984429,10773811
07-12 17:44:28,47.507,13.386,36.745,1.837,0.525,1966309376,27542683648,96129024,3898413056,0,7839744,11747331,12015971
07-12 17:44:29,49.871,11.311,37.018,1.799,0,1965490176,27534798848,96129024,3906904064,0,9261056,12285519,11143030
07-12 17:44:30,50.646,10.594,36.951,1.550,0.258,1974910976,27519025152,96129024,3913031680,0,7548928,10779973,11544705
07-12 17:44:31,51.378,11.779,35.088,1.504,0.251,1976664064,27511193600,96129024,3918974976,0,7933952,10607055,12516577
07-12 17:44:32,55.224,10.448,32.587,1.493,0.249,1976647680,27507036160,96129024,3923009536,0,4714496,7391938,8410927
07-12 17:44:33,48.020,11.881,37.871,1.980,0.248,1977024512,27502301184,96129024,3927273472,0,6766592,7940208,12555311
07-12 17:44:34,61.364,8.081,28.788,1.515,0.253,1978617856,27493441536,96129024,3934343168,0,9658368,11673116,10639068
07-12 17:44:35,47.570,12.020,38.107,2.046,0.256,1979408384,27486908416,96129024,3939917824,0,6586368,9087975,10443544
07-12 17:44:36,48.705,11.140,37.824,2.073,0.259,1978810368,27479330816,96129024,3947880448,0,9793536,12204773,12753114
07-12 17:44:37,45.269,12.532,39.130,2.558,0.512,1978220544,27471437824,96129024,3956150272,0,9646080,11829608,10468388
07-12 17:44:38,46.950,11.406,38.727,2.653,0.265,1978744832,27465023488,96129024,3961864192,0,8245248,8864804,12354824
07-12 17:44:39,49.485,11.082,37.887,1.289,0.258,1980866560,27453988864,96129024,3970547712,0,9232384,12510283,11270942
07-12 17:44:40,46.194,16.273,34.383,2.887,0.262,1981173760,27445121024,96133120,3978866688,0,9457664,12319885,12520893
07-12 17:44:41,50.386,9.254,38.303,1.799,0.257,1985953792,27436929024,96133120,3982172160,0,6193152,6846769,10082106
07-12 17:44:42,53.964,11.509,32.737,1.535,0.256,1986174976,27432714240,96133120,3986051072,0,5165056,7517513,11518178
07-12 17:44:43,52.564,11.026,34.615,1.538,0.256,1985511424,27430150144,96133120,3989204992,0,4841472,7010415,10881693
07-12 17:44:44,50.765,10.714,36.480,1.786,0.255,1985839104,27427123200,96133120,3991822336,0,4902912,5606182,10322910
07-12 17:44:45,50.518,10.881,36.528,1.813,0.259,1987010560,27422351360,96133120,3995328512,0,5091328,7231994,12572341
07-12 17:44:46,45.501,11.568,40.360,2.057,0.514,1986576384,27418759168,96133120,3999244288,0,4997120,6981844,10220671
07-12 17:44:47,43.501,12.997,38.727,4.244,0.531,1987043328,27416489984,96133120,4000985088,0,3350528,5175116,12603442
07-12 17:44:48,47.059,10.486,40.153,2.046,0.256,1987289088,27414827008,96133120,4002373632,0,3260416,5116335,9430781
07-12 17:44:49,52.488,13.184,32.587,1.741,0,1988231168,27411820544,96133120,4004372480,0,4775936,5566474,11117943
07-12 17:44:50,52.099,11.358,34.074,2.222,0.247,1988100096,27409563648,96133120,4006703104,0,3948544,5646492,12923290
07-12 17:44:51,45.714,10.649,41.299,2.078,0.260,1987973120,27406823424,96133120,4009504768,0,5058560,6204625,10279118
07-12 17:44:52,50.643,10.026,36.247,2.828,0.257,1989169152,27402682368,96133120,4012371968,0,5357568,6559598,12303886
07-12 17:44:53,55.750,11.250,31.750,1,0.250,1993031680,27394355200,96133120,4016705536,0,4788224,8392946,12085095
07-12 17:44:54,53.109,9.326,36.010,1.295,0.259,1995710464,27387633664,96133120,4020633600,0,6406144,7441840,10179448
07-12 17:44:55,48.177,9.896,39.323,2.344,0.260,1995456512,27384659968,96133120,4023762944,0,5267456,6269913,12686588
07-12 17:44:56,46.787,12.082,38.046,2.828,0.257,1995411456,27377954816,96133120,4030328832,0,8593408,10339167,6509761
07-12 17:44:57,49.337,10.610,36.605,2.918,0.531,1996009472,27373514752,96133120,4034084864,0,5640192,7191955,4100155
07-12 17:44:58,51.646,10.886,35.190,2.025,0.253,1996554240,27370807296,96133120,4036190208,0,3870720,5685041,3894104
07-12 17:44:59,40.415,11.917,44.819,2.591,0.259,1996398592,27365879808,96133120,4041134080,0,8130560,8802540,3631746
07-12 17:45:00,47.074,8.906,41.985,1.781,0.254,1996935168,27360215040,96133120,4046118912,0,6504448,7985881,3509084
07-12 17:45:01,56.345,11.929,29.188,2.030,0.508,1997418496,27355820032,96133120,4049920000,0,5169152,7417422,3563927
