"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cockroach-client",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output cockroach-80-workloadb-1024-20201207-174942-client.csv 1 400",,,,"Date:","07 Dec 2020 17:49:53 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
07-12 17:49:53,2.546,0.739,96.622,0.020,0.074,480305152,31319830528,45133824,1719394304,69308.434,275352.584,0,0
07-12 17:49:54,0.375,0.125,99.125,0.375,0,479924224,31320047616,45260800,1719382016,0,1142784,9687,4790
07-12 17:49:55,8.582,3.234,88.184,0,0,491098112,31308730368,45264896,1719463936,0,233472,550537,507480
07-12 17:49:56,19.427,8.593,71.731,0.125,0.125,566894592,31231950848,45301760,1719758848,0,602112,23198,51249
07-12 17:49:57,44.114,18.499,37.257,0,0.129,849973248,30947278848,45301760,1719869440,0,0,1644544,1740288
07-12 17:49:58,64.177,13.291,22.532,0,0,1309880320,30486450176,45301760,1720016896,0,0,6022930,5763745
07-12 17:49:59,74.051,22.532,3.291,0,0.127,1686392832,30107238400,45301760,1720307712,0,0,11588870,11007593
07-12 17:50:00,77.347,20.526,2.128,0,0,1962004480,29827444736,45301760,1720786944,0,0,13726325,12518882
07-12 17:50:01,75.659,23.212,1.129,0,0,2412986368,29373112320,45305856,1721171968,0,77824,13847314,12878448
07-12 17:50:02,75.845,21.652,2.378,0,0.125,2744479744,29037264896,45305856,1721675776,0,0,12660272,11868760
07-12 17:50:03,72.306,25.564,2.130,0,0,3041779712,28735516672,45305856,1722171392,0,0,17040298,15029649
07-12 17:50:04,70.818,28.428,0.755,0,0,3438366720,28334669824,45305856,1722650624,0,0,17705517,15471775
07-12 17:50:05,73.408,25.593,0.874,0,0.125,3830636544,27937067008,45305856,1723219968,0,0,17416380,15680489
07-12 17:50:06,74.937,24.060,1.003,0,0,4154294272,27607977984,45314048,1723793408,0,32768,17751971,16107328
07-12 17:50:07,71.518,27.227,1.255,0,0,4899733504,26858299392,45314048,1724358656,0,0,15955423,14110284
07-12 17:50:08,75.344,23.529,1.001,0,0.125,5300457472,26453168128,45314048,1724878848,0,0,17186113,14907385
07-12 17:50:09,78.304,20.324,1.372,0,0,5425487872,26322833408,45314048,1725485056,0,0,18291312,14828356
07-12 17:50:10,72.285,21.473,6.117,0,0.125,5507047424,26236338176,45314048,1726070784,0,4096,18075377,15199773
07-12 17:50:11,74.718,24.406,0.751,0,0.125,5829906432,25909645312,45322240,1726500864,0,16384,17697861,14652347
07-12 17:50:12,74,24.875,1.125,0,0,6520922112,25214562304,45322240,1726959616,0,0,18661917,13639080
07-12 17:50:13,75.126,24.246,0.628,0,0,7045767168,24684892160,45322240,1727524864,0,0,18401656,14307450
07-12 17:50:14,77.273,21.717,0.884,0,0.126,7069532160,24656424960,45322240,1728045056,0,0,19809067,15797140
07-12 17:50:15,77.068,22.055,0.877,0,0,7088123904,24632934400,45322240,1728659456,0,0,22611775,16539641
07-12 17:50:16,75.469,23.279,1.252,0,0,7365320704,24351834112,45330432,1729114112,0,20480,21075663,15211190
07-12 17:50:17,79.823,18.916,1.261,0,0,7387275264,24325050368,45330432,1729687552,0,0,18851849,14525287
07-12 17:50:18,76.588,20.922,2.366,0,0.125,7397408768,24310804480,45330432,1730187264,0,0,19849703,14116199
07-12 17:50:19,78.272,12.579,9.149,0,0,7419740160,24285949952,45330432,1730527232,0,0,12920674,7445924
07-12 17:50:20,77.358,7.799,14.717,0,0.126,7455498240,24248467456,45330432,1730768896,0,0,7772657,4538275
