"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cockroach-manager",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output cockroach-40-workloadb-512-20201207-140555-0.csv 1 400",,,,"Date:","07 Dec 2020 14:06:01 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
07-12 14:06:01,13.852,4.723,80.061,1.237,0.126,1310175232,28998131712,96337920,3126943744,93858.594,2443741.260,0,0
07-12 14:06:02,30.808,4.545,63.384,1.263,0,1334857728,28965261312,96337920,3135229952,0,9842688,586151,532480
07-12 14:06:03,6.995,3.886,88.601,0.518,0,1293975552,29017841664,96337920,3123564544,0,2375680,543757,516022
07-12 14:06:04,9.320,4.282,85.894,0.252,0.252,1293918208,29017899008,96337920,3123564544,0,286720,562450,543389
07-12 14:06:05,8.594,2.865,88.542,0,0,1294028800,29017784320,96337920,3123568640,0,0,570383,544450
07-12 14:06:06,14.872,3.333,81.538,0.256,0,1294077952,29017735168,96337920,3123568640,0,65536,848528,855938
07-12 14:06:07,35.443,8.354,54.177,1.772,0.253,1298657280,29013020672,96337920,3123617792,0,4722688,2288752,1944359
07-12 14:06:08,27.649,6.718,63.824,1.550,0.258,1301569536,29010067456,96337920,3123675136,0,2990080,1569100,1451207
07-12 14:06:09,35.443,10.633,51.646,2.025,0.253,1305587712,29005991936,96337920,3123716096,0,4001792,2104011,1789308
07-12 14:06:10,41.013,12.911,43.797,2.025,0.253,1308848128,29002539008,96337920,3123777536,0,2899968,2162813,2080996
07-12 14:06:11,36,11.733,50.133,1.867,0.267,1309286400,29001900032,96337920,3123949568,0,1482752,2136578,2168466
07-12 14:06:12,43.005,10.881,45.078,1.036,0,1311379456,28999630848,96337920,3124076544,0,1339392,2153100,2198650
07-12 14:06:13,20.305,9.137,68.528,1.777,0.254,1307967488,29002960896,96337920,3124150272,0,1187840,1126676,1144028
07-12 14:06:14,16.623,6.860,74.142,2.111,0.264,1307881472,29002960896,96337920,3124236288,0,1413120,1019923,1020127
07-12 14:06:15,21.411,7.053,69.521,2.015,0,1307828224,29002960896,96337920,3124289536,0,1486848,916397,899798
07-12 14:06:16,14.894,7.447,75.532,1.862,0.266,1308286976,29002412032,96337920,3124379648,0,1474560,1046496,1000874
07-12 14:06:17,25.389,8.808,61.140,4.145,0.518,1311772672,28998864896,96337920,3124436992,0,6127616,1496426,1088908
07-12 14:06:18,21.266,10.127,64.810,3.544,0.253,1313501184,28997025792,96337920,3124547584,0,4313088,1242700,1080663
07-12 14:06:19,22.680,7.990,65.206,3.866,0.258,1317359616,28993089536,96337920,3124621312,0,5128192,1375686,1008584
07-12 14:06:20,17.481,7.969,70.951,3.342,0.257,1319071744,28991283200,96337920,3124711424,0,3497984,1050794,884868
07-12 14:06:21,21.684,8.163,67.857,2.041,0.255,1320513536,28989767680,96337920,3124785152,0,1568768,1060685,1038173
07-12 14:06:22,21.320,7.868,68.274,2.538,0,1320337408,28989849600,96337920,3124875264,0,1757184,874660,821959
07-12 14:06:23,19.949,7.161,71.100,1.535,0.256,1322688512,28987428864,96337920,3124944896,0,1122304,965218,953694
07-12 14:06:24,15.776,7.888,73.537,2.545,0.254,1324617728,28985405440,96337920,3125035008,0,2101248,790520,725030
07-12 14:06:25,16.845,8.021,71.925,2.941,0.267,1324462080,28985430016,96337920,3125166080,0,1990656,1163885,1115054
07-12 14:06:26,18.653,8.808,70.725,1.813,0,1324453888,28985397248,96337920,3125207040,0,1527808,923765,901384
07-12 14:06:27,19.211,7.632,68.158,4.737,0.263,1327673344,28982075392,96337920,3125301248,0,6148096,1393551,990103
07-12 14:06:28,21.649,9.536,65.206,3.351,0.258,1329926144,28979736576,96337920,3125387264,0,5070848,1315978,1185474
07-12 14:06:29,26.963,8.377,60.995,3.403,0.262,1333436416,28976123904,96337920,3125485568,0,5033984,1476351,1071348
07-12 14:06:30,20.725,8.031,67.876,3.109,0.259,1335250944,28974252032,96337920,3125542912,0,3493888,1031811,855674
07-12 14:06:31,20.151,9.572,67.003,3.023,0.252,1335291904,28974059520,96337920,3125694464,0,1970176,1109176,1084905
07-12 14:06:32,17.150,6.069,74.670,1.847,0.264,1335775232,28973510656,96337920,3125755904,0,1339392,912996,869935
07-12 14:06:33,16.796,7.494,73.127,2.067,0.517,1335787520,28973449216,96337920,3125805056,0,1691648,869964,832003
