"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cassandra-worker-19",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output cassandra-80-workloadb-1024-20201208-160349-19.csv 1 400",,,,"Date:","08 Dec 2020 16:04:01 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
08-12 16:04:01,6.263,1.640,91.969,0.080,0.047,27988467712,2913226752,111722496,2494095360,18325.785,489420.565,0,0
08-12 16:04:02,0.504,0.504,98.992,0,0,27988107264,2913546240,111722496,2494107648,0,45056,16827,15878
08-12 16:04:03,1.005,0.251,98.744,0,0,27988140032,2913513472,111722496,2494107648,0,0,59742,58234
08-12 16:04:04,0.504,0.756,98.741,0,0,27988140032,2913513472,111722496,2494107648,0,12288,22113,23512
08-12 16:04:05,1.003,0.501,98.246,0,0.251,27988041728,2913611776,111722496,2494107648,0,0,21109,21377
08-12 16:04:06,40.806,2.267,56.927,0,0,28025425920,2876223488,111722496,2494111744,0,0,70503,76861
08-12 16:04:07,50.750,3.500,45.750,0,0,28070346752,2831298560,111722496,2494115840,0,0,234598,203231
08-12 16:04:08,49.497,4.523,45.477,0,0.503,28091904000,2809278464,111722496,2494574592,0,0,166072,769615
08-12 16:04:09,85.287,12.219,2.244,0,0.249,28101935104,2799099904,111722496,2494722048,0,81920,1173496,1157397
08-12 16:04:10,85.464,13.283,1.253,0,0,28116705280,2784256000,111722496,2494795776,0,36864,1574569,1590568
08-12 16:04:11,86.284,11.970,1.496,0,0.249,28123189248,2777763840,111722496,2494803968,0,40960,1497297,1508251
08-12 16:04:12,84.962,13.033,2.005,0,0,28126203904,2774642688,111722496,2494910464,0,94208,1791949,1889445
08-12 16:04:13,84.712,14.035,1.253,0,0,28122546176,2778226688,111722496,2494984192,0,0,1876615,1963995
08-12 16:04:14,85.101,13.384,1.515,0,0,28122992640,2777518080,111722496,2495246336,0,36864,2071072,2180180
08-12 16:04:15,82.915,15.327,1.508,0,0.251,28121731072,2778996736,111722496,2495029248,0,143360,2096024,2168064
08-12 16:04:16,85.570,12.405,2.025,0,0,28128370688,2772283392,111722496,2495102976,0,307200,2076025,2185080
08-12 16:04:17,83.627,14.610,1.511,0,0.252,28129447936,2771066880,111722496,2495242240,0,53248,2267740,2405379
08-12 16:04:18,82.456,16.040,1.504,0,0,28136574976,2763804672,111722496,2495377408,0,0,2304878,2415673
08-12 16:04:19,85.213,13.784,1.003,0,0,28139147264,2761256960,111722496,2495352832,0,151552,2408086,2587649
08-12 16:04:20,83.668,15.327,0.754,0,0.251,28140744704,2759413760,111722496,2495598592,0,36864,2151355,2306035
