"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node07",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cassandra-20200930-175427-workloada-256-node07.csv 1 400",,,,"Date:","30 Sep 2020 16:54:35 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 16:54:35,3.835,2.296,91.963,0.116,0.0,1.790,36520943616.0,9084928.0,107610112.0,269594624.0,184817.667,518695.099,0.0,0.0
30-09 16:54:36,0.314,0.063,99.623,0.0,0.0,0.0,36521934848.0,9084928.0,108654592.0,267558912.0,0.0,0.0,4359.0,4683.0
30-09 16:54:37,0.438,0.063,99.312,0.125,0.0,0.063,36521963520.0,9097216.0,108613632.0,267558912.0,32768.0,53248.0,4998.0,4954.0
30-09 16:54:38,0.189,0.0,99.811,0.0,0.0,0.0,36521955328.0,9097216.0,108654592.0,267526144.0,0.0,0.0,4933.0,5007.0
30-09 16:54:39,0.188,0.063,99.686,0.0,0.0,0.063,36521881600.0,9097216.0,108662784.0,267591680.0,12288.0,0.0,9571.0,20136.0
30-09 16:54:40,0.063,0.0,99.937,0.0,0.0,0.0,36518907904.0,9097216.0,108654592.0,270573568.0,4096.0,0.0,4537.0,4548.0
30-09 16:54:41,0.0,0.0,100.0,0.0,0.0,0.0,36518604800.0,9097216.0,108654592.0,270876672.0,0.0,0.0,8272.0,8213.0
30-09 16:54:42,0.126,0.126,99.748,0.0,0.0,0.0,36519153664.0,9097216.0,108650496.0,270331904.0,20480.0,0.0,5663.0,5296.0
30-09 16:54:43,0.063,0.0,99.937,0.0,0.0,0.0,36518858752.0,9097216.0,108654592.0,270622720.0,0.0,0.0,4147.0,4729.0
30-09 16:54:44,0.063,0.0,99.874,0.0,0.0,0.063,36518858752.0,9097216.0,108654592.0,270622720.0,0.0,0.0,6330.0,5823.0
30-09 16:54:45,0.188,0.0,99.812,0.0,0.0,0.0,36518858752.0,9097216.0,108654592.0,270622720.0,0.0,0.0,9114.0,9078.0
30-09 16:54:46,0.188,0.0,99.812,0.0,0.0,0.0,36518891520.0,9101312.0,108650496.0,270589952.0,4096.0,8192.0,5141.0,4972.0
30-09 16:54:47,0.126,0.063,99.811,0.0,0.0,0.0,36518887424.0,9109504.0,108646400.0,270589952.0,0.0,24576.0,3738.0,3750.0
30-09 16:54:48,0.0,0.063,99.875,0.0,0.0,0.063,36518879232.0,9109504.0,108654592.0,270589952.0,0.0,0.0,5200.0,4891.0
30-09 16:54:49,0.126,0.0,99.874,0.0,0.0,0.0,36518879232.0,9109504.0,108654592.0,270589952.0,4096.0,0.0,5997.0,5880.0
30-09 16:54:50,0.126,0.0,99.874,0.0,0.0,0.0,36518846464.0,9109504.0,108654592.0,270622720.0,0.0,0.0,6434.0,5665.0
30-09 16:54:51,0.188,0.125,99.624,0.0,0.0,0.063,36518846464.0,9109504.0,108654592.0,270622720.0,0.0,61440.0,7107.0,7088.0
30-09 16:54:52,0.0,0.063,99.812,0.126,0.0,0.0,36518887424.0,9117696.0,108638208.0,270589952.0,348160.0,32768.0,6775.0,11971.0
30-09 16:54:53,0.251,0.126,99.435,0.126,0.0,0.063,36518834176.0,9117696.0,110784512.0,268496896.0,1933312.0,4096.0,26728.0,38407.0
30-09 16:54:54,0.063,0.063,99.811,0.0,0.0,0.063,36518866944.0,9125888.0,110776320.0,268464128.0,151552.0,20480.0,13433.0,12108.0
30-09 16:54:55,0.251,0.0,99.749,0.0,0.0,0.0,36518785024.0,9125888.0,110891008.0,268431360.0,0.0,0.0,7609.0,9394.0
30-09 16:54:56,0.126,0.063,99.812,0.0,0.0,0.0,36518785024.0,9125888.0,110891008.0,268431360.0,0.0,0.0,6506.0,6471.0
30-09 16:54:57,0.251,0.063,99.434,0.189,0.0,0.063,36518785024.0,9125888.0,110891008.0,268431360.0,204800.0,0.0,8410.0,7687.0
30-09 16:54:58,3.968,4.169,91.392,0.0,0.0,0.471,36523671552.0,9125888.0,111091712.0,263344128.0,8192.0,0.0,93988.0,184391.0
30-09 16:54:59,11.269,19.622,59.338,0.079,0.0,9.693,36528459776.0,9142272.0,111542272.0,258088960.0,217088.0,28672.0,1141119.0,1468101.0
30-09 16:55:00,17.679,25.857,40.576,0.0,0.0,15.888,36536754176.0,9150464.0,112631808.0,248696832.0,36864.0,188416.0,1892425.0,2482970.0
30-09 16:55:01,16.418,24.478,29.104,0.0,0.0,30.0,36537626624.0,9150464.0,113180672.0,247275520.0,20480.0,0.0,2157980.0,2748224.0
30-09 16:55:02,16.523,26.796,25.503,0.0,0.0,31.178,36538335232.0,9158656.0,113356800.0,246382592.0,24576.0,385024.0,2108240.0,2744577.0
30-09 16:55:03,17.931,27.126,34.943,0.0,0.0,20.0,36536549376.0,9158656.0,113987584.0,247537664.0,12288.0,0.0,2111665.0,2775253.0
30-09 16:55:04,17.887,27.321,35.396,0.0,0.0,19.396,36531826688.0,9158656.0,114532352.0,251715584.0,12288.0,0.0,2075433.0,2618326.0
30-09 16:55:05,17.697,23.881,24.520,0.071,0.0,33.831,36529233920.0,9166848.0,114798592.0,254033920.0,8192.0,819200.0,2345407.0,2994020.0
30-09 16:55:06,20.147,28.824,33.676,0.0,0.0,17.353,36529233920.0,9166848.0,115605504.0,253227008.0,0.0,868352.0,2350918.0,3033355.0
30-09 16:55:07,12.190,12.842,10.691,0.130,0.0,64.146,36531253248.0,9183232.0,116092928.0,250703872.0,4096.0,114688.0,2115693.0,2548080.0
30-09 16:55:08,19.231,24.383,26.633,0.0,0.0,29.753,36535984128.0,9191424.0,116772864.0,245284864.0,4096.0,28672.0,2250192.0,2881612.0
30-09 16:55:09,10.830,20.158,57.945,0.079,0.0,10.988,36534632448.0,9207808.0,117301248.0,246091776.0,8192.0,36864.0,1161488.0,1495395.0
30-09 16:55:10,15.559,25.680,43.656,0.151,0.0,14.955,36535029760.0,9216000.0,117456896.0,245530624.0,4096.0,1396736.0,2053420.0,2598554.0
30-09 16:55:11,16.518,19.615,20.440,0.0,0.0,43.427,36533870592.0,9216000.0,118054912.0,246091776.0,8192.0,0.0,2338145.0,2909338.0
30-09 16:55:12,19.041,29.869,30.305,0.073,0.0,20.712,36533542912.0,9224192.0,119087104.0,245379072.0,0.0,1146880.0,2393706.0,3085949.0
30-09 16:55:13,21.921,25.806,27.053,0.0,0.0,25.220,36534292480.0,9224192.0,119181312.0,244535296.0,0.0,0.0,2434679.0,3071480.0
30-09 16:55:14,17.397,21.096,20.890,0.137,0.0,40.479,36533596160.0,9224192.0,119713792.0,244699136.0,36864.0,0.0,2359157.0,2908450.0
30-09 16:55:15,33.140,18.886,19.826,3.690,0.0,24.457,36540084224.0,9232384.0,119820288.0,238096384.0,6262784.0,1536000.0,1732058.0,2021172.0
