"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node09",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cassandra-20201001-094805-workloadb-32-client.csv 1 400",,,,"Date:","01 Oct 2020 08:48:22 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
01-10 08:48:22,0.453,0.386,98.876,0.010,0.0,0.275,313102336.0,22454272.0,381931520.0,36189732864.0,118154.124,6860.210,0.0,0.0
01-10 08:48:23,0.249,0.062,99.688,0.0,0.0,0.0,312623104.0,22454272.0,381931520.0,36190212096.0,0.0,0.0,251.0,251.0
01-10 08:48:24,0.0,0.0,100.0,0.0,0.0,0.0,312188928.0,22454272.0,381927424.0,36190650368.0,0.0,0.0,667.0,100.0
01-10 08:48:25,0.0,0.0,100.0,0.0,0.0,0.0,312188928.0,22454272.0,381927424.0,36190650368.0,0.0,0.0,391.0,373.0
01-10 08:48:26,0.0,0.0,99.938,0.0,0.0,0.062,312188928.0,22454272.0,381927424.0,36190650368.0,0.0,0.0,514.0,601.0
01-10 08:48:27,0.0,0.0,100.0,0.0,0.0,0.0,312188928.0,22454272.0,381927424.0,36190650368.0,0.0,0.0,9870.0,5440.0
01-10 08:48:28,0.0,0.0,100.0,0.0,0.0,0.0,311848960.0,22466560.0,381931520.0,36190973952.0,0.0,49152.0,91.0,100.0
01-10 08:48:29,1.758,0.816,97.175,0.063,0.0,0.188,338395136.0,22568960.0,381861888.0,36164395008.0,0.0,339968.0,9061.0,4234.0
01-10 08:48:30,2.113,2.881,94.622,0.064,0.0,0.320,373555200.0,22568960.0,381861888.0,36129234944.0,0.0,151552.0,45289.0,63412.0
01-10 08:48:31,2.758,3.271,93.393,0.192,0.0,0.385,343711744.0,22622208.0,382005248.0,36158881792.0,0.0,745472.0,6522.0,8605.0
01-10 08:48:32,9.512,2.699,87.661,0.064,0.0,0.064,400715776.0,22630400.0,382164992.0,36101709824.0,0.0,323584.0,3383.0,3643.0
01-10 08:48:33,11.607,2.806,85.268,0.0,0.0,0.319,762662912.0,22630400.0,382164992.0,35739762688.0,0.0,0.0,318204.0,9981.0
01-10 08:48:34,19.261,5.739,73.615,0.0,0.0,1.385,1214783488.0,22630400.0,382169088.0,35287638016.0,0.0,0.0,647135.0,200512.0
