"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cassandra-client",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output cassandra-80-workloadb-1024-20201208-131846-client.csv 1 400",,,,"Date:","08 Dec 2020 13:18:56 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
08-12 13:18:56,0.505,0.327,99.141,0.019,0.008,413818880,31434227712,40738816,1676165120,78933.685,301645.071,0,0
08-12 13:18:57,1.875,0.500,97.500,0.125,0,413929472,31433957376,40865792,1676148736,0,1048576,195744,186441
08-12 13:18:58,9.566,4.719,85.204,0.255,0.255,417452032,31430262784,40894464,1676165120,0,561152,534891,483956
08-12 13:18:59,19.395,7.179,73.048,0.126,0.252,540151808,31306412032,40919040,1676500992,0,204800,48184,47865
08-12 13:19:00,19.579,2.974,77.200,0,0.248,641949696,31204605952,40919040,1676500992,0,0,545614,40700
08-12 13:19:01,28.302,4.403,67.170,0,0.126,1191407616,30655045632,40919040,1676500992,0,0,605062,62187
08-12 13:19:02,62.500,9.091,28.030,0,0.379,1336143872,30510055424,40919040,1676681216,0,0,647147,524276
08-12 13:19:03,90.416,3.783,5.549,0,0.252,1620721664,30225477632,40919040,1676681216,0,0,11288773,4490293
08-12 13:19:04,87.656,7.107,4.988,0,0.249,1838329856,30007869440,40919040,1676681216,0,0,7666620,2631711
08-12 13:19:05,78.697,14.411,6.516,0,0.376,1873547264,29972643840,40927232,1676681216,0,73728,2549179,2921144
08-12 13:19:06,66.753,12.678,19.922,0,0.647,1928622080,29917569024,40927232,1676681216,0,0,2712619,2286830
08-12 13:19:07,66.113,15.857,17.519,0,0.512,1977479168,29868711936,40927232,1676681216,0,0,3844250,3055019
08-12 13:19:08,45.013,20.588,33.504,0,0.895,2046287872,29799903232,40927232,1676681216,0,0,4844437,3691439
08-12 13:19:09,42.362,22.593,34.018,0,1.027,2134827008,29711364096,40927232,1676681216,0,0,4879333,3405457
08-12 13:19:10,47.313,23.853,27.785,0,1.048,2185560064,29660631040,40927232,1676681216,0,0,5924065,4023844
08-12 13:19:11,44.792,25.130,29.036,0,1.042,2195390464,29650792448,40935424,1676681216,0,20480,6558205,4281094
08-12 13:19:12,49.554,26.115,23.185,0,1.146,2266955776,29579227136,40935424,1676681216,0,0,6885416,4542633
08-12 13:19:13,42.727,20.260,35.974,0,1.039,2268692480,29577420800,40935424,1676681216,0,4096,5689865,3576112
08-12 13:19:14,49.811,28.050,21.132,0,1.006,2290008064,29556105216,40935424,1676681216,0,0,7693566,4815398
08-12 13:19:15,48.840,25.515,24.613,0,1.031,2339999744,29506097152,40935424,1676681216,0,0,7221922,4501427
