"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cockroach-worker-1",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output cockroach-20-workloadb-256-20201207-123539-1.csv 1 400",,,,"Date:","07 Dec 2020 12:35:44 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
07-12 12:35:44,16.216,5.184,75.238,2.744,0.618,1665540096,27955822592,96780288,3788918784,56488.515,7907109.099,0,0
07-12 12:35:45,7.050,3.394,87.206,1.828,0.522,1665253376,27956092928,96780288,3788935168,0,974848,268830,269039
07-12 12:35:46,6.701,2.320,90.206,0.258,0.515,1665024000,27956322304,96780288,3788935168,0,376832,186975,205548
07-12 12:35:47,6.701,3.351,89.433,0,0.515,1665187840,27956158464,96780288,3788935168,0,0,361992,403636
07-12 12:35:48,46.500,10.500,41.750,0.250,1,1666125824,27955130368,96780288,3788988416,0,237568,2379100,2492451
07-12 12:35:49,59.045,11.307,26.633,2.261,0.754,1667899392,27952463872,96780288,3789717504,0,6004736,2585744,3127880
07-12 12:35:50,46.667,11.538,36.923,3.590,1.282,1673031680,27946545152,96780288,3790475264,0,8220672,2045121,2974263
07-12 12:35:51,34.527,10.486,52.941,1.023,1.023,1608060928,28001570816,96780288,3800420352,0,11845632,1353818,1947963
07-12 12:35:52,33.681,10.444,53.525,1.828,0.522,1578852352,28024496128,96780288,3806625792,0,13742080,1490650,2188829
07-12 12:35:53,42.674,9.512,44.987,1.799,1.028,1601531904,28002721792,96780288,3805437952,0,18513920,1738999,2854737
07-12 12:35:54,39.898,9.463,44.757,4.604,1.279,1611124736,27979620352,96780288,3818913792,0,37191680,1636437,2388234
07-12 12:35:55,43.081,10.183,43.081,2.611,1.044,1610743808,27993706496,96780288,3805327360,0,27086848,1705944,2565372
07-12 12:35:56,41.237,6.186,50.773,1.031,0.773,1614094336,27988418560,96780288,3807113216,0,19906560,1745888,2765848
07-12 12:35:57,35.385,9.744,51.538,2.308,1.026,1612632064,27986407424,96780288,3810725888,0,28499968,1439177,2449268
07-12 12:35:58,40.712,10.178,45.547,2.545,1.018,1611935744,27977625600,96780288,3820044288,0,29130752,1648665,2303166
07-12 12:35:59,46.835,10.380,38.734,2.278,1.772,1616420864,27992088576,96780288,3801251840,0,22269952,1796605,2727042
07-12 12:36:00,46.269,10.945,37.065,3.980,1.741,1621549056,27986178048,96780288,3802001408,0,8101888,1852005,2702145
07-12 12:36:01,38.974,10,46.923,2.821,1.282,1622179840,27985547264,96780288,3802001408,0,2420736,1552643,2450669
07-12 12:36:02,39.796,9.184,47.959,2.041,1.020,1623576576,27984150528,96780288,3802001408,0,2101248,1481016,2384939
07-12 12:36:03,41.860,9.819,43.669,3.101,1.550,1623605248,27984113664,96780288,3802009600,0,3063808,1565837,2445124
