"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cockroach-manager",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output cockroach-20-workloadb-256-20201207-122449-0.csv 1 400",,,,"Date:","07 Dec 2020 12:24:54 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
07-12 12:24:54,11.134,3.816,82.765,2.137,0.148,1303425024,29273284608,97288192,2858479616,60259.261,5856777.616,0,0
07-12 12:24:55,5.852,5.089,88.295,0.509,0.254,1303560192,29273137152,97288192,2858491904,0,270336,160592,170523
07-12 12:24:56,5.685,4.134,89.406,0.258,0.517,1303359488,29273333760,97288192,2858496000,0,229376,169509,165544
07-12 12:24:57,24.311,8.772,64.662,1.253,1.003,1303814144,29272875008,97288192,2858500096,0,589824,1048242,1124611
07-12 12:24:58,52.130,9.524,35.840,1.003,1.504,1305747456,29270773760,97288192,2858541056,0,1097728,2271621,2365619
07-12 12:24:59,25.063,5.316,67.089,1.519,1.013,1306329088,29270102016,97288192,2858610688,0,2281472,1079110,1401433
07-12 12:25:00,22.917,6.250,68.490,1.302,1.042,1307611136,29268811776,97288192,2858618880,0,2977792,911324,1314145
07-12 12:25:01,8.639,4.188,84.555,2.094,0.524,1307799552,29268619264,97288192,2858622976,0,1163264,388587,383552
07-12 12:25:02,20.455,7.071,70.202,2.020,0.253,1307791360,29268619264,97288192,2858631168,0,1187840,744412,739215
07-12 12:25:03,17.692,5.897,74.872,1.026,0.513,1307889664,29268520960,97288192,2858631168,0,532480,729991,704638
07-12 12:25:04,16.710,3.916,78.329,0.783,0.261,1308241920,29268168704,97288192,2858631168,0,655360,947934,963983
07-12 12:25:05,19.747,5.063,73.671,1.013,0.506,1308401664,29268008960,97288192,2858631168,0,765952,834869,834699
07-12 12:25:06,20.147,8.354,69.042,1.966,0.491,1308557312,29267845120,97288192,2858639360,0,2166784,969849,978278
07-12 12:25:07,14.621,5.222,77.546,1.828,0.783,1308979200,29267423232,97288192,2858639360,0,1040384,802599,826630
07-12 12:25:08,14.360,5.744,78.068,1.305,0.522,1309040640,29267361792,97288192,2858639360,0,806912,767576,776167
07-12 12:25:09,28.316,6.633,63.010,1.531,0.510,1311395840,29265006592,97288192,2858639360,0,2572288,1198690,1491435
07-12 12:25:10,23.724,5.612,67.857,2.296,0.510,1313349632,29263040512,97288192,2858651648,0,3645440,905270,1277352
07-12 12:25:11,18.321,6.107,72.774,2.036,0.763,1313697792,29262684160,97288192,2858659840,0,1298432,897195,920103
07-12 12:25:12,20.888,6.005,71.802,1.044,0.261,1314373632,29262008320,97288192,2858659840,0,872448,1140432,1124817
07-12 12:25:13,18.878,5.612,73.469,1.276,0.765,1314406400,29261975552,97288192,2858659840,0,917504,1068051,1046367
07-12 12:25:14,25,5.729,67.708,1.042,0.521,1315729408,29260652544,97288192,2858659840,0,827392,986203,985840
07-12 12:25:15,24.219,6.771,66.667,1.823,0.521,1315622912,29260750848,97288192,2858668032,0,1290240,1287078,1339336
07-12 12:25:16,17.403,5.455,74.545,1.818,0.779,1315688448,29260685312,97288192,2858668032,0,1216512,978965,934376
07-12 12:25:17,17.010,5.670,76.031,1.031,0.258,1316302848,29260070912,97288192,2858668032,0,774144,996754,994938
07-12 12:25:18,21.299,4.416,71.948,1.558,0.779,1316495360,29259878400,97288192,2858668032,0,1118208,1175623,1176020
07-12 12:25:19,24.872,7.692,65.128,2.051,0.256,1318035456,29258330112,97288192,2858676224,0,2920448,1286902,1615832
07-12 12:25:20,27.390,7.235,62.791,2.326,0.258,1320742912,29255618560,97288192,2858680320,0,3719168,1224925,1627904
07-12 12:25:21,19.036,6.091,73.350,1.523,0,1320546304,29255815168,97288192,2858680320,0,1462272,1075822,1086604
07-12 12:25:22,20.205,5.627,72.890,0.767,0.512,1320804352,29255557120,97288192,2858680320,0,782336,997399,942073
07-12 12:25:23,22.532,6.835,68.861,1.519,0.253,1321095168,29255266304,97288192,2858680320,0,1011712,1177037,1148916
07-12 12:25:24,25.130,5.959,66.839,1.554,0.518,1321893888,29254459392,97288192,2858688512,0,1187840,1147615,1167611
07-12 12:25:25,19.380,4.910,74.419,1.034,0.258,1321926656,29254426624,97288192,2858688512,0,843776,1095745,1120515
07-12 12:25:26,13.911,4.987,79.790,1.050,0.262,1321918464,29254426624,97288192,2858696704,0,864256,959452,943491
07-12 12:25:27,15.245,5.426,78.036,1.034,0.258,1321918464,29254426624,97288192,2858696704,0,679936,916235,914281
07-12 12:25:28,21.608,6.281,69.095,2.261,0.754,1322909696,29253427200,97288192,2858704896,0,1560576,997878,1013508
07-12 12:25:29,22.396,5.208,68.490,3.125,0.781,1324773376,29251555328,97288192,2858713088,0,3166208,1084692,1371933
07-12 12:25:30,36.750,4.250,57.250,1.250,0.500,1327284224,29249040384,97288192,2858713088,0,3010560,1200583,1604633
07-12 12:25:31,15.844,4.935,78.182,0.779,0.260,1327476736,29248847872,97288192,2858713088,0,851968,1059413,1063798
07-12 12:25:32,14.883,5.744,78.329,1.044,0,1327898624,29248425984,97288192,2858713088,0,921600,1013510,973524
07-12 12:25:33,20.619,6.701,70.619,1.804,0.258,1328242688,29248073728,97288192,2858721280,0,1294336,1193613,1207556
07-12 12:25:34,21.717,5.808,70.707,1.515,0.253,1329082368,29247234048,97288192,2858721280,0,1036288,1206451,1222656
07-12 12:25:35,15.561,5.102,78.061,1.020,0.255,1329467392,29246844928,97288192,2858725376,0,933888,988774,993840
07-12 12:25:36,21.244,5.959,71.762,0.777,0.259,1329561600,29246750720,97288192,2858725376,0,761856,1072733,1087418
07-12 12:25:37,20.308,5.141,71.979,2.057,0.514,1329586176,29246717952,97288192,2858733568,0,1441792,1009107,1023845
07-12 12:25:38,15.079,4.233,78.571,1.587,0.529,1330245632,29246054400,97288192,2858737664,0,1118208,844009,838218
07-12 12:25:39,21.026,6.154,70.256,2.051,0.513,1331879936,29244420096,97288192,2858737664,0,2871296,1104199,1389274
07-12 12:25:40,24.872,6.154,66.923,1.795,0.256,1334202368,29242097664,97288192,2858737664,0,3194880,1160017,1550214
07-12 12:25:41,17.268,4.639,76.289,1.289,0.515,1334493184,29241806848,97288192,2858737664,0,966656,863559,844542
07-12 12:25:42,28.125,6.771,62.240,2.344,0.521,1334616064,29241675776,97288192,2858745856,0,1597440,1293873,1294762
07-12 12:25:43,19.036,5.330,74.112,1.269,0.254,1334775808,29241516032,97288192,2858745856,0,1077248,1022430,988126
07-12 12:25:44,15.325,4.675,78.701,1.039,0.260,1335001088,29241290752,97288192,2858745856,0,708608,924120,913100
07-12 12:25:45,16.031,6.870,75.064,1.527,0.509,1335549952,29240741888,97288192,2858745856,0,966656,930116,943088
07-12 12:25:46,16.880,5.627,75.448,1.790,0.256,1335771136,29240516608,97288192,2858749952,0,1277952,814711,794491
07-12 12:25:47,18.734,5.541,73.351,2.111,0.264,1335762944,29240516608,97288192,2858758144,0,1388544,1017286,1010777
07-12 12:25:48,22.278,6.582,69.620,1.266,0.253,1336246272,29240033280,97288192,2858758144,0,897024,1194865,1212412
07-12 12:25:49,18.394,4.145,75.648,1.554,0.259,1338540032,29237739520,97288192,2858758144,0,2392064,1010668,1309915
07-12 12:25:50,21.173,5.612,71.429,1.531,0.255,1340891136,29235388416,97288192,2858758144,0,3198976,1118946,1494261
07-12 12:25:51,23.410,6.616,67.684,2.036,0.254,1341751296,29234515968,97288192,2858770432,0,1531904,1131961,1134809
07-12 12:25:52,22.670,6.297,69.270,1.259,0.504,1341685760,29234581504,97288192,2858770432,0,999424,860262,817714
07-12 12:25:53,20.455,6.818,70.707,1.263,0.758,1341816832,29234450432,97288192,2858770432,0,761856,1028785,991033
07-12 12:25:54,22.193,6.789,68.407,1.567,1.044,1343201280,29233065984,97288192,2858770432,0,888832,1084012,1083350
07-12 12:25:55,15.561,5.612,74.745,3.316,0.765,1343451136,29232807936,97288192,2858778624,0,1654784,765137,733543
07-12 12:25:56,19.060,6.005,71.802,2.089,1.044,1343754240,29232500736,97288192,2858782720,0,1220608,1135314,1158920
07-12 12:25:57,26.396,7.107,63.452,1.523,1.523,1343979520,29232275456,97288192,2858782720,0,888832,1071894,1076782
07-12 12:25:58,13.811,5.627,78.261,1.279,1.023,1344110592,29232144384,97288192,2858782720,0,798720,674535,649278
07-12 12:25:59,20,4.737,71.053,3.421,0.789,1345781760,29230469120,97288192,2858790912,0,3158016,877282,1162439
07-12 12:26:00,23.410,6.361,67.430,2.545,0.254,1348096000,29228146688,97288192,2858799104,0,3776512,948345,1324097
07-12 12:26:01,16.839,4.404,76.425,2.073,0.259,1348321280,29227921408,97288192,2858799104,0,1269760,784509,755961
07-12 12:26:02,20.308,5.656,70.951,2.314,0.771,1348603904,29227630592,97288192,2858807296,0,1519616,965759,931265
07-12 12:26:03,14.653,5.398,77.121,2.314,0.514,1349087232,29227147264,97288192,2858807296,0,1269760,731780,716272
07-12 12:26:04,29.563,6.941,60.925,1.799,0.771,1349107712,29227114496,97288192,2858819584,0,1380352,1101256,1080398
07-12 12:26:05,19.792,4.688,72.917,2.083,0.521,1349361664,29226856448,97288192,2858823680,0,1458176,1062565,1073289
07-12 12:26:06,15.183,4.450,78.796,0.785,0.785,1349296128,29226921984,97288192,2858823680,0,712704,775560,749641
07-12 12:26:07,16.364,4.675,76.364,1.558,1.039,1346031616,29230186496,97288192,2858815488,0,1114112,840916,840295
07-12 12:26:08,19.693,6.394,71.355,1.790,0.767,1345966080,29230252032,97288192,2858815488,0,1130496,892674,877278
07-12 12:26:09,25.635,6.345,65.228,2.284,0.508,1347837952,29228347392,97288192,2858848256,0,3342336,1164699,1462626
07-12 12:26:10,46.684,5.867,43.622,2.296,1.531,1349910528,29225766912,97288192,2859356160,0,3747840,1037007,1410811
07-12 12:26:11,41.791,7.463,48.010,2.239,0.498,1305464832,29266763776,97288192,2862796800,0,5222400,966330,953968
07-12 12:26:12,29.574,7.018,60.652,2.256,0.501,1286918144,29288861696,97288192,2859237376,0,4321280,876859,853501
07-12 12:26:13,14.776,4.749,77.045,2.902,0.528,1287266304,29288505344,97288192,2859245568,0,1875968,785723,775741
