"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cockroach-worker-2",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output cockroach-80-workloada-1024-20201207-172509-2.csv 1 400",,,,"Date:","07 Dec 2020 17:25:20 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
07-12 17:25:20,28.915,7.606,59.966,3.154,0.360,1673060352,27682394112,96112640,4051656704,88528.842,10485105.225,0,0
07-12 17:25:21,29.188,7.107,63.198,0,0.508,1673297920,27682123776,96112640,4051673088,0,0,2319032,2481182
07-12 17:25:22,29.668,7.417,62.148,0.256,0.512,1673134080,27682287616,96112640,4051673088,0,176128,2423909,2578091
07-12 17:25:23,30.280,6.616,62.850,0,0.254,1673191424,27682222080,96112640,4051681280,0,86016,2563256,2766501
07-12 17:25:24,28.205,7.179,63.846,0,0.769,1675771904,27679596544,96112640,4051681280,0,36864,2467551,2463579
07-12 17:25:25,42.785,8.101,48.354,0,0.759,1690873856,27663847424,96112640,4051783680,0,0,4048823,3834058
07-12 17:25:26,44.665,7.692,46.898,0,0.744,1682878464,27671826432,96112640,4051832832,0,81920,3051955,3004235
07-12 17:25:27,50.125,8.521,40.602,0.251,0.501,1676382208,27678494720,96112640,4051841024,0,40960,3337230,3414450
07-12 17:25:28,33.419,7.455,58.355,0,0.771,1675800576,27679068160,96112640,4051849216,0,53248,2376524,2688189
07-12 17:25:29,33.933,6.684,58.869,0,0.514,1677291520,27677573120,96112640,4051853312,0,65536,2304169,2379048
07-12 17:25:30,35.052,8.505,53.608,2.062,0.773,1677393920,27677425664,96112640,4051865600,0,1257472,2490725,2610633
07-12 17:25:31,39.633,8.924,48.031,2.887,0.525,1678483456,27676291072,96112640,4051877888,0,1961984,3006860,3063020
07-12 17:25:32,36.649,11.257,48.691,2.356,1.047,1678979072,27675664384,96112640,4051894272,0,1515520,2828154,2928039
07-12 17:25:33,41.775,8.877,46.997,2.089,0.261,1679568896,27674963968,96112640,4051922944,0,1462272,3140871,3235874
07-12 17:25:34,42.714,9.296,45.477,2.010,0.503,1681563648,27672846336,96112640,4051943424,0,1515520,2688859,2645103
07-12 17:25:35,47.558,11.311,35.476,4.370,1.285,1682460672,27671797760,96112640,4051972096,0,2977792,3139907,2953593
07-12 17:25:36,48.082,10.742,36.317,2.813,2.046,1682743296,27671420928,96112640,4051996672,0,2027520,3046015,2898593
07-12 17:25:37,37.468,10.336,44.186,5.685,2.326,1683337216,27670790144,96112640,4052017152,0,3473408,2916049,2699316
07-12 17:25:38,42.569,9.572,39.547,6.297,2.015,1683779584,27670323200,96112640,4052025344,0,4157440,2714235,2594193
07-12 17:25:39,36.269,11.399,45.855,5.181,1.295,1684049920,27670048768,96112640,4052029440,0,3280896,2863270,2756830
07-12 17:25:40,42.347,10.204,41.071,4.592,1.786,1684713472,27669377024,96112640,4052037632,0,2908160,2840599,2781183
07-12 17:25:41,51.804,12.113,31.186,3.608,1.289,1686376448,27667705856,96112640,4052045824,0,2637824,3104500,2827822
07-12 17:25:42,42.298,13.577,37.337,5.744,1.044,1687674880,27666341888,96112640,4052062208,0,3964928,3120790,3007336
07-12 17:25:43,35.338,11.278,47.870,4.762,0.752,1688018944,27665952768,96112640,4052074496,0,3170304,2693890,2650278
07-12 17:25:44,38.987,11.139,44.557,4.304,1.013,1689092096,27664814080,96112640,4052090880,0,3059712,2554580,2465402
07-12 17:25:45,57.398,13.520,23.724,3.827,1.531,1690120192,27663921152,96112640,4052119552,0,3211264,3704460,3600852
07-12 17:25:46,49.109,12.214,33.333,3.308,2.036,1690681344,27663237120,96112640,4052148224,0,2658304,3088558,2937269
07-12 17:25:47,42.931,13.882,38.046,3.599,1.542,1691803648,27661971456,96112640,4052172800,0,2932736,3076755,2945343
07-12 17:25:48,47.772,13.614,34.653,2.970,0.990,1692495872,27661180928,96112640,4052201472,0,2424832,2762864,2815364
07-12 17:25:49,52.792,12.437,29.442,3.553,1.777,1694208000,27659313152,96112640,4052221952,0,3289088,3444650,3492369
07-12 17:25:50,44.444,11.886,40.310,2.584,0.775,1696976896,27656388608,96112640,4052246528,0,2064384,3078534,3067814
07-12 17:25:51,54.523,11.307,30.402,2.764,1.005,1698299904,27654848512,96112640,4052283392,0,2527232,3545914,3630516
07-12 17:25:52,36.761,12.339,46.015,4.113,0.771,1699807232,27653152768,96112640,4052312064,0,2785280,2669055,2552219
07-12 17:25:53,43.478,9.207,43.734,3.325,0.256,1700339712,27652612096,96112640,4052320256,0,2772992,2706591,2648622
07-12 17:25:54,33.592,12.145,50.388,3.101,0.775,1702719488,27650232320,96112640,4052320256,0,3227648,2956541,2749992
07-12 17:25:55,35.714,11.480,47.959,4.082,0.765,1703555072,27649396736,96112640,4052320256,0,2658304,2674234,2556077
07-12 17:25:56,30.946,10.230,53.197,4.348,1.279,1703862272,27649089536,96112640,4052320256,0,2871296,2286221,2117329
07-12 17:25:57,34.837,10.276,50.877,3.258,0.752,1704488960,27648462848,96112640,4052320256,0,2285568,2603804,2437268
07-12 17:25:58,35.969,10.459,49.745,3.061,0.765,1704652800,27648299008,96112640,4052320256,0,2195456,2488270,2484410
07-12 17:25:59,33.247,11.856,50.773,3.608,0.515,1705426944,27647524864,96112640,4052320256,0,2387968,2675341,2679856
07-12 17:26:00,42.711,10.997,42.967,2.813,0.512,1716015104,27636936704,96112640,4052320256,0,2129920,2348530,2360770
07-12 17:26:01,33.417,10.553,51.759,3.769,0.503,1716047872,27636903936,96112640,4052320256,0,2506752,2391017,2328911
07-12 17:26:02,28.312,8.571,59.221,3.377,0.519,1716256768,27636695040,96112640,4052320256,0,2011136,2061153,2093021
07-12 17:26:03,36.667,9.231,49.487,4.103,0.513,1716772864,27636178944,96112640,4052320256,0,2596864,2862690,2791284
07-12 17:26:04,31.407,11.055,54.523,2.513,0.503,1717030912,27635920896,96112640,4052320256,0,1789952,2354389,2317146
07-12 17:26:05,35.354,10.606,50,3.030,1.010,1717514240,27635437568,96112640,4052320256,0,2256896,2297951,2135093
07-12 17:26:06,31.122,10.714,53.571,3.571,1.020,1717854208,27635097600,96112640,4052320256,0,2269184,2169931,2171494
07-12 17:26:07,37.632,9.474,49.211,2.895,0.789,1717956608,27634995200,96112640,4052320256,0,1921024,2754993,2702080
07-12 17:26:08,30.928,9.021,54.897,4.381,0.773,1718362112,27634589696,96112640,4052320256,0,2523136,2241958,2192743
07-12 17:26:09,31.034,10.875,53.316,4.244,0.531,1718788096,27634163712,96112640,4052320256,0,2416640,2554798,2568075
07-12 17:26:10,26.984,8.995,60.053,3.175,0.794,1718788096,27634163712,96112640,4052320256,0,2093056,2076413,2050253
07-12 17:26:11,37.405,9.160,49.364,3.817,0.254,1719345152,27633606656,96112640,4052320256,0,2498560,2616814,2550151
07-12 17:26:12,45.244,10.283,40.874,3.085,0.514,1719783424,27633168384,96112640,4052320256,0,2240512,2846159,2832735
07-12 17:26:13,42.145,11.222,42.893,3.242,0.499,1720242176,27632709632,96112640,4052320256,0,2363392,2994099,2921382
07-12 17:26:14,33.854,9.375,51.562,4.688,0.521,1721724928,27631226880,96112640,4052320256,0,2674688,2447487,2616580
07-12 17:26:15,37.245,9.184,49.235,3.827,0.510,1722040320,27630911488,96112640,4052320256,0,2539520,2884415,2885187
07-12 17:26:16,38.931,11.705,44.784,3.817,0.763,1722150912,27630784512,96112640,4052320256,0,2560000,2843864,2871149
07-12 17:26:17,43.864,8.355,44.386,2.350,1.044,1722765312,27630170112,96112640,4052320256,0,1617920,2907917,2864666
07-12 17:26:18,35.294,10.486,50.128,3.581,0.512,1722781696,27630153728,96112640,4052320256,0,2572288,2698261,2762975
07-12 17:26:19,36.735,10.204,48.980,3.571,0.510,1723572224,27629363200,96112640,4052320256,0,2654208,2487491,2472981
07-12 17:26:20,26.053,9.211,60.526,3.684,0.526,1723588608,27629346816,96112640,4052320256,0,2232320,2101034,2071959
07-12 17:26:21,40.722,12.113,43.041,3.608,0.515,1724272640,27628662784,96112640,4052320256,0,2383872,2985895,3007950
07-12 17:26:22,31.969,10.742,52.174,4.092,1.023,1724645376,27628290048,96112640,4052320256,0,2596864,2317789,2310338
07-12 17:26:23,33.333,9.231,54.615,2.564,0.256,1724571648,27628363776,96112640,4052320256,0,1748992,2244096,2364380
07-12 17:26:24,36.735,10.204,47.704,4.082,1.276,1724944384,27627991040,96112640,4052320256,0,2547712,2134371,2279446
