"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sconekv-worker-8",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output sconekv-80-workloada-1024-20201206-173154-8.csv 1 400",,,,"Date:","06 Dec 2020 17:32:05 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","recv","send"
06-12 17:32:05,26.545,6.428,66.668,0.259,0.100,4712505344,26345955328,54464512,2427674624,59752.770,1664789.899,0,0
06-12 17:32:06,1.508,0.754,97.739,0,0,4712558592,26345881600,54464512,2427695104,0,0,83742,81629
06-12 17:32:07,1.253,1.504,97.243,0,0,4712656896,26345783296,54464512,2427695104,0,0,57549,60451
06-12 17:32:08,1.754,1.003,97.243,0,0,4712525824,26345914368,54464512,2427695104,0,0,65746,65570
06-12 17:32:09,1.511,0.504,97.985,0,0,4712624128,26345816064,54464512,2427695104,0,0,59780,58857
06-12 17:32:10,1.003,1.504,97.243,0,0.251,4712624128,26345816064,54464512,2427695104,0,1167360,56643,56523
06-12 17:32:11,1.008,1.008,97.985,0,0,4712517632,26345914368,54472704,2427695104,0,61440,54499,55150
06-12 17:32:12,2.020,0.505,97.475,0,0,4712583168,26345848832,54472704,2427695104,0,0,59088,57554
06-12 17:32:13,2.500,1,96.500,0,0,4712615936,26345816064,54472704,2427695104,0,0,85263,84898
06-12 17:32:14,1.750,1,97.250,0,0,4712779776,26345652224,54472704,2427695104,0,0,85106,84995
06-12 17:32:15,1.511,0.504,97.985,0,0,4712615936,26345816064,54472704,2427695104,0,0,56563,55549
06-12 17:32:16,1.256,0.754,97.990,0,0,4712812544,26345619456,54472704,2427695104,0,0,58259,58700
06-12 17:32:17,3.769,0.503,95.729,0,0,4712640512,26345783296,54480896,2427695104,0,16384,64870,64149
06-12 17:32:18,1.500,1.250,97.250,0,0,4712574976,26345848832,54480896,2427695104,0,0,56901,57104
06-12 17:32:19,2,1.500,96.500,0,0,4712730624,26345689088,54480896,2427695104,0,0,73979,68326
06-12 17:32:20,1.259,0.756,97.985,0,0,4712828928,26345590784,54480896,2427695104,0,0,56331,56382
06-12 17:32:21,1.256,1.005,97.236,0.251,0.251,4712828928,26345590784,54480896,2427695104,0,286720,56591,56975
06-12 17:32:22,36.476,17.370,46.154,0,0,4821282816,26100715520,54484992,2561081344,0,81920,60119,60432
06-12 17:32:23,63.951,11.852,24.198,0,0,4906356736,25883705344,54484992,2689323008,0,0,54361,48778
06-12 17:32:24,63.682,9.453,21.642,5.224,0,4933423104,25799712768,54505472,2744922112,0,95703040,65604,82822
06-12 17:32:25,41.791,9.453,42.040,6.716,0,4982800384,25717428224,54517760,2776350720,0,81047552,72656,98435
06-12 17:32:26,17.662,2.488,68.905,10.697,0.249,4968005632,25826525184,54562816,2683727872,0,81313792,70203,92039
06-12 17:32:27,3.015,0.754,96.231,0,0,4968079360,25826742272,54562816,2683625472,0,0,75267,109980
06-12 17:32:28,12.469,1.746,85.786,0,0,4968591360,25826226176,54562816,2683629568,0,0,158869,202341
06-12 17:32:29,53.102,4.963,41.687,0,0.248,4970246144,25824464896,54562816,2683670528,0,0,449995,478057
06-12 17:32:30,73.580,6.420,20,0,0,4974403584,25820000256,54562816,2683813888,0,0,808121,830670
06-12 17:32:31,37.405,4.326,58.270,0,0,5008965632,25785163776,54571008,2683977728,0,40960,636651,639248
06-12 17:32:32,20.792,6.436,72.525,0,0.248,5011771392,25782243328,54571008,2684030976,0,4096,606708,644118
06-12 17:32:33,27.949,7.436,64.615,0,0,5015764992,25777852416,54571008,2684194816,0,0,852254,875843
06-12 17:32:34,20.918,4.592,74.235,0,0.255,5037903872,25755549696,54571008,2684293120,0,4096,518993,527966
06-12 17:32:35,15.443,4.051,80.253,0,0.253,5062516736,25730863104,54571008,2684329984,0,0,342145,364410
06-12 17:32:36,20.260,5.455,74.286,0,0,5049290752,25743843328,54571008,2684420096,0,163840,644181,699629
06-12 17:32:37,33.416,7.980,58.354,0,0.249,5055045632,25737576448,54579200,2684641280,0,77824,1075073,1146970
06-12 17:32:38,21.357,4.020,74.372,0,0.251,5061451776,25731084288,54579200,2684686336,0,0,342761,362473
06-12 17:32:39,15.681,5.141,79.177,0,0,5081124864,25711280128,54579200,2684751872,0,0,475270,496724
06-12 17:32:40,16.880,4.604,78.517,0,0,5100687360,25691566080,54579200,2684813312,0,0,483866,523244
06-12 17:32:41,42.199,11.509,46.036,0,0.256,5164363776,25627422720,54579200,2685063168,0,159744,1119464,1186615
06-12 17:32:42,44.557,6.329,48.861,0.253,0,5203496960,25587863552,54583296,2685267968,0,24576,938575,1090771
06-12 17:32:43,41.147,10.723,47.880,0,0.249,5208412160,25582481408,54583296,2685554688,0,0,1340628,1405317
06-12 17:32:44,16.414,4.798,78.535,0,0.253,5209419776,25581346816,54583296,2685620224,0,0,439225,477511
06-12 17:32:45,14.834,4.092,81.074,0,0,5210357760,25580298240,54583296,2685681664,0,0,425870,458176
06-12 17:32:46,13.924,3.291,82.532,0,0.253,5210746880,25579761664,54583296,2685759488,0,0,367982,421654
06-12 17:32:47,20.301,5.263,74.436,0,0,5211594752,25578823680,54591488,2685804544,0,24576,475966,500178
06-12 17:32:48,40.256,6.923,52.564,0,0.256,5214064640,25576120320,54591488,2685939712,0,0,1017024,1069479
06-12 17:32:49,51.157,8.483,40.103,0,0.257,5219225600,25570328576,54591488,2686361600,0,0,1224861,1348615
06-12 17:32:50,50.510,10.459,38.776,0,0.255,5239091200,25550049280,54591488,2686668800,0,0,1466580,1597097
06-12 17:32:51,52.442,8.483,39.075,0,0,5272616960,25515880448,54591488,2687115264,0,0,1445399,1541368
06-12 17:32:52,14.937,5.570,79.241,0,0.253,5274173440,25514254336,54599680,2687152128,0,24576,460619,511580
06-12 17:32:53,18.718,3.846,77.436,0,0,5274267648,25513971712,54599680,2687299584,0,0,590564,634977
06-12 17:32:54,21.465,5.556,72.727,0,0.253,5275054080,25513086976,54599680,2687385600,0,0,623549,654820
06-12 17:32:55,20.823,4.370,74.807,0,0,5276016640,25511927808,54599680,2687557632,0,0,738598,833835
06-12 17:32:56,44.987,12.596,41.645,0.514,0.257,5277974528,25509371904,54599680,2688004096,0,15851520,1690449,1870912
06-12 17:32:57,45.524,10.742,33.248,10.230,0.256,5280129024,25506713600,54607872,2688413696,0,138797056,1577737,1757912
06-12 17:32:58,38.228,8.101,53.671,0,0,5281136640,25505218560,54607872,2688839680,0,12128256,1258458,1408475
06-12 17:32:59,18.204,4.738,76.808,0,0.249,5303152640,25483161600,54607872,2688880640,0,0,400779,468009
06-12 17:33:00,35.917,9.044,55.039,0,0,5303730176,25482334208,54607872,2689064960,0,0,1113454,1185759
06-12 17:33:01,62.720,8.816,28.212,0,0.252,5334380544,25451089920,54607872,2689581056,0,0,1644325,1756759
06-12 17:33:02,23.858,2.792,73.096,0.254,0,5334364160,25450975232,54611968,2689699840,0,36864,303421,335732
06-12 17:33:03,49.246,7.789,42.714,0,0.251,5336227840,25448632320,54611968,2690129920,0,0,1511134,1698412
06-12 17:33:04,54.839,9.429,35.484,0,0.248,5337382912,25446785024,54611968,2690756608,0,0,1709928,1878902
06-12 17:33:05,60.660,10.152,28.934,0,0.254,5338107904,25445158912,54611968,2691530752,0,0,1933811,2175996
06-12 17:33:06,53.093,9.021,37.629,0,0.258,5341335552,25441230848,54611968,2692218880,0,0,1863173,2302066
06-12 17:33:07,61.975,10.123,27.654,0,0.247,5364461568,25417142272,54616064,2693120000,0,24576,2365262,2610084
06-12 17:33:08,48.579,12.145,39.276,0,0,5420941312,25359994880,54616064,2693750784,0,73728,1828705,2202984
06-12 17:33:09,50.761,14.721,34.264,0,0.254,5465767936,25314574336,54616064,2694320128,0,0,1816036,2004027
06-12 17:33:10,51.407,12.532,35.806,0,0.256,5485371392,25294401536,54616064,2694856704,0,0,1822308,1960867
06-12 17:33:11,65.404,9.091,25.505,0,0,5503500288,25275830272,54616064,2695299072,0,0,1993893,2001475
06-12 17:33:12,56.892,12.782,30.075,0,0.251,5504073728,25274159104,54620160,2696384512,0,40960,2317129,2482901
06-12 17:33:13,62.468,12.596,24.679,0,0.257,5506797568,25270374400,54620160,2697396224,0,32768,2929258,3048517
06-12 17:33:14,57.881,12.920,29.199,0,0,5518340096,25257787392,54620160,2698416128,0,0,2480200,2722535
06-12 17:33:15,63.171,12.276,24.297,0,0.256,5566234624,25208967168,54620160,2699329536,0,0,2516158,2686055
06-12 17:33:16,67.430,13.486,19.084,0,0,5656621056,25117691904,54620160,2700206080,0,0,2279840,2359744
06-12 17:33:17,71.608,10.553,17.588,0,0.251,5688377344,25085145088,54628352,2700967936,0,24576,2172014,2288097
06-12 17:33:18,59.126,14.653,26.221,0,0,5670350848,25102376960,54628352,2701746176,0,0,2175903,2379947
06-12 17:33:19,68.473,10.345,20.936,0,0.246,5690736640,25081421824,54628352,2702303232,0,0,1925404,2057825
06-12 17:33:20,54.660,9.068,36.272,0,0,5685411840,25086271488,54628352,2702778368,0,0,1846321,2047986
06-12 17:33:21,61.598,13.918,24.227,0,0.258,5684830208,25085841408,54628352,2703761408,0,0,2659888,2943413
06-12 17:33:22,60.553,11.307,28.141,0,0,5709389824,25060306944,54632448,2704728064,0,24576,2390457,2706015
06-12 17:33:23,61.869,15.657,22.222,0,0.253,5757624320,25010954240,54632448,2705829888,0,0,3053320,3428172
06-12 17:33:24,59.241,12.658,28.101,0,0,5840744448,24926838784,54632448,2706792448,0,0,2374635,2699890
06-12 17:33:25,58.838,15.152,25.758,0,0.253,5878108160,24888307712,54632448,2707922944,0,0,2478037,2689730
06-12 17:33:26,50.498,11.692,37.811,0,0,5879693312,24895545344,54632448,2699141120,0,0,2152142,2413292
06-12 17:33:27,56.853,14.721,28.173,0,0.254,5882785792,24891535360,54640640,2700042240,0,57344,2758316,3072508
06-12 17:33:28,54.881,12.401,32.190,0.528,0,5904171008,24868900864,54640640,2701258752,0,12828672,2580401,2795344
06-12 17:33:29,55.860,10.474,33.666,0,0,5907525632,24864612352,54640640,2702180352,0,0,2336544,2689145
06-12 17:33:30,57.922,15.325,26.494,0,0.260,5925933056,24845303808,54640640,2703077376,0,0,2639690,2915822
06-12 17:33:31,61.323,14.504,24.173,0,0,5947068416,24822329344,54640640,2704908288,0,0,2675411,3049772
06-12 17:33:32,63.117,14.805,21.818,0,0.260,5947568128,24830529536,54648832,2696388608,0,53248,2766349,3202054
06-12 17:33:33,65.306,11.735,22.959,0,0,5957697536,24817844224,54648832,2698887168,0,0,2231219,2565949
