"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node11",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/sconekv-20200930-133452-workloadc-128-node11.csv 1 400",,,,"Date:","30 Sep 2020 12:35:09 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 12:35:09,4.484,1.884,91.801,0.030,0.0,1.801,10413690880.0,35663872.0,1497481216.0,24960385024.0,39004.175,489792.228,0.0,0.0
30-09 12:35:10,0.063,0.063,99.812,0.0,0.0,0.063,10412449792.0,35663872.0,1497505792.0,24961601536.0,0.0,0.0,30045.0,29432.0
30-09 12:35:11,0.063,0.063,99.749,0.0,0.0,0.125,10412449792.0,35663872.0,1497505792.0,24961601536.0,0.0,0.0,30635.0,27634.0
30-09 12:35:12,0.313,0.188,99.248,0.0,0.0,0.251,10412781568.0,35663872.0,1497509888.0,24961265664.0,0.0,0.0,41015.0,45470.0
30-09 12:35:13,0.0,0.063,99.874,0.0,0.0,0.063,10412781568.0,35663872.0,1497509888.0,24961265664.0,0.0,0.0,32175.0,32800.0
30-09 12:35:14,0.0,0.0,99.812,0.0,0.0,0.188,10412781568.0,35676160.0,1497497600.0,24961265664.0,0.0,61440.0,32507.0,32796.0
30-09 12:35:15,0.0,0.0,100.0,0.0,0.0,0.0,10412781568.0,35676160.0,1497497600.0,24961265664.0,0.0,0.0,30755.0,30441.0
30-09 12:35:16,0.063,0.063,99.749,0.0,0.0,0.125,10412781568.0,35676160.0,1497497600.0,24961265664.0,0.0,0.0,31991.0,30306.0
30-09 12:35:17,0.188,0.0,99.623,0.0,0.0,0.188,10412396544.0,35676160.0,1497509888.0,24961638400.0,0.0,0.0,38709.0,37537.0
30-09 12:35:18,0.063,0.063,99.748,0.0,0.0,0.126,10412388352.0,35676160.0,1497509888.0,24961646592.0,0.0,0.0,32720.0,33962.0
30-09 12:35:19,0.0,0.0,99.875,0.0,0.0,0.125,10412355584.0,35676160.0,1497509888.0,24961679360.0,0.0,0.0,30619.0,30171.0
