"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node07",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cockroach-20200930-195045-workloadb-256-node07.csv 1 400",,,,"Date:","30 Sep 2020 18:50:53 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 18:50:53,4.217,2.872,90.652,0.257,0.0,2.003,1327603712.0,150278144.0,1997574144.0,33431777280.0,201456.441,1378841.421,0.0,0.0
30-09 18:50:54,0.698,0.444,98.478,0.0,0.0,0.380,1327398912.0,150278144.0,1997574144.0,33431982080.0,0.0,16384.0,92899.0,93136.0
30-09 18:50:55,0.763,1.017,97.711,0.0,0.0,0.509,1327726592.0,150278144.0,1997574144.0,33431654400.0,0.0,53248.0,139403.0,118693.0
30-09 18:50:56,0.637,0.827,97.836,0.127,0.0,0.573,1327595520.0,150278144.0,1997574144.0,33431785472.0,0.0,131072.0,131911.0,116997.0
30-09 18:50:57,0.317,0.508,98.984,0.0,0.0,0.190,1327628288.0,150278144.0,1997574144.0,33431752704.0,0.0,0.0,97284.0,86582.0
30-09 18:50:58,0.698,0.635,98.159,0.0,0.0,0.508,1327628288.0,150278144.0,1997574144.0,33431752704.0,0.0,520192.0,152552.0,108040.0
30-09 18:50:59,4.415,1.663,91.811,0.896,0.0,1.216,1264254976.0,150282240.0,2003050496.0,33489645568.0,0.0,34979840.0,479747.0,223510.0
30-09 18:51:00,2.970,2.066,91.607,2.324,0.0,1.033,1265840128.0,150294528.0,2000134144.0,33490964480.0,4096.0,66990080.0,230021.0,128720.0
30-09 18:51:01,0.574,0.383,98.660,0.064,0.0,0.319,1265291264.0,150294528.0,2000211968.0,33491435520.0,0.0,69632.0,115316.0,117505.0
30-09 18:51:02,0.574,0.638,98.469,0.064,0.0,0.255,1265192960.0,150294528.0,2000211968.0,33491533824.0,0.0,49152.0,114668.0,111827.0
30-09 18:51:03,0.509,0.636,98.474,0.0,0.0,0.381,1265258496.0,150294528.0,2000211968.0,33491468288.0,0.0,40960.0,118153.0,109686.0
30-09 18:51:04,0.888,0.888,97.335,0.0,0.0,0.888,1265332224.0,150294528.0,2000211968.0,33491394560.0,0.0,49152.0,121200.0,110010.0
30-09 18:51:05,0.512,0.831,97.762,0.128,0.0,0.767,1265266688.0,150294528.0,2000211968.0,33491460096.0,0.0,122880.0,154619.0,136008.0
30-09 18:51:06,0.631,0.504,97.793,0.0,0.0,1.072,1265299456.0,150294528.0,2000211968.0,33491427328.0,0.0,16384.0,107106.0,114873.0
30-09 18:51:07,2.659,2.205,90.337,0.0,0.0,4.799,1265729536.0,150294528.0,2000236544.0,33490972672.0,0.0,0.0,602304.0,788578.0
30-09 18:51:08,2.852,1.555,90.473,0.0,0.0,5.120,1267806208.0,150294528.0,2000261120.0,33488871424.0,0.0,462848.0,512877.0,646626.0
30-09 18:51:09,6.180,2.893,85.536,0.197,0.0,5.194,1274048512.0,150294528.0,2000289792.0,33482600448.0,0.0,3534848.0,865128.0,723004.0
30-09 18:51:10,11.350,4.697,75.734,0.130,0.0,8.089,1214181376.0,150294528.0,2005037056.0,33537720320.0,0.0,5472256.0,1014332.0,1364950.0
30-09 18:51:11,11.832,6.885,70.989,2.540,0.0,7.754,1219837952.0,150294528.0,2070474752.0,33466626048.0,0.0,67354624.0,1718901.0,1659829.0
30-09 18:51:12,14.011,6.387,71.909,1.580,0.0,6.113,1228038144.0,150298624.0,2008088576.0,33520807936.0,0.0,30830592.0,2554104.0,2254716.0
30-09 18:51:13,13.874,6.868,69.299,3.091,0.0,6.868,1243598848.0,150302720.0,2085339136.0,33427992576.0,0.0,77516800.0,2273708.0,1971798.0
30-09 18:51:14,13.671,8.189,66.759,3.400,0.0,7.981,1253437440.0,150310912.0,2006142976.0,33497341952.0,0.0,68739072.0,2576005.0,2232122.0
30-09 18:51:15,9.622,7.010,76.082,0.825,0.0,6.460,1267097600.0,150310912.0,1996632064.0,33493192704.0,0.0,17489920.0,2550808.0,2208673.0
