"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node09",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cassandra-20201001-100923-workloadb-256-client.csv 1 400",,,,"Date:","01 Oct 2020 09:09:30 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
01-10 09:09:30,1.162,1.027,97.035,0.008,0.0,0.768,326537216.0,24150016.0,396214272.0,36160319488.0,89011.857,7437.613,0.0,0.0
01-10 09:09:31,2.941,0.512,96.100,0.128,0.0,0.320,352030720.0,24166400.0,443195392.0,36087828480.0,47403008.0,0.0,391.0,373.0
01-10 09:09:32,0.627,0.251,99.123,0.0,0.0,0.0,317517824.0,24166400.0,443506688.0,36122030080.0,8192.0,0.0,91.0,100.0
01-10 09:09:33,0.0,0.062,99.938,0.0,0.0,0.0,317501440.0,24166400.0,443506688.0,36122046464.0,0.0,0.0,291.0,282.0
01-10 09:09:34,0.0,0.0,100.0,0.0,0.0,0.0,317493248.0,24166400.0,443506688.0,36122054656.0,0.0,0.0,548.0,670.0
01-10 09:09:35,0.0,0.0,100.0,0.0,0.0,0.0,317493248.0,24166400.0,443506688.0,36122054656.0,0.0,0.0,191.0,191.0
01-10 09:09:36,0.0,0.0,100.0,0.0,0.0,0.0,317493248.0,24178688.0,443494400.0,36122054656.0,0.0,610304.0,91.0,100.0
01-10 09:09:37,0.125,0.188,99.625,0.0,0.0,0.062,317788160.0,24178688.0,443506688.0,36121747456.0,0.0,0.0,2104.0,1824.0
01-10 09:09:38,2.653,2.085,94.883,0.063,0.0,0.316,372670464.0,24289280.0,443428864.0,36066832384.0,0.0,446464.0,53503.0,67312.0
01-10 09:09:39,2.655,3.821,93.135,0.130,0.0,0.259,381177856.0,24326144.0,443564032.0,36058152960.0,0.0,647168.0,2115.0,4266.0
01-10 09:09:40,4.217,2.173,93.099,0.192,0.0,0.319,378863616.0,24354816.0,443641856.0,36060360704.0,0.0,1187840.0,7072.0,6224.0
01-10 09:09:41,9.539,1.857,88.604,0.0,0.0,0.0,441880576.0,24354816.0,443736064.0,35997249536.0,0.0,0.0,631.0,1389.0
01-10 09:09:42,12.740,3.905,83.163,0.0,0.0,0.192,923385856.0,24354816.0,443740160.0,35515740160.0,0.0,0.0,319114.0,11327.0
01-10 09:09:43,24.722,17.292,55.208,0.0,0.0,2.778,1260347392.0,24354816.0,443740160.0,35178778624.0,0.0,0.0,1040646.0,368258.0
01-10 09:09:44,30.127,17.185,48.868,0.0,0.0,3.819,1355227136.0,24354816.0,443813888.0,35083825152.0,0.0,0.0,2702656.0,417357.0
01-10 09:09:45,38.844,14.974,39.807,0.0,0.0,6.375,1409495040.0,24354816.0,443813888.0,35029557248.0,0.0,0.0,6754606.0,842311.0
01-10 09:09:46,34.909,13.382,44.218,0.0,0.0,7.491,1481007104.0,24363008.0,443813888.0,34958036992.0,0.0,126976.0,8416107.0,1173813.0
01-10 09:09:47,34.282,12.400,47.557,0.0,0.0,5.762,1509138432.0,24363008.0,443813888.0,34929905664.0,0.0,0.0,8412728.0,1255492.0
01-10 09:09:48,32.353,12.239,49.241,0.0,0.0,6.167,1548177408.0,24363008.0,443813888.0,34890866688.0,0.0,0.0,5711602.0,832247.0
01-10 09:09:49,15.275,6.721,74.067,0.0,0.0,3.938,1599983616.0,24363008.0,443813888.0,34839060480.0,0.0,0.0,9145666.0,1574705.0
01-10 09:09:50,8.850,6.943,80.327,0.0,0.0,3.880,1657982976.0,24363008.0,443813888.0,34781061120.0,0.0,0.0,9065778.0,1553186.0
01-10 09:09:51,10.034,8.942,76.314,0.0,0.0,4.710,1684045824.0,24363008.0,443813888.0,34754998272.0,0.0,0.0,8227669.0,1466394.0
01-10 09:09:52,7.385,6.233,82.114,0.068,0.0,4.201,1691598848.0,24371200.0,443813888.0,34747437056.0,0.0,20480.0,9378905.0,1649142.0
01-10 09:09:53,6.799,6.113,83.723,0.0,0.0,3.365,1699188736.0,24371200.0,443813888.0,34739847168.0,0.0,0.0,8982475.0,1582063.0
01-10 09:09:54,6.790,5.898,83.196,0.0,0.0,4.115,1709768704.0,24371200.0,443813888.0,34729267200.0,0.0,0.0,9802919.0,1719382.0
01-10 09:09:55,7.099,6.409,83.115,0.0,0.0,3.377,1733001216.0,24371200.0,443813888.0,34706034688.0,0.0,0.0,9663109.0,1700977.0
01-10 09:09:56,6.712,6.712,83.119,0.0,0.0,3.458,1778343936.0,24371200.0,443813888.0,34660691968.0,0.0,0.0,9065003.0,1599118.0
01-10 09:09:57,7.051,6.915,81.627,0.0,0.0,4.407,1821982720.0,24371200.0,443813888.0,34617053184.0,0.0,0.0,9435526.0,1660221.0
01-10 09:09:58,6.565,6.082,83.829,0.0,0.0,3.525,1823731712.0,24371200.0,443813888.0,34615304192.0,0.0,0.0,9206808.0,1633965.0
01-10 09:09:59,5.548,5.548,84.951,0.0,0.0,3.953,1825767424.0,24371200.0,443813888.0,34613268480.0,0.0,0.0,9356087.0,1636861.0
01-10 09:10:00,7.522,5.797,82.678,0.0,0.0,4.003,1827287040.0,24379392.0,443813888.0,34611740672.0,0.0,20480.0,9808730.0,1721788.0
01-10 09:10:01,6.155,5.878,84.509,0.0,0.0,3.458,1830653952.0,24379392.0,443813888.0,34608373760.0,0.0,0.0,9039721.0,1590181.0
01-10 09:10:02,6.160,5.681,84.394,0.0,0.0,3.765,1837281280.0,24379392.0,443813888.0,34601746432.0,0.0,0.0,9241887.0,1616024.0
01-10 09:10:03,7.294,7.157,81.254,0.0,0.0,4.294,1853251584.0,24379392.0,443813888.0,34585776128.0,0.0,0.0,10079653.0,1754893.0
01-10 09:10:04,6.975,7.113,81.354,0.0,0.0,4.558,1881124864.0,24379392.0,443813888.0,34557902848.0,0.0,0.0,10632354.0,1852247.0
01-10 09:10:05,7.309,6.557,82.445,0.0,0.0,3.689,1913274368.0,24379392.0,443813888.0,34525753344.0,0.0,0.0,9668557.0,1680134.0
01-10 09:10:06,9.993,6.798,78.858,0.0,0.0,4.351,1922588672.0,24387584.0,443805696.0,34516439040.0,0.0,16384.0,10279264.0,1772590.0
01-10 09:10:07,5.935,5.245,85.231,0.0,0.0,3.589,1924182016.0,24387584.0,443813888.0,34514837504.0,0.0,0.0,9226116.0,1622195.0
01-10 09:10:08,6.798,6.662,82.461,0.0,0.0,4.079,1923854336.0,24387584.0,443813888.0,34515165184.0,0.0,0.0,10314368.0,1803908.0
01-10 09:10:09,6.476,5.930,83.708,0.0,0.0,3.885,1924661248.0,24387584.0,443813888.0,34514358272.0,0.0,0.0,9543870.0,1660647.0
01-10 09:10:10,6.584,6.653,82.716,0.0,0.0,4.047,1924677632.0,24387584.0,443813888.0,34514341888.0,0.0,0.0,9758471.0,1681713.0
01-10 09:10:11,6.630,7.109,82.160,0.068,0.0,4.033,1928691712.0,24387584.0,443813888.0,34510327808.0,0.0,16384.0,10390055.0,1788083.0
01-10 09:10:12,8.962,7.278,79.852,0.0,0.0,3.908,1935077376.0,24387584.0,443813888.0,34503942144.0,0.0,0.0,9934522.0,1715138.0
01-10 09:10:13,10.102,7.372,78.157,0.0,0.0,4.369,1949556736.0,24387584.0,443813888.0,34489462784.0,0.0,0.0,9971020.0,1711416.0
01-10 09:10:14,7.468,6.721,81.127,0.0,0.0,4.684,1952362496.0,24387584.0,443813888.0,34486657024.0,0.0,0.0,10219308.0,1761445.0
01-10 09:10:15,6.958,5.935,83.151,0.0,0.0,3.956,1954197504.0,24387584.0,443813888.0,34484822016.0,0.0,0.0,9488357.0,1665233.0
01-10 09:10:16,8.486,6.721,80.516,0.0,0.0,4.277,1952321536.0,24395776.0,443813888.0,34486689792.0,0.0,106496.0,10184366.0,1771921.0
01-10 09:10:17,8.044,6.203,81.595,0.0,0.0,4.158,1953521664.0,24395776.0,443813888.0,34485489664.0,0.0,0.0,10147010.0,1763672.0
01-10 09:10:18,8.170,6.009,81.769,0.0,0.0,4.051,1953775616.0,24395776.0,443813888.0,34485235712.0,0.0,0.0,9674209.0,1702600.0
01-10 09:10:19,7.332,6.449,82.281,0.0,0.0,3.938,1953185792.0,24395776.0,443813888.0,34485825536.0,0.0,0.0,9587634.0,1677504.0
01-10 09:10:20,5.828,4.437,86.556,0.0,0.0,3.179,1955725312.0,24395776.0,443813888.0,34483286016.0,0.0,0.0,6820670.0,1213614.0
01-10 09:10:21,6.421,6.622,81.204,0.0,0.0,5.753,1955762176.0,24403968.0,443813888.0,34483240960.0,0.0,114688.0,9848277.0,1713263.0
01-10 09:10:22,7.570,7.304,80.478,0.0,0.0,4.648,1961480192.0,24403968.0,443813888.0,34477522944.0,0.0,0.0,9694250.0,1698399.0
01-10 09:10:23,6.402,6.469,83.491,0.0,0.0,3.639,1962663936.0,24403968.0,443813888.0,34476339200.0,0.0,0.0,8893295.0,1566400.0
01-10 09:10:24,8.126,6.246,81.061,0.0,0.0,4.567,1963352064.0,24403968.0,443813888.0,34475651072.0,0.0,0.0,10272003.0,1783934.0
01-10 09:10:25,7.703,6.554,81.757,0.0,0.0,3.986,1962008576.0,24403968.0,443813888.0,34476994560.0,0.0,0.0,10156776.0,1748774.0
01-10 09:10:26,7.274,6.526,81.645,0.0,0.0,4.555,1962205184.0,24403968.0,443813888.0,34476797952.0,0.0,8192.0,9914445.0,1728919.0
01-10 09:10:27,7.587,5.332,82.912,0.0,0.0,4.170,1962598400.0,24403968.0,443813888.0,34476404736.0,0.0,0.0,10076727.0,1757896.0
01-10 09:10:28,7.236,5.927,82.908,0.0,0.0,3.928,1962893312.0,24403968.0,443813888.0,34476109824.0,0.0,0.0,10467016.0,1796954.0
01-10 09:10:29,7.050,6.434,82.136,0.0,0.0,4.381,1961713664.0,24403968.0,443813888.0,34477289472.0,0.0,0.0,10342877.0,1789786.0
