"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node23",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/sconekv-20200930-140111-workloadf-16-node23.csv 1 400",,,,"Date:","30 Sep 2020 13:01:18 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 13:01:18,4.691,1.919,91.440,0.030,0.0,1.919,6215163904.0,37629952.0,1456861184.0,29197565952.0,34976.096,565075.042,0.0,0.0
30-09 13:01:19,1.633,0.126,98.116,0.0,0.0,0.126,6214868992.0,37629952.0,1456861184.0,29197860864.0,0.0,0.0,27392.0,27944.0
30-09 13:01:20,0.063,0.063,99.686,0.0,0.0,0.188,6214578176.0,37629952.0,1456889856.0,29198123008.0,0.0,0.0,30988.0,31807.0
30-09 13:01:21,0.879,0.063,98.996,0.0,0.0,0.063,6214864896.0,37629952.0,1456889856.0,29197836288.0,0.0,0.0,28629.0,29778.0
30-09 13:01:22,1.007,0.126,98.741,0.0,0.0,0.126,6214959104.0,37629952.0,1456889856.0,29197742080.0,0.0,0.0,30818.0,32381.0
30-09 13:01:23,1.197,0.126,98.551,0.0,0.0,0.126,6214766592.0,37642240.0,1456877568.0,29197934592.0,0.0,49152.0,28258.0,28828.0
30-09 13:01:24,0.189,0.0,99.560,0.0,0.0,0.252,6214819840.0,37642240.0,1456889856.0,29197869056.0,0.0,0.0,28954.0,28483.0
30-09 13:01:25,0.754,0.063,98.869,0.0,0.0,0.314,6214787072.0,37642240.0,1456889856.0,29197901824.0,0.0,0.0,29702.0,30066.0
30-09 13:01:26,0.063,0.0,99.874,0.0,0.0,0.063,6214946816.0,37642240.0,1456889856.0,29197742080.0,0.0,0.0,33399.0,33606.0
30-09 13:01:27,0.063,0.0,99.749,0.0,0.0,0.188,6215106560.0,37642240.0,1456889856.0,29197582336.0,0.0,65536.0,36447.0,41811.0
30-09 13:01:28,0.629,0.0,99.309,0.0,0.0,0.063,6215106560.0,37642240.0,1456889856.0,29197582336.0,0.0,0.0,28280.0,28289.0
30-09 13:01:29,0.818,0.189,98.176,0.0,0.0,0.818,6216302592.0,37642240.0,1456902144.0,29196374016.0,0.0,0.0,95154.0,110740.0
30-09 13:01:30,5.581,1.732,90.635,0.0,0.0,2.053,6222471168.0,37642240.0,1456959488.0,29190148096.0,0.0,0.0,358109.0,435614.0
30-09 13:01:31,13.660,3.399,79.739,0.0,0.0,3.203,6240751616.0,37642240.0,1457111040.0,29171716096.0,0.0,0.0,800872.0,939487.0
30-09 13:01:32,10.184,2.168,85.020,0.0,0.0,2.628,6259302400.0,37650432.0,1457299456.0,29152968704.0,0.0,569344.0,820412.0,986634.0
30-09 13:01:33,8.936,2.891,86.137,0.0,0.0,2.037,6274805760.0,37650432.0,1457475584.0,29137289216.0,0.0,0.0,750268.0,885160.0
30-09 13:01:34,24.721,5.705,65.574,0.0,0.0,4.0,6320488448.0,37650432.0,1457709056.0,29091373056.0,0.0,0.0,966847.0,1128877.0
30-09 13:01:35,7.062,3.664,85.476,0.0,0.0,3.797,6371934208.0,37650432.0,1458073600.0,29039562752.0,0.0,0.0,1079701.0,1292805.0
30-09 13:01:36,5.219,1.957,90.541,0.0,0.0,2.283,6388465664.0,37650432.0,1458511872.0,29022593024.0,0.0,0.0,642352.0,740015.0
30-09 13:01:37,3.929,1.834,92.076,0.131,0.0,2.030,6401638400.0,37658624.0,1458642944.0,29009281024.0,0.0,1511424.0,635562.0,734142.0
30-09 13:01:38,3.638,2.249,91.667,0.0,0.0,2.447,6413459456.0,37658624.0,1458819072.0,28997283840.0,0.0,0.0,779237.0,905208.0
30-09 13:01:39,4.476,2.472,90.047,0.0,0.0,3.006,6413701120.0,37658624.0,1459023872.0,28996837376.0,0.0,0.0,908951.0,1059736.0
30-09 13:01:40,4.477,2.304,90.520,0.0,0.0,2.699,6413729792.0,37658624.0,1459183616.0,28996648960.0,0.0,0.0,745474.0,867659.0
30-09 13:01:41,12.995,3.496,80.343,0.0,0.0,3.166,6413602816.0,37658624.0,1459376128.0,28996583424.0,0.0,0.0,863489.0,1003884.0
30-09 13:01:42,16.035,4.923,75.582,0.0,0.0,3.460,6414172160.0,37666816.0,1459634176.0,28995747840.0,0.0,61440.0,1059158.0,1239700.0
30-09 13:01:43,7.266,2.444,87.384,0.0,0.0,2.906,6414065664.0,37666816.0,1459859456.0,28995629056.0,0.0,0.0,856550.0,997486.0
30-09 13:01:44,5.863,2.931,88.208,0.0,0.0,2.998,6416297984.0,37666816.0,1460097024.0,28993159168.0,0.0,0.0,971629.0,1135035.0
30-09 13:01:45,21.292,4.483,69.809,0.0,0.0,4.417,6417113088.0,37666816.0,1460330496.0,28992110592.0,0.0,0.0,1049111.0,1239967.0
30-09 13:01:46,13.115,3.148,79.279,0.0,0.0,4.459,6421598208.0,37666816.0,1460555776.0,28987400192.0,0.0,0.0,993702.0,1140947.0
30-09 13:01:47,10.119,3.241,83.598,0.132,0.0,2.910,6422896640.0,37675008.0,1460772864.0,28985876480.0,0.0,2232320.0,893629.0,1035780.0
30-09 13:01:48,6.406,3.911,86.716,0.0,0.0,2.967,6422999040.0,37675008.0,1461043200.0,28985503744.0,0.0,0.0,1148727.0,1330231.0
30-09 13:01:49,8.278,2.603,86.382,0.0,0.0,2.737,6424326144.0,37675008.0,1461243904.0,28983975936.0,0.0,0.0,902986.0,1035786.0
30-09 13:01:50,4.845,2.826,88.560,0.0,0.0,3.769,6424231936.0,37675008.0,1461493760.0,28983820288.0,0.0,0.0,1066991.0,1254195.0
30-09 13:01:51,4.500,3.358,89.255,0.0,0.0,2.888,6424768512.0,37675008.0,1461723136.0,28983054336.0,0.0,0.0,1035227.0,1191466.0
30-09 13:01:52,5.548,2.874,88.570,0.0,0.0,3.008,6424485888.0,37683200.0,1461932032.0,28983119872.0,0.0,57344.0,927187.0,1062999.0
30-09 13:01:53,8.782,3.859,84.365,0.0,0.0,2.994,6424694784.0,37683200.0,1462165504.0,28982677504.0,0.0,0.0,1000714.0,1138355.0
30-09 13:01:54,5.253,3.059,88.564,0.0,0.0,3.125,6425874432.0,37683200.0,1462419456.0,28981243904.0,0.0,0.0,1006688.0,1177968.0
30-09 13:01:55,6.538,3.402,86.524,0.0,0.0,3.536,6426042368.0,37683200.0,1462640640.0,28980854784.0,0.0,0.0,1063692.0,1218369.0
30-09 13:01:56,5.047,4.441,86.272,0.0,0.0,4.240,6425645056.0,37683200.0,1462931456.0,28980961280.0,0.0,0.0,1237944.0,1439792.0
30-09 13:01:57,11.148,4.778,80.557,0.0,0.0,3.517,6426570752.0,37691392.0,1463214080.0,28979744768.0,0.0,2519040.0,1119081.0,1323748.0
30-09 13:01:58,11.636,3.391,81.715,0.0,0.0,3.258,6428516352.0,37691392.0,1463312384.0,28977700864.0,0.0,0.0,1041030.0,1206380.0
30-09 13:01:59,10.662,2.980,83.510,0.0,0.0,2.848,6430978048.0,37691392.0,1463648256.0,28974903296.0,0.0,0.0,862473.0,992878.0
