"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node08",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/cockroach-20200930-212415-workloadf-64-node08.csv 1 400",,,,"Date:","30 Sep 2020 20:24:22 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send"
30-09 20:24:22,4.272,2.482,91.115,0.151,0.0,1.981,1178910720.0,179847168.0,816979968.0,34731483136.0,146470.256,656181.354,0.0,0.0
30-09 20:24:23,0.573,0.573,98.218,0.064,0.0,0.573,1179688960.0,179847168.0,817033216.0,34730651648.0,0.0,143360.0,128990.0,146490.0
30-09 20:24:24,0.509,0.509,98.663,0.0,0.0,0.318,1179688960.0,179847168.0,817033216.0,34730651648.0,0.0,0.0,116824.0,140984.0
30-09 20:24:25,0.573,0.318,98.663,0.0,0.0,0.446,1179721728.0,179847168.0,817033216.0,34730618880.0,0.0,8192.0,121040.0,136984.0
30-09 20:24:26,0.699,0.953,97.395,0.127,0.0,0.826,1179664384.0,179847168.0,817033216.0,34730676224.0,0.0,237568.0,148667.0,188811.0
30-09 20:24:27,1.219,0.898,96.857,0.321,0.0,0.706,1180082176.0,179847168.0,817041408.0,34730250240.0,0.0,409600.0,193485.0,248070.0
30-09 20:24:28,1.590,0.763,96.756,0.0,0.0,0.891,1180299264.0,179847168.0,817045504.0,34730029056.0,0.0,1417216.0,230206.0,211690.0
30-09 20:24:29,1.748,0.841,96.440,0.259,0.0,0.712,1183125504.0,179847168.0,817045504.0,34727202816.0,0.0,5332992.0,540000.0,213262.0
30-09 20:24:30,0.951,0.571,97.781,0.127,0.0,0.571,1185140736.0,179847168.0,817045504.0,34725187584.0,0.0,413696.0,147143.0,144815.0
30-09 20:24:31,1.088,1.088,96.609,0.320,0.0,0.896,1185169408.0,179847168.0,817045504.0,34725158912.0,0.0,516096.0,196841.0,259902.0
30-09 20:24:32,0.831,0.767,97.380,0.064,0.0,0.958,1185386496.0,179851264.0,817049600.0,34724933632.0,0.0,122880.0,145179.0,178635.0
30-09 20:24:33,0.954,0.891,97.710,0.064,0.0,0.382,1186398208.0,179851264.0,817053696.0,34723917824.0,0.0,176128.0,127244.0,133157.0
30-09 20:24:34,0.507,0.507,98.161,0.0,0.0,0.824,1186304000.0,179851264.0,817057792.0,34724007936.0,0.0,0.0,123575.0,153268.0
30-09 20:24:35,3.479,2.191,89.626,0.193,0.0,4.510,1188032512.0,179851264.0,817057792.0,34722279424.0,0.0,233472.0,540596.0,776315.0
30-09 20:24:36,1.933,1.804,92.977,0.387,0.0,2.899,1187614720.0,179851264.0,817070080.0,34722684928.0,0.0,450560.0,328454.0,461408.0
30-09 20:24:37,4.087,1.648,92.617,0.0,0.0,1.648,1188966400.0,179851264.0,817102848.0,34721300480.0,0.0,0.0,857053.0,840869.0
30-09 20:24:38,7.138,2.468,87.392,0.0,0.0,3.002,1188827136.0,179851264.0,817102848.0,34721439744.0,0.0,1404928.0,1373851.0,1305470.0
30-09 20:24:39,4.169,2.052,91.992,0.265,0.0,1.522,1191137280.0,179851264.0,817102848.0,34719129600.0,0.0,5259264.0,1019788.0,673576.0
30-09 20:24:40,5.785,2.926,88.298,0.399,0.0,2.593,1193811968.0,179851264.0,817106944.0,34716450816.0,0.0,1081344.0,1043899.0,1068864.0
30-09 20:24:41,3.798,2.358,91.683,0.131,0.0,2.030,1194369024.0,179851264.0,817115136.0,34715885568.0,0.0,118784.0,901886.0,893996.0
30-09 20:24:42,3.786,1.828,92.820,0.0,0.0,1.567,1194766336.0,179851264.0,817115136.0,34715488256.0,0.0,0.0,742631.0,753320.0
30-09 20:24:43,4.134,1.640,92.257,0.0,0.0,1.969,1197105152.0,179851264.0,817115136.0,34713149440.0,0.0,4096.0,850978.0,844749.0
30-09 20:24:44,3.287,1.907,92.899,0.066,0.0,1.841,1197281280.0,179851264.0,817115136.0,34712973312.0,0.0,241664.0,746115.0,758285.0
30-09 20:24:45,4.194,2.130,90.479,0.266,0.0,2.929,1198018560.0,179851264.0,817119232.0,34712231936.0,0.0,405504.0,990422.0,1029192.0
30-09 20:24:46,4.781,1.660,91.102,0.0,0.0,2.457,1199038464.0,179851264.0,817123328.0,34711207936.0,0.0,0.0,1165491.0,1159188.0
30-09 20:24:47,5.347,1.914,90.759,0.0,0.0,1.980,1201201152.0,179851264.0,817123328.0,34709045248.0,0.0,8192.0,1033461.0,1018140.0
30-09 20:24:48,5.828,2.715,89.139,0.132,0.0,2.185,1203146752.0,179851264.0,817123328.0,34707099648.0,0.0,1380352.0,1014853.0,966721.0
30-09 20:24:49,7.927,4.268,83.537,0.610,0.0,3.659,1206865920.0,179855360.0,817123328.0,34703376384.0,0.0,5931008.0,1621123.0,1302209.0
30-09 20:24:50,5.559,2.746,88.480,0.067,0.0,3.148,1210613760.0,179855360.0,817131520.0,34699620352.0,0.0,483328.0,1331868.0,1304060.0
30-09 20:24:51,3.663,2.093,91.890,0.0,0.0,2.354,1210236928.0,179855360.0,817143808.0,34699984896.0,0.0,0.0,898761.0,885016.0
30-09 20:24:52,5.096,1.919,91.132,0.0,0.0,1.853,1210789888.0,179855360.0,817143808.0,34699431936.0,0.0,0.0,1089694.0,1080176.0
30-09 20:24:53,5.475,2.573,88.720,0.066,0.0,3.166,1211428864.0,179855360.0,817143808.0,34698792960.0,0.0,290816.0,1128220.0,1118483.0
30-09 20:24:54,6.572,3.049,87.263,0.339,0.0,2.778,1212284928.0,179855360.0,817147904.0,34697932800.0,0.0,434176.0,1249749.0,1279012.0
30-09 20:24:55,4.897,2.383,90.668,0.0,0.0,2.052,1206517760.0,179855360.0,817152000.0,34703695872.0,0.0,0.0,1008380.0,997320.0
30-09 20:24:56,4.412,3.209,90.508,0.0,0.0,1.872,1205948416.0,179855360.0,817152000.0,34704265216.0,0.0,20480.0,1070156.0,1057897.0
30-09 20:24:57,4.380,1.991,91.639,0.066,0.0,1.924,1206112256.0,179855360.0,817152000.0,34704101376.0,0.0,57344.0,1006405.0,988361.0
30-09 20:24:58,5.500,2.213,89.403,0.402,0.0,2.482,1205653504.0,179855360.0,817152000.0,34704560128.0,0.0,1925120.0,1024732.0,1032399.0
30-09 20:24:59,7.128,3.093,85.945,0.403,0.0,3.430,1210740736.0,179855360.0,817160192.0,34699464704.0,0.0,5505024.0,1538850.0,1184532.0
30-09 20:25:00,4.497,2.513,90.741,0.0,0.0,2.249,1213878272.0,179855360.0,817164288.0,34696323072.0,0.0,348160.0,908295.0,881036.0
30-09 20:25:01,5.267,1.975,90.323,0.0,0.0,2.436,1214713856.0,179855360.0,817164288.0,34695487488.0,0.0,0.0,1054613.0,1044784.0
30-09 20:25:02,4.676,1.870,91.182,0.134,0.0,2.138,1214550016.0,179855360.0,817164288.0,34695651328.0,0.0,241664.0,1054499.0,1062383.0
30-09 20:25:03,3.893,2.349,91.208,0.268,0.0,2.282,1214185472.0,179855360.0,817168384.0,34696011776.0,0.0,495616.0,893676.0,931600.0
30-09 20:25:04,2.861,1.170,94.278,0.0,0.0,1.691,1214144512.0,179855360.0,817176576.0,34696044544.0,0.0,0.0,646161.0,653762.0
30-09 20:25:05,4.260,2.031,90.826,0.0,0.0,2.883,1214603264.0,179855360.0,817176576.0,34695585792.0,0.0,28672.0,963027.0,945146.0
30-09 20:25:06,3.475,1.311,93.115,0.066,0.0,2.033,1213603840.0,179855360.0,817176576.0,34696585216.0,0.0,114688.0,800149.0,805380.0
30-09 20:25:07,4.131,1.865,91.672,0.266,0.0,2.065,1214283776.0,179855360.0,817176576.0,34695905280.0,0.0,503808.0,878190.0,929324.0
30-09 20:25:08,5.522,2.395,89.687,0.067,0.0,2.329,1214496768.0,179855360.0,817184768.0,34695684096.0,0.0,1531904.0,957403.0,935833.0
30-09 20:25:09,5.010,2.175,90.771,0.264,0.0,1.780,1219477504.0,179855360.0,817184768.0,34690703360.0,0.0,5316608.0,1024565.0,734888.0
30-09 20:25:10,3.016,1.705,93.770,0.0,0.0,1.508,1221812224.0,179855360.0,817188864.0,34688364544.0,0.0,376832.0,689055.0,678516.0
30-09 20:25:11,3.867,2.133,91.600,0.133,0.0,2.267,1222426624.0,179855360.0,817192960.0,34687746048.0,0.0,212992.0,895331.0,898097.0
30-09 20:25:12,4.676,2.071,90.247,0.267,0.0,2.739,1222938624.0,179855360.0,817197056.0,34687229952.0,0.0,434176.0,1052144.0,1094884.0
30-09 20:25:13,3.205,1.831,93.394,0.0,0.0,1.570,1222868992.0,179855360.0,817205248.0,34687291392.0,0.0,0.0,744934.0,743290.0
30-09 20:25:14,3.102,1.518,93.465,0.0,0.0,1.914,1223270400.0,179855360.0,817205248.0,34686889984.0,0.0,0.0,826644.0,825020.0
30-09 20:25:15,3.567,1.651,93.131,0.0,0.0,1.651,1223098368.0,179855360.0,817205248.0,34687062016.0,0.0,49152.0,777411.0,771921.0
30-09 20:25:16,4.267,2.600,90.200,0.333,0.0,2.600,1223491584.0,179855360.0,817205248.0,34686668800.0,0.0,524288.0,924962.0,983958.0
30-09 20:25:17,3.307,1.786,92.659,0.132,0.0,2.116,1223057408.0,179855360.0,817213440.0,34687094784.0,0.0,159744.0,838307.0,832663.0
30-09 20:25:18,5.221,1.785,90.747,0.132,0.0,2.115,1223708672.0,179855360.0,817213440.0,34686443520.0,0.0,1437696.0,890807.0,851116.0
30-09 20:25:19,4.702,2.252,90.927,0.265,0.0,1.854,1226940416.0,179855360.0,817213440.0,34683211776.0,0.0,5156864.0,1146481.0,806638.0
30-09 20:25:20,4.391,2.129,90.951,0.067,0.0,2.462,1229729792.0,179855360.0,817217536.0,34680418304.0,0.0,737280.0,1013424.0,992551.0
30-09 20:25:21,5.267,2.133,89.800,0.267,0.0,2.533,1230241792.0,179855360.0,817225728.0,34679898112.0,0.0,450560.0,999201.0,1037095.0
30-09 20:25:22,4.368,2.118,91.132,0.0,0.0,2.383,1230782464.0,179855360.0,817229824.0,34679353344.0,0.0,16384.0,999626.0,994227.0
30-09 20:25:23,4.888,1.982,91.215,0.0,0.0,1.915,1230798848.0,179855360.0,817229824.0,34679336960.0,0.0,0.0,1040043.0,1019850.0
30-09 20:25:24,4.180,2.322,91.307,0.066,0.0,2.123,1231183872.0,179855360.0,817229824.0,34678951936.0,0.0,131072.0,1044345.0,1034408.0
30-09 20:25:25,7.128,3.362,86.079,0.403,0.0,3.026,1231642624.0,179855360.0,817229824.0,34678493184.0,0.0,524288.0,1289000.0,1318818.0
